epoch,train_loss,train_xent,valid_xent,valid_emd,valid_xent_accuracy,valid_exp_accuracy,valid_xent_qwk,valid_exp_qwk,learning_rate,time
1,2.380354,742.939758,2.474905,0.111600,0.319971,0.241254,0.493170,0.481638,0.001000,474.971279
2,1.678074,2.172194,2.060380,0.087003,0.422012,0.349125,0.680709,0.670988,0.001000,351.783316
3,1.473135,1.924685,1.671180,0.084735,0.419825,0.363703,0.676872,0.688970,0.001000,354.536813
4,1.334255,1.547785,1.397607,0.069545,0.478863,0.394315,0.766005,0.783094,0.001000,361.378872
5,1.185629,1.378801,1.397989,0.069200,0.456268,0.419096,0.736201,0.809335,0.001000,354.185622
6,1.123389,1.382446,1.269924,0.063898,0.499271,0.422012,0.818831,0.817577,0.001000,353.372254
7,1.050239,1.324448,1.252421,0.058415,0.527697,0.455539,0.826936,0.841589,0.001000,350.979480
8,0.969127,1.251600,1.406361,0.067138,0.392857,0.407434,0.775797,0.830672,0.001000,371.949841
9,0.922528,1.213140,1.322003,0.064439,0.475948,0.457726,0.785293,0.854826,0.001000,352.983672
10,0.877904,1.207579,1.226889,0.057717,0.478863,0.500729,0.805359,0.861533,0.001000,352.132801
11,0.846962,1.234216,1.195839,0.054406,0.567784,0.516035,0.854198,0.870975,0.001000,351.635989
12,0.781073,1.150362,1.196475,0.054557,0.518222,0.467201,0.828767,0.866516,0.001000,352.272151
13,0.757782,1.153328,1.160381,0.053951,0.550292,0.530612,0.836680,0.880169,0.001000,368.632891
14,0.718513,1.108311,1.313774,0.061642,0.422741,0.465743,0.808260,0.868399,0.001000,381.761042
15,0.679223,1.083306,1.158474,0.057940,0.502915,0.442420,0.798278,0.826921,0.001000,373.796425
16,0.648099,1.053688,1.336062,0.061674,0.438047,0.475219,0.830791,0.849799,0.001000,353.372538
17,0.657871,1.153901,1.084011,0.048080,0.583819,0.547376,0.886080,0.896117,0.001000,370.992238
18,0.612035,1.038928,1.136165,0.050069,0.564869,0.502187,0.862237,0.872477,0.001000,375.880796
19,0.588239,1.031302,1.238462,0.060028,0.506560,0.423469,0.823012,0.834300,0.001000,357.943260
20,0.558839,1.031093,1.023119,0.047103,0.588921,0.540087,0.873955,0.874304,0.001000,355.704212
21,0.546417,1.048673,1.057826,0.048557,0.583090,0.558309,0.880284,0.893332,0.001000,355.033353
22,0.557376,1.066278,1.046421,0.046443,0.606414,0.540087,0.873844,0.892612,0.001000,355.751751
23,0.515980,0.962101,0.977999,0.044171,0.608601,0.568513,0.880192,0.892600,0.001000,354.237163
24,0.497660,0.977174,0.971633,0.042863,0.618076,0.564140,0.902349,0.909586,0.001000,354.032190
25,0.483550,0.958136,1.011096,0.043517,0.585277,0.580904,0.904443,0.913733,0.001000,353.580625
26,0.484905,1.010157,1.022158,0.043811,0.586006,0.578717,0.894633,0.904884,0.001000,358.451661
27,0.470526,0.943640,1.018244,0.045450,0.607143,0.575073,0.895869,0.905079,0.001000,351.392846
28,0.449224,0.939687,0.969289,0.041781,0.602041,0.596210,0.900557,0.906236,0.001000,352.670737
29,0.451915,0.961067,1.057382,0.050236,0.547376,0.516764,0.881838,0.887514,0.001000,350.327140
30,0.427500,0.938186,0.997826,0.043829,0.595481,0.598397,0.888113,0.920504,0.001000,358.017630
31,0.413513,0.913589,1.072429,0.049749,0.518950,0.494169,0.886997,0.894170,0.001000,351.035111
32,0.409009,0.900035,1.083620,0.046553,0.569242,0.586735,0.897731,0.913094,0.001000,350.335204
33,0.460356,1.065358,0.993415,0.042187,0.620991,0.556122,0.914832,0.905091,0.001000,353.291737
34,0.401235,0.885326,0.955058,0.040435,0.599854,0.618805,0.905448,0.916905,0.001000,350.069675
35,0.386227,0.907152,1.156002,0.056885,0.519679,0.439504,0.828119,0.816943,0.001000,364.157551
36,0.395049,0.924640,1.250262,0.059440,0.439504,0.497813,0.817866,0.852560,0.001000,349.859830
37,0.398489,0.947488,1.035499,0.046608,0.599125,0.532799,0.889329,0.876539,0.001000,350.805633
38,0.373985,0.891188,0.950147,0.041702,0.634111,0.564869,0.912981,0.905885,0.001000,351.255424
39,0.354834,0.862209,0.941141,0.041710,0.629738,0.577259,0.903279,0.900839,0.001000,355.827528
40,0.348184,0.830257,0.934704,0.041555,0.615160,0.590379,0.911497,0.914688,0.001000,351.883422
41,0.347080,0.865620,0.919755,0.039048,0.620262,0.645773,0.911590,0.926792,0.001000,352.133093
42,0.322874,0.791978,1.015075,0.048141,0.575802,0.577259,0.848980,0.873937,0.001000,347.934399
43,0.346322,0.880783,1.105029,0.050556,0.483965,0.499271,0.859151,0.878228,0.001000,346.924981
44,0.329344,0.843411,0.949771,0.042385,0.622449,0.569971,0.900670,0.899320,0.001000,351.570523
45,0.335583,0.893619,1.046678,0.049564,0.557580,0.548105,0.851529,0.865544,0.001000,348.433836
46,0.320483,0.854397,0.993295,0.044393,0.602041,0.595481,0.894593,0.909955,0.001000,352.410884
47,0.340658,0.945154,0.897318,0.039340,0.673469,0.596939,0.913747,0.904750,0.001000,347.150826
48,0.315078,0.837164,1.076355,0.051220,0.582362,0.551020,0.878130,0.898159,0.001000,367.380567
49,0.395395,1.085381,1.014714,0.046088,0.585277,0.539359,0.881680,0.875615,0.001000,342.483894
50,0.335793,0.872849,0.899700,0.036426,0.661079,0.657434,0.926108,0.932659,0.001000,346.652375
51,0.301207,0.782109,0.861660,0.036384,0.688047,0.664723,0.927882,0.937473,0.001000,369.185993
52,0.289924,0.774927,0.888318,0.038322,0.671283,0.655248,0.904829,0.922387,0.001000,425.860622
53,0.311129,0.887922,0.921335,0.037926,0.674927,0.655248,0.917989,0.924676,0.001000,448.267277
54,0.290691,0.791543,0.853622,0.036532,0.661808,0.622449,0.922332,0.926421,0.001000,455.315769
