epoch,train_loss,train_xent,valid_xent,valid_emd,valid_xent_accuracy,valid_exp_accuracy,valid_xent_qwk,valid_exp_qwk,learning_rate,time
1,4.041518,345.593750,7.816904,0.145257,0.327259,0.314869,0.458922,0.458839,0.001000,464.495981
2,2.967883,6.456093,5.519259,0.105074,0.368076,0.349125,0.685979,0.682558,0.001000,355.381990
3,2.548324,6.339781,6.326368,0.111940,0.370991,0.358601,0.637827,0.639340,0.001000,349.585761
4,2.378562,6.446279,6.776945,0.129692,0.296647,0.290087,0.569613,0.577089,0.001000,353.300075
5,2.207442,6.305119,6.496583,0.109159,0.363703,0.362974,0.672978,0.676254,0.001000,351.193956
6,2.127050,6.908397,6.698584,0.094547,0.408892,0.403061,0.745725,0.742026,0.001000,353.370050
7,2.038467,6.715584,9.156754,0.105081,0.389942,0.389942,0.699843,0.713033,0.001000,382.316529
8,2.013974,6.785820,5.897728,0.093819,0.419096,0.413994,0.737897,0.738035,0.001000,360.134527
9,1.912371,6.265703,6.480922,0.093115,0.419096,0.412536,0.750080,0.748673,0.001000,352.323085
10,1.844273,6.762260,6.852364,0.093435,0.424927,0.423469,0.754263,0.753016,0.001000,352.452008
11,1.807715,6.778943,7.930346,0.092481,0.427843,0.426385,0.763044,0.763540,0.001000,352.716712
12,1.763037,6.594532,6.116952,0.093312,0.422741,0.419096,0.750767,0.754071,0.001000,349.282286
13,1.757806,5.926384,5.589918,0.099378,0.387026,0.389213,0.722276,0.722104,0.001000,350.856057
14,1.694714,6.066113,6.870558,0.090615,0.419825,0.419096,0.777819,0.779281,0.001000,349.675849
15,1.597162,5.413939,4.153834,0.087892,0.392128,0.384840,0.748212,0.746809,0.001000,354.037888
16,1.399367,5.507604,6.298617,0.108777,0.319242,0.309767,0.753649,0.753813,0.001000,350.225286
17,1.348441,5.375972,4.748898,0.075625,0.438047,0.432945,0.819252,0.820374,0.001000,352.585603
18,1.278415,4.951515,3.828747,0.082801,0.408163,0.404519,0.785964,0.783796,0.001000,360.213459
19,1.218278,4.896871,4.633444,0.076088,0.449708,0.440233,0.841525,0.842746,0.001000,355.165304
20,1.189827,4.755488,4.049934,0.075381,0.452624,0.440962,0.812148,0.806678,0.001000,350.463551
21,1.250084,5.466448,5.472373,0.072210,0.475219,0.470845,0.841332,0.842945,0.001000,351.250609
22,1.185672,4.866206,4.922910,0.073871,0.467930,0.461370,0.846206,0.847038,0.001000,352.375581
23,1.156305,5.077307,6.332076,0.087019,0.371720,0.368076,0.824291,0.838800,0.001000,350.354830
24,1.109717,4.609983,3.806541,0.069120,0.504373,0.495627,0.837441,0.837478,0.001000,363.224151
25,1.068472,4.501662,6.280031,0.079272,0.443878,0.438776,0.820636,0.833287,0.001000,348.681803
26,1.167441,4.952308,4.660500,0.068928,0.477405,0.475219,0.848091,0.847581,0.001000,351.125073
27,1.066465,4.673181,3.684152,0.068172,0.483965,0.470845,0.853289,0.850339,0.001000,351.682316
28,1.025752,4.142457,4.712799,0.065487,0.509475,0.509475,0.860953,0.871716,0.001000,348.809667
29,1.021399,4.428615,3.738537,0.063314,0.521866,0.511662,0.871139,0.872452,0.001000,355.884560
30,1.017135,4.245442,3.741927,0.060083,0.526968,0.524052,0.870882,0.870344,0.001000,350.443466
31,0.956708,4.150609,3.748872,0.061829,0.529883,0.522595,0.869646,0.872408,0.001000,350.143011
32,0.954760,4.293228,4.974787,0.066976,0.496356,0.496356,0.870369,0.876095,0.001000,350.902009
33,0.963891,4.364657,3.916214,0.066767,0.508017,0.500000,0.850542,0.855480,0.001000,352.975321
34,0.948303,4.201836,4.585571,0.066414,0.508017,0.501458,0.866026,0.869550,0.001000,349.366530
35,0.940648,3.999005,3.390083,0.062449,0.528426,0.522595,0.861953,0.857076,0.001000,350.251988
36,0.939248,4.350388,4.797633,0.064825,0.515306,0.523324,0.867393,0.872001,0.001000,349.524503
37,0.941354,3.926606,3.785735,0.062252,0.529883,0.525510,0.870509,0.872149,0.001000,356.555232
38,0.900100,3.857766,3.501153,0.071166,0.479592,0.465015,0.831619,0.833077,0.001000,349.448387
39,0.919399,4.135954,3.817183,0.060106,0.530612,0.527697,0.885391,0.884985,0.001000,353.812615
40,0.890222,3.962971,3.835662,0.064369,0.510933,0.514577,0.863612,0.868236,0.001000,347.884130
41,0.893480,3.803932,3.785366,0.060709,0.543003,0.542274,0.881737,0.882128,0.001000,352.070825
42,0.879405,3.627676,5.158805,0.082665,0.419825,0.420554,0.812734,0.831439,0.001000,357.645280
43,0.869248,3.620259,3.813414,0.063645,0.513848,0.518222,0.875193,0.882485,0.001000,349.964654
44,0.897680,4.217783,3.394628,0.060541,0.548834,0.540087,0.875247,0.877341,0.001000,350.437852
45,0.867653,3.461539,2.944828,0.063711,0.517493,0.509475,0.851751,0.852026,0.001000,350.003799
46,0.823660,3.176248,3.512245,0.058109,0.561224,0.556851,0.882004,0.884435,0.001000,355.960313
47,0.821048,3.481137,2.437535,0.064907,0.446793,0.462828,0.843617,0.849936,0.001000,351.296425
48,0.760871,3.102900,2.875677,0.052640,0.558309,0.575802,0.897820,0.910810,0.001000,354.326381
49,0.716863,2.868123,2.704009,0.056315,0.524781,0.517493,0.893606,0.900162,0.001000,371.496099
