epoch,train_loss,train_xent,valid_xent,valid_emd,valid_xent_accuracy,valid_exp_accuracy,valid_xent_qwk,valid_exp_qwk,learning_rate,time
113,0.590728,0.577729,0.594159,0.048530,0.803643,0.733921,0.650304,0.698269,0.001000,437.307492
114,0.592283,0.582070,0.643624,0.054786,0.791121,0.601594,0.630542,0.635061,0.001000,437.465877
115,0.589353,0.594186,0.637158,0.051259,0.805635,0.779454,0.553527,0.605732,0.001000,436.821092
116,0.591695,0.585462,0.574687,0.046039,0.819010,0.745874,0.647304,0.674268,0.001000,436.616336
117,0.591051,0.586187,0.579353,0.046789,0.811611,0.716562,0.666084,0.691810,0.001000,436.517304
118,0.588252,0.572902,0.600197,0.048923,0.810757,0.710017,0.665836,0.685992,0.001000,436.484480
119,0.592506,0.593385,0.594621,0.047979,0.808480,0.754696,0.631054,0.662440,0.001000,436.295900
120,0.588780,0.573368,0.599359,0.048792,0.804496,0.704610,0.642886,0.685106,0.001000,436.503394
121,0.589671,0.583971,0.588193,0.047442,0.808480,0.690097,0.636811,0.668791,0.001000,436.961064
122,0.588051,0.583542,0.599878,0.048767,0.806204,0.694935,0.659541,0.677415,0.001000,436.941124
123,0.587248,0.583082,0.626967,0.048535,0.811611,0.776892,0.622821,0.642074,0.001000,436.919636
124,0.588942,0.587413,0.598418,0.049268,0.805635,0.679283,0.651603,0.654319,0.001000,436.869749
125,0.586718,0.571604,0.591005,0.047573,0.805635,0.700057,0.673749,0.697880,0.001000,437.138326
126,0.587361,0.572242,0.571743,0.045422,0.815310,0.740182,0.644157,0.675970,0.001000,437.415198
127,0.587761,0.564450,0.580848,0.046161,0.814172,0.752134,0.629246,0.669173,0.001000,437.165807
128,0.587395,0.569300,0.600205,0.048168,0.815595,0.699203,0.661185,0.665129,0.001000,437.153142
129,0.586206,0.569050,0.595235,0.048867,0.807627,0.718554,0.642025,0.692139,0.001000,437.304325
130,0.584801,0.572845,0.594999,0.048097,0.809334,0.766079,0.616684,0.653408,0.001000,437.291013
131,0.584903,0.596315,0.648313,0.055534,0.780592,0.609562,0.624447,0.637330,0.001000,437.259738
132,0.584897,0.571389,0.674078,0.057855,0.781446,0.622652,0.643903,0.648664,0.001000,437.511408
133,0.586784,0.582325,0.603823,0.050127,0.801935,0.679567,0.629124,0.660114,0.001000,437.400453
134,0.583730,0.560436,0.564001,0.045226,0.817871,0.746443,0.656200,0.695155,0.001000,437.251290
135,0.585335,0.566583,0.591659,0.047641,0.814741,0.774900,0.605324,0.640015,0.001000,437.401819
136,0.586181,0.578019,0.568144,0.045240,0.817587,0.706318,0.690241,0.701573,0.001000,437.407822
137,0.583707,0.566089,0.590543,0.048586,0.808765,0.713432,0.659080,0.686955,0.001000,437.846667
138,0.585450,0.580565,0.604657,0.048060,0.807057,0.765509,0.623223,0.671127,0.001000,437.678251
139,0.582533,0.592593,0.619981,0.051233,0.802504,0.773762,0.538408,0.602808,0.001000,437.577232
140,0.583988,0.570116,0.581107,0.047056,0.809619,0.761810,0.630166,0.681931,0.001000,437.739902
141,0.582960,0.592536,0.572143,0.045099,0.817871,0.762094,0.652846,0.693290,0.001000,437.952950
142,0.582015,0.554779,0.582032,0.046650,0.812749,0.712578,0.673635,0.691099,0.001000,437.893496
143,0.581554,0.561466,0.577492,0.045901,0.816164,0.770916,0.675967,0.699528,0.001000,438.058918
144,0.581567,0.554625,0.578365,0.047235,0.808765,0.715139,0.666514,0.691251,0.001000,438.269820
145,0.583921,0.562050,0.573303,0.045280,0.813034,0.739613,0.678767,0.705836,0.001000,438.193828
146,0.580777,0.572104,0.593865,0.047327,0.805635,0.726807,0.668052,0.691169,0.001000,438.148133
147,0.584169,0.564446,0.689820,0.055494,0.797097,0.782015,0.505610,0.551415,0.001000,438.196750
148,0.584531,0.564134,0.589176,0.047144,0.813603,0.690097,0.706614,0.714200,0.001000,438.199829
149,0.579990,0.557608,0.569835,0.045531,0.816164,0.771201,0.627387,0.673838,0.001000,438.170835
150,0.580454,0.568513,0.563507,0.044639,0.821286,0.757826,0.651063,0.668822,0.001000,438.595407
151,0.580589,0.573622,0.577152,0.046127,0.816448,0.713717,0.689514,0.713675,0.001000,437.141602
152,0.583897,0.573812,0.603727,0.049240,0.809903,0.778600,0.558619,0.607432,0.001000,437.643296
153,0.581204,0.575092,0.597198,0.048729,0.809050,0.763233,0.576877,0.629383,0.001000,437.430638
154,0.579535,0.574543,0.697315,0.057200,0.791690,0.772055,0.461258,0.524014,0.001000,437.262525
155,0.581198,0.582133,0.612227,0.049492,0.809050,0.780307,0.563784,0.623466,0.001000,437.017057
156,0.579825,0.558804,0.568438,0.045439,0.816733,0.729937,0.676206,0.699504,0.001000,437.014225
157,0.581350,0.562276,0.576588,0.046681,0.808196,0.769493,0.623735,0.679611,0.001000,437.057467
158,0.580163,0.568849,0.583041,0.047110,0.809903,0.702049,0.678162,0.699269,0.001000,436.985605
159,0.581202,0.571742,0.587561,0.046806,0.811611,0.738190,0.615833,0.649944,0.001000,437.001024
160,0.582309,0.580732,0.586093,0.046207,0.810472,0.766363,0.630822,0.673215,0.001000,437.516819
161,0.575782,0.574196,0.567958,0.045071,0.815026,0.749573,0.659930,0.698452,0.001000,437.718421
162,0.578285,0.560413,0.594801,0.047913,0.804496,0.700057,0.647571,0.675153,0.001000,437.632888
163,0.577542,0.558882,0.568666,0.045652,0.819294,0.751565,0.634012,0.669722,0.001000,437.564598
164,0.580097,0.564084,0.592697,0.048001,0.810188,0.697211,0.676503,0.692477,0.001000,437.638441
165,0.577354,0.554308,0.599804,0.047537,0.812180,0.773762,0.620874,0.653373,0.001000,438.005294
166,0.576037,0.563477,0.755229,0.069466,0.738190,0.511952,0.584592,0.587801,0.001000,437.665073
167,0.578606,0.595881,0.608344,0.049817,0.807627,0.780023,0.551281,0.610999,0.001000,438.559786
168,0.580254,0.557621,0.566828,0.044554,0.819863,0.751850,0.664619,0.698027,0.001000,438.454800
169,0.578184,0.564857,0.586045,0.048050,0.805350,0.769209,0.611869,0.662401,0.001000,438.474121
170,0.578935,0.566656,0.647730,0.054581,0.787137,0.662777,0.622193,0.658322,0.001000,438.467214
171,0.578686,0.565236,0.598246,0.047806,0.806204,0.747866,0.612220,0.665800,0.001000,438.371534
172,0.577413,0.566024,0.572476,0.045852,0.812749,0.718839,0.662319,0.690416,0.001000,438.222175
173,0.579499,0.559565,0.596108,0.047292,0.809334,0.751281,0.646966,0.684683,0.001000,438.230026
174,0.577987,0.574302,0.593452,0.047844,0.805919,0.716278,0.648313,0.678805,0.001000,438.801192
175,0.578240,0.568724,0.690742,0.060802,0.765225,0.593341,0.610980,0.621766,0.001000,438.037982
176,0.576329,0.563447,0.646419,0.051632,0.803927,0.772055,0.547409,0.598750,0.001000,437.525697
177,0.576902,0.573510,0.559565,0.044664,0.816448,0.760956,0.654981,0.693902,0.001000,437.799581
178,0.576881,0.546430,0.587155,0.046248,0.810188,0.773478,0.656254,0.695608,0.001000,437.209534
179,0.575841,0.558805,0.573391,0.045435,0.819010,0.752988,0.660687,0.687449,0.001000,436.811620
180,0.577425,0.561191,0.620604,0.053449,0.791975,0.708025,0.608963,0.671787,0.001000,436.894287
181,0.575967,0.562685,0.605301,0.049316,0.807911,0.668184,0.654115,0.664662,0.001000,436.898706
182,0.576203,0.579952,0.668242,0.053888,0.798236,0.775185,0.558641,0.598973,0.001000,436.981209
183,0.573264,0.561668,0.574713,0.046321,0.812180,0.772339,0.617133,0.667614,0.001000,437.142109
184,0.576040,0.553682,0.614798,0.047774,0.811611,0.785714,0.616844,0.670570,0.001000,438.076000
185,0.572288,0.544258,0.582913,0.046615,0.812180,0.736767,0.655202,0.690012,0.001000,437.430111
