epoch,train_loss,train_xent,valid_loss,valid_xent,valid_emd,valid_xent_accuracy,valid_exp_accuracy,valid_xent_qwk,valid_exp_qwk,learning_rate,mb_time,time
1,3.315515,4.037378,2.898018,2.028969,0.137393,0.180758,0.169825,0.233564,0.212041,0.010000,0.186190,148.386707
2,2.807324,2.075623,2.702493,1.936731,0.121863,0.195335,0.254373,0.376407,0.491046,0.010000,0.127669,127.225883
3,2.647487,1.868700,2.619584,1.809013,0.102118,0.226676,0.337464,0.524530,0.641820,0.010000,0.127527,127.508308
4,2.582881,1.814783,2.578299,1.743206,0.092472,0.223032,0.362245,0.610352,0.718796,0.010000,0.127510,127.429334
5,2.553249,1.789456,2.562341,1.739381,0.092083,0.231778,0.370262,0.611449,0.741843,0.010000,0.127510,128.005431
6,2.531157,1.732100,2.539236,1.702952,0.087126,0.256560,0.410350,0.650023,0.768973,0.010000,0.127722,128.609746
7,2.508138,1.732356,2.509136,1.681984,0.084417,0.251458,0.410350,0.657941,0.785107,0.010000,0.127604,128.212593
8,2.491454,1.692955,2.504630,1.681232,0.084449,0.243440,0.429300,0.676241,0.785396,0.010000,0.127569,128.715574
9,2.476208,1.692219,2.523382,1.693906,0.085610,0.236152,0.426385,0.660383,0.790920,0.010000,0.127678,129.015931
10,2.452693,1.665063,2.461846,1.708715,0.091198,0.239067,0.389213,0.598977,0.740996,0.010000,0.127622,128.980220
11,2.438819,1.636472,2.450707,1.633347,0.079295,0.278426,0.446064,0.707219,0.822644,0.010000,0.127498,128.805785
12,2.416786,1.626025,2.431706,1.615093,0.077921,0.253644,0.444606,0.714008,0.837188,0.010000,0.127583,128.675865
13,2.391991,1.611694,2.408856,1.601232,0.077238,0.285714,0.438776,0.727366,0.833004,0.010000,0.127477,128.713076
14,2.360720,1.584910,2.380472,1.571418,0.075800,0.334548,0.422012,0.760499,0.828438,0.010000,0.127585,128.777759
15,2.299474,1.568423,2.253294,1.443195,0.068566,0.418367,0.466472,0.819683,0.838315,0.010000,0.127465,128.745695
16,2.291711,1.702011,2.219524,1.458880,0.071647,0.379009,0.383382,0.813771,0.830849,0.010000,0.127439,128.821232
17,2.362655,2.153826,2.394126,1.606508,0.077754,0.304665,0.432945,0.754355,0.799810,0.010000,0.127444,129.017831
18,2.333116,1.565836,2.330511,1.542624,0.072184,0.308309,0.462828,0.767717,0.858032,0.010000,0.127500,128.842963
19,2.241012,1.524860,2.160501,1.402287,0.068838,0.397230,0.440962,0.798560,0.822468,0.010000,0.127567,128.869878
20,2.463752,2.406341,2.407551,1.621006,0.076063,0.266035,0.439504,0.729523,0.833528,0.010000,0.127644,129.309737
21,2.354224,1.583844,2.380811,1.585851,0.071902,0.268950,0.501458,0.752714,0.872525,0.010000,0.127808,129.042902
22,2.327779,1.579113,2.359375,1.587608,0.074603,0.263848,0.475219,0.739225,0.843747,0.010000,0.127526,128.832800
23,2.303193,1.544570,2.328067,1.579894,0.075195,0.283528,0.467930,0.745472,0.831474,0.010000,0.127464,128.716110
24,2.259712,1.498530,2.282346,1.501829,0.068950,0.327988,0.500729,0.796178,0.870410,0.010000,0.127495,128.931533
25,2.396056,2.478910,2.497325,1.719786,0.091624,0.216472,0.371720,0.631117,0.781149,0.010000,0.127642,129.129617
26,2.387358,1.654717,2.378573,1.609336,0.075169,0.254373,0.438776,0.728597,0.837989,0.010000,0.127633,129.057784
27,2.323442,1.583809,2.363701,1.591336,0.073569,0.257289,0.481050,0.727889,0.865183,0.010000,0.127754,129.008557
28,2.295005,1.538055,2.336482,1.588710,0.073212,0.271137,0.503644,0.742737,0.857484,0.010000,0.127676,129.040237
29,2.260866,1.510466,2.312212,1.543347,0.070020,0.292274,0.513120,0.773979,0.878573,0.010000,0.127373,128.904922
30,2.218169,1.483554,2.238353,1.483950,0.067438,0.344752,0.475219,0.815454,0.869277,0.010000,0.127896,128.826507
31,2.364822,2.380629,2.403410,1.675624,0.083409,0.272595,0.354956,0.699086,0.778353,0.010000,0.127546,128.997591
