epoch,train_loss,train_xent,valid_loss,valid_xent,valid_emd,valid_xent_accuracy,valid_exp_accuracy,valid_xent_qwk,valid_exp_qwk,learning_rate,mb_time,time
1,1.265033,1.324898,1.235481,0.990302,0.086333,0.675014,0.430563,0.241686,0.264489,0.010000,0.503207,448.981652
2,1.226690,1.210635,1.211144,0.936519,0.077908,0.715424,0.542402,0.250870,0.308569,0.010000,0.472246,436.303172
3,1.202356,1.231691,1.193600,0.948182,0.073738,0.736198,0.677291,0.215545,0.322373,0.010000,0.472492,437.054491
4,1.184145,1.174163,1.181454,0.923237,0.073056,0.724530,0.614400,0.342620,0.392447,0.010000,0.472415,437.383161
5,1.172061,1.225028,1.172012,1.211987,0.120471,0.546101,0.321286,0.277272,0.232790,0.010000,0.472696,437.329436
6,1.156234,1.204218,1.161055,1.039876,0.074748,0.740467,0.702049,0.260830,0.343291,0.010000,0.472665,437.454824
7,1.143505,1.104433,1.145564,0.997470,0.072992,0.744735,0.714001,0.253076,0.354191,0.010000,0.472890,438.656426
8,1.134173,1.079620,1.135663,0.902748,0.069682,0.733921,0.680137,0.342166,0.413841,0.010000,0.472863,439.969412
9,1.121250,1.128035,1.132659,0.886146,0.072750,0.708879,0.573990,0.414751,0.443007,0.010000,0.472335,439.558878
10,1.110245,1.010212,1.124267,0.887725,0.069435,0.734206,0.666762,0.401990,0.450051,0.010000,0.472518,439.632091
11,1.099929,1.123258,1.108503,0.878731,0.068549,0.729937,0.651394,0.433052,0.466452,0.010000,0.472725,439.806137
12,1.089866,1.071952,1.092173,0.859912,0.066737,0.737906,0.682413,0.395868,0.463858,0.010000,0.472544,439.917022
13,1.079752,1.027592,1.094700,0.874642,0.068100,0.731076,0.654240,0.383052,0.456347,0.010000,0.472634,439.708677
14,1.068009,1.004317,1.079232,0.888285,0.067046,0.738475,0.694935,0.414511,0.463913,0.010000,0.472803,440.203096
15,1.058406,1.058870,1.073507,0.895894,0.067714,0.747581,0.704895,0.370422,0.436784,0.010000,0.472658,439.651251
16,1.047941,0.993905,1.061663,0.862869,0.069093,0.722254,0.591064,0.462391,0.477723,0.010000,0.472723,439.835643
17,1.038602,1.023614,1.055637,0.855047,0.065678,0.742174,0.673307,0.429753,0.482663,0.010000,0.472558,439.625904
