epoch,train_loss,train_xent,valid_xent,valid_emd,valid_xent_accuracy,valid_exp_accuracy,valid_xent_qwk,valid_exp_qwk,learning_rate,time
1,0.985044,9.217717,3.911493,0.136316,0.327988,0.285714,0.235764,0.246943,0.010000,342.117939
2,0.730661,3.096623,3.297517,0.101831,0.275510,0.299563,0.624685,0.685683,0.010000,337.696215
3,0.629418,2.918462,3.108607,0.093181,0.405977,0.387026,0.635458,0.700273,0.010000,333.041417
4,0.577137,2.803271,3.152719,0.091823,0.421283,0.364431,0.628152,0.715917,0.010000,328.997861
5,0.533511,2.792332,3.027703,0.079988,0.447522,0.432216,0.699620,0.751855,0.010000,330.319924
6,0.506398,2.737396,2.943976,0.067925,0.505831,0.462099,0.771601,0.797930,0.010000,333.097022
7,0.470989,2.719933,2.881580,0.062349,0.525510,0.490525,0.791812,0.831531,0.010000,346.461012
8,0.441853,2.703523,3.486205,0.085187,0.440962,0.405977,0.689717,0.711155,0.010000,328.520473
9,0.424934,2.750476,2.932724,0.064035,0.515306,0.496356,0.801851,0.850309,0.010000,330.863051
10,0.403895,2.709694,2.941051,0.059048,0.533528,0.487609,0.826826,0.846840,0.010000,330.705806
11,0.393675,2.646645,2.997231,0.056045,0.560496,0.565598,0.823468,0.860876,0.010000,328.799860
12,0.370662,2.668141,3.052799,0.061422,0.513848,0.495627,0.815882,0.832068,0.010000,347.897099
13,0.360678,2.630038,3.223524,0.057441,0.553207,0.550292,0.839037,0.859889,0.010000,330.246363
14,0.349080,2.646209,2.935763,0.054818,0.534985,0.550292,0.841257,0.872206,0.010000,329.127731
15,0.337200,2.628393,2.850249,0.053011,0.564869,0.556122,0.848939,0.873767,0.010000,330.070191
16,0.327512,2.641204,2.938699,0.055433,0.596210,0.577259,0.826902,0.853478,0.010000,333.017605
17,0.321913,2.702894,3.057341,0.055196,0.548834,0.545918,0.851078,0.876328,0.010000,348.895141
18,0.309504,2.620027,2.917801,0.048878,0.604956,0.605685,0.860816,0.884767,0.010000,433.158028
19,0.297827,2.572154,3.091158,0.070189,0.518950,0.501458,0.761091,0.797273,0.010000,328.122878
20,0.289698,2.569498,3.102510,0.059289,0.528426,0.551749,0.835364,0.875650,0.010000,333.120911
21,0.282164,2.617524,2.954485,0.050072,0.601312,0.627551,0.865827,0.895117,0.010000,333.413625
22,0.277964,2.591843,3.004678,0.050970,0.576531,0.585277,0.860267,0.889382,0.010000,329.760502
23,0.271815,2.598944,2.875344,0.049996,0.605685,0.609329,0.847874,0.874366,0.010000,330.594664
24,0.265030,2.523376,3.471338,0.061927,0.532070,0.531341,0.862180,0.878177,0.010000,330.317182
25,0.254508,2.539988,2.905941,0.045153,0.602041,0.615889,0.885352,0.905976,0.010000,330.202369
26,0.252648,2.564845,3.344973,0.076167,0.473761,0.473032,0.740123,0.765470,0.010000,338.187436
27,0.249176,2.562752,3.095877,0.049275,0.599854,0.591837,0.867927,0.885654,0.010000,331.322602
28,0.242223,2.552807,3.270360,0.061181,0.556851,0.532799,0.847136,0.879798,0.010000,330.184687
29,0.236859,2.500759,2.785725,0.041406,0.642857,0.673469,0.901563,0.921190,0.010000,331.655097
30,0.228399,2.502614,2.963103,0.041920,0.637755,0.648688,0.893340,0.911134,0.010000,330.225658
31,0.221767,2.533960,3.000474,0.042690,0.633382,0.636297,0.896020,0.908440,0.010000,334.616098
32,0.217953,2.534879,2.986652,0.048384,0.600583,0.610058,0.877533,0.907806,0.010000,331.446692
33,0.220947,2.589872,3.026139,0.043951,0.635569,0.648688,0.873732,0.896597,0.010000,331.051565
34,0.214533,2.516813,2.961649,0.046042,0.597668,0.637026,0.886933,0.908944,0.010000,335.534666
35,0.210106,2.542129,3.120145,0.046060,0.604227,0.626822,0.883729,0.906509,0.010000,331.067968
36,0.204917,2.547858,3.052229,0.052965,0.599125,0.601312,0.854871,0.872358,0.010000,329.962301
37,0.200434,2.539838,2.993907,0.043224,0.625364,0.651603,0.902840,0.920480,0.010000,331.667488
38,0.198633,2.497438,3.157201,0.041230,0.649417,0.675656,0.901581,0.917822,0.010000,329.645075
39,0.199057,2.561415,2.969199,0.043725,0.631195,0.629738,0.895421,0.915759,0.010000,329.886479
40,0.191513,2.488828,3.074865,0.055270,0.579446,0.608601,0.850392,0.881352,0.010000,336.423913
41,0.187806,2.509787,3.086905,0.042204,0.623907,0.656706,0.903876,0.918404,0.010000,331.109070
42,0.179922,2.505203,2.940949,0.038389,0.662536,0.693878,0.904721,0.923905,0.010000,331.447210
43,0.177582,2.467368,2.927931,0.043688,0.631195,0.656706,0.890380,0.913535,0.010000,329.549666
44,0.177737,2.501508,3.011024,0.039483,0.650146,0.694606,0.901436,0.923879,0.010000,331.651448
45,0.175224,2.541281,3.096864,0.041961,0.657434,0.674198,0.891701,0.908921,0.010000,332.298630
