epoch,train_loss,train_loss_best,valid_loss,valid_loss_best,valid_accuracy,valid_kappa,dur
33.000000,0.431743,1.000000,0.494653,0.000000,0.766769,0.664531,742.072024
34.000000,0.438240,0.000000,0.496115,0.000000,0.763756,0.663403,737.751806
35.000000,0.438247,0.000000,0.478644,0.000000,0.765876,0.674021,744.253013
36.000000,0.433055,0.000000,0.478054,0.000000,0.759208,0.667959,738.206317
37.000000,0.436909,0.000000,0.477659,0.000000,0.767913,0.650627,735.017315
38.000000,0.430421,1.000000,0.471022,0.000000,0.771735,0.667291,743.738339
39.000000,0.428029,1.000000,0.476850,0.000000,0.769001,0.665031,741.102348
40.000000,0.428844,0.000000,0.497208,0.000000,0.758426,0.665684,745.965046
41.000000,0.426719,1.000000,0.476595,0.000000,0.774777,0.659418,741.940482
42.000000,0.425845,1.000000,0.479487,0.000000,0.770564,0.672351,744.542916
43.000000,0.421642,1.000000,0.489947,0.000000,0.771317,0.665650,746.381119
44.000000,0.426388,0.000000,0.528346,0.000000,0.753571,0.656270,739.355644
45.000000,0.412092,1.000000,0.462937,1.000000,0.777790,0.667587,740.473663
46.000000,0.417240,0.000000,0.499557,0.000000,0.770033,0.647194,741.915666
47.000000,0.413712,0.000000,0.483185,0.000000,0.769866,0.679577,740.764511
48.000000,0.415147,0.000000,0.521955,0.000000,0.756975,0.673943,739.440442
49.000000,0.418728,0.000000,0.482127,0.000000,0.774581,0.674622,733.584010
50.000000,0.412396,0.000000,0.479110,0.000000,0.769001,0.658248,732.094437
51.000000,0.416811,0.000000,0.464470,0.000000,0.774777,0.670149,734.354363
52.000000,0.408394,1.000000,0.499197,0.000000,0.774107,0.665698,732.301119
53.000000,0.412691,0.000000,0.498306,0.000000,0.756306,0.671391,733.258271
54.000000,0.411036,0.000000,0.509293,0.000000,0.755050,0.654744,738.542314
55.000000,0.412355,0.000000,0.493041,0.000000,0.766853,0.667918,732.197674
56.000000,0.408623,0.000000,0.475922,0.000000,0.770257,0.674506,730.161717
57.000000,0.403114,1.000000,0.446473,1.000000,0.776507,0.689451,732.052904
58.000000,0.408803,0.000000,0.488893,0.000000,0.761300,0.672726,732.243314
59.000000,0.396678,1.000000,0.492137,0.000000,0.765988,0.659279,727.404565
60.000000,0.401208,0.000000,0.464708,0.000000,0.771317,0.674977,732.671430
61.000000,0.400598,0.000000,0.461752,0.000000,0.773019,0.667683,733.738752
62.000000,0.400101,0.000000,0.458224,0.000000,0.774107,0.667750,734.218964
63.000000,0.406729,0.000000,0.467061,0.000000,0.776339,0.668306,736.207301
64.000000,0.406013,0.000000,0.454018,0.000000,0.777316,0.680780,734.050513
65.000000,0.403026,0.000000,0.486463,0.000000,0.749358,0.679324,737.030721
66.000000,0.397642,0.000000,0.476110,0.000000,0.773605,0.681354,729.672045
67.000000,0.403793,0.000000,0.454510,0.000000,0.782310,0.672063,736.473469
68.000000,0.393622,1.000000,0.455624,0.000000,0.775446,0.677833,733.350058
69.000000,0.394752,0.000000,0.485496,0.000000,0.772266,0.670247,728.251332
70.000000,0.399960,0.000000,0.444604,1.000000,0.777288,0.698399,735.132193
71.000000,0.394912,0.000000,0.473119,0.000000,0.781250,0.674166,733.422311
72.000000,0.389495,1.000000,0.471139,0.000000,0.780357,0.664415,726.957104
73.000000,0.392773,0.000000,0.449562,0.000000,0.780357,0.680312,728.942687
74.000000,0.397470,0.000000,0.459738,0.000000,0.773103,0.680768,731.722254
75.000000,0.396409,0.000000,0.477621,0.000000,0.767773,0.672910,729.428165
76.000000,0.391965,0.000000,0.468680,0.000000,0.772042,0.681113,727.877943
77.000000,0.395737,0.000000,0.485181,0.000000,0.777930,0.666243,723.179131
78.000000,0.384934,1.000000,0.459744,0.000000,0.766183,0.680784,726.179212
79.000000,0.391178,0.000000,0.464035,0.000000,0.768025,0.678407,726.802571
80.000000,0.381534,1.000000,0.472117,0.000000,0.775084,0.680617,728.799777
81.000000,0.384620,0.000000,0.454746,0.000000,0.781920,0.675660,726.407484
82.000000,0.391101,0.000000,0.497066,0.000000,0.778516,0.660640,730.132901
83.000000,0.379700,1.000000,0.466728,0.000000,0.782422,0.685276,723.853574
84.000000,0.379624,1.000000,0.537570,0.000000,0.770201,0.668016,729.172317
85.000000,0.386638,0.000000,0.471167,0.000000,0.784654,0.675459,726.177520
86.000000,0.376800,1.000000,0.479594,0.000000,0.781222,0.650285,724.704981
87.000000,0.375473,1.000000,0.458125,0.000000,0.777790,0.687958,727.399589
88.000000,0.380648,0.000000,0.494492,0.000000,0.781445,0.679676,726.888225
89.000000,0.373239,1.000000,0.455442,0.000000,0.782813,0.679371,727.959633
90.000000,0.378515,0.000000,0.460305,0.000000,0.786412,0.685566,730.890351
91.000000,0.375096,0.000000,0.444713,0.000000,0.782115,0.681247,724.968804
92.000000,0.372307,1.000000,0.458628,0.000000,0.783594,0.676054,724.062717
93.000000,0.375615,0.000000,0.454219,0.000000,0.780748,0.686179,724.911958
94.000000,0.376387,0.000000,0.442051,1.000000,0.782031,0.702299,727.003159
