epoch,train_loss,train_loss_best,valid_loss,valid_loss_best,valid_accuracy,valid_kappa,dur
1.000000,0.363205,1.000000,0.473852,1.000000,0.773493,0.696303,744.918149
2.000000,0.365933,0.000000,0.441532,1.000000,0.784068,0.693665,737.703632
3.000000,0.368109,0.000000,0.455886,0.000000,0.783482,0.679631,730.776296
4.000000,0.367312,0.000000,0.455358,0.000000,0.782589,0.684606,736.858068
5.000000,0.368495,0.000000,0.448495,0.000000,0.786133,0.699060,731.467936
6.000000,0.361545,1.000000,0.472063,0.000000,0.773717,0.681104,744.443979
7.000000,0.364122,0.000000,0.446895,0.000000,0.783956,0.694195,728.456265
8.000000,0.366054,0.000000,0.452311,0.000000,0.780441,0.689543,727.424965
9.000000,0.364119,0.000000,0.458539,0.000000,0.780050,0.686619,723.151690
10.000000,0.366215,0.000000,0.468657,0.000000,0.779660,0.680847,727.951277
11.000000,0.363922,0.000000,0.456967,0.000000,0.787974,0.681736,723.797754
12.000000,0.352112,1.000000,0.446118,0.000000,0.783677,0.706398,722.946096
13.000000,0.364117,0.000000,0.435754,1.000000,0.787779,0.707173,726.316765
14.000000,0.358349,0.000000,0.462125,0.000000,0.782227,0.688419,727.097125
15.000000,0.361647,0.000000,0.460901,0.000000,0.782478,0.691512,722.614027
16.000000,0.355331,0.000000,0.472750,0.000000,0.771456,0.679295,721.640298
17.000000,0.353832,0.000000,0.488658,0.000000,0.775446,0.687895,721.674515
18.000000,0.352907,0.000000,0.449583,0.000000,0.787584,0.688926,725.194692
19.000000,0.358109,0.000000,0.463101,0.000000,0.778795,0.684290,724.735949
20.000000,0.346982,1.000000,0.439106,0.000000,0.786021,0.697542,722.961181
21.000000,0.351399,0.000000,0.456676,0.000000,0.785240,0.692844,721.188227
22.000000,0.348901,0.000000,0.442697,0.000000,0.787026,0.700968,728.878069
23.000000,0.354118,0.000000,0.450724,0.000000,0.787584,0.681928,729.274242
24.000000,0.347710,0.000000,0.473967,0.000000,0.776618,0.686402,722.316520
25.000000,0.353812,0.000000,0.458587,0.000000,0.777427,0.694977,727.420036
26.000000,0.351756,0.000000,0.445605,0.000000,0.778990,0.702957,724.694792
27.000000,0.344874,1.000000,0.492481,0.000000,0.774498,0.671108,722.324106
28.000000,0.349420,0.000000,0.470803,0.000000,0.779576,0.682171,729.611336
29.000000,0.345050,0.000000,0.522461,0.000000,0.772824,0.676943,728.692501
30.000000,0.345243,0.000000,0.458000,0.000000,0.783984,0.683446,729.663770
31.000000,0.345227,0.000000,0.483983,0.000000,0.783398,0.680997,730.066848
32.000000,0.350071,0.000000,0.459839,0.000000,0.778795,0.693081,724.315781
33.000000,0.342019,1.000000,0.483412,0.000000,0.779883,0.678560,723.183473
34.000000,0.347739,0.000000,0.435288,1.000000,0.788867,0.689947,722.939169
