epoch,train_loss,train_xent,valid_xent,valid_emd,valid_xent_accuracy,valid_exp_accuracy,valid_xent_qwk,valid_exp_qwk,learning_rate,time
1,1.825688,9.574612,3.722047,0.105794,0.356414,0.311953,0.479187,0.497646,0.010000,339.772964
2,1.570965,3.524507,3.514666,0.085291,0.404519,0.362245,0.692539,0.687033,0.010000,288.713212
3,1.479697,3.479162,3.567487,0.085976,0.390671,0.373178,0.686475,0.717469,0.010000,273.462997
4,1.418546,3.369169,3.633547,0.079942,0.384111,0.419096,0.729214,0.798936,0.010000,278.544599
5,1.372925,3.363783,3.510458,0.065871,0.496356,0.471574,0.792217,0.806031,0.010000,268.068910
6,1.345664,3.366980,3.485440,0.070080,0.500000,0.473032,0.773970,0.791793,0.010000,259.530996
7,1.307002,3.368070,4.043206,0.081332,0.426385,0.395044,0.755089,0.799300,0.010000,254.070551
8,1.284712,3.399824,3.522742,0.063305,0.537901,0.517493,0.804361,0.832324,0.010000,254.063519
9,1.261266,3.367575,3.524596,0.060483,0.521137,0.553936,0.826617,0.859746,0.010000,256.253478
10,1.238753,3.354720,3.461310,0.056805,0.556851,0.556851,0.838414,0.857524,0.010000,253.113499
11,1.219162,3.312091,3.579148,0.056146,0.545190,0.552478,0.848240,0.872490,0.010000,252.953103
12,1.201498,3.367298,3.570437,0.063405,0.537901,0.545190,0.819107,0.838548,0.010000,252.687440
13,1.186151,3.364409,3.435888,0.052766,0.583819,0.586006,0.855081,0.871548,0.010000,252.789512
14,1.176623,3.389123,3.367055,0.058924,0.559038,0.546647,0.823876,0.839472,0.010000,252.845875
15,1.166766,3.306705,3.667231,0.056295,0.550292,0.545190,0.837711,0.874675,0.010000,252.936320
16,1.145269,3.358240,3.445731,0.060664,0.552478,0.553936,0.819040,0.838317,0.010000,254.435952
17,1.139537,3.360172,3.466167,0.053555,0.564869,0.564869,0.862112,0.874513,0.010000,262.098518
18,1.130635,3.256976,3.822626,0.062986,0.508746,0.489796,0.818359,0.860678,0.010000,259.747839
19,1.116655,3.284644,3.533934,0.054999,0.543732,0.545190,0.850360,0.863026,0.010000,253.864550
20,1.107849,3.338895,3.607197,0.053871,0.563411,0.559038,0.863075,0.875330,0.010000,254.861975
21,1.092980,3.271031,3.248795,0.050054,0.597668,0.601312,0.858384,0.878041,0.010000,255.626175
22,1.088870,3.220325,3.631995,0.055866,0.534985,0.550292,0.848821,0.871087,0.010000,257.368578
23,1.080411,3.299532,3.358534,0.056508,0.547376,0.569971,0.850407,0.873728,0.010000,254.659266
24,1.069202,3.241637,3.327182,0.050806,0.557580,0.605685,0.869158,0.891418,0.010000,253.967089
25,1.061366,3.228065,3.319730,0.053363,0.596939,0.612245,0.850871,0.871365,0.010000,255.101623
26,1.053906,3.227252,3.630808,0.050247,0.580175,0.600583,0.879422,0.896075,0.010000,253.919287
27,1.047225,3.265217,3.658505,0.049047,0.612245,0.620991,0.876149,0.889052,0.010000,253.133123
28,1.038770,3.254352,3.792008,0.053561,0.554665,0.567055,0.873450,0.889249,0.010000,253.043394
29,1.024936,3.253897,3.598258,0.048514,0.604227,0.612974,0.882076,0.897764,0.010000,253.046983
30,1.020151,3.208089,3.584998,0.049269,0.607872,0.618076,0.883733,0.893516,0.010000,252.764509
31,1.016704,3.219113,3.881631,0.055355,0.577259,0.573615,0.870057,0.876965,0.010000,252.565484
32,1.006443,3.254258,3.594212,0.049192,0.586735,0.600583,0.875403,0.903611,0.010000,252.125243
33,1.001913,3.176256,3.588909,0.062710,0.562682,0.558309,0.812704,0.824807,0.010000,252.026378
34,0.994704,3.263887,3.750868,0.051039,0.598397,0.598397,0.865287,0.878196,0.010000,257.202632
35,0.991996,3.220600,3.298008,0.045252,0.614431,0.631195,0.891189,0.908027,0.010000,263.625376
36,0.981096,3.181929,3.300096,0.042530,0.634840,0.650875,0.902190,0.918209,0.010000,263.066894
37,0.977697,3.176194,3.503285,0.044022,0.628280,0.642128,0.902292,0.911310,0.010000,263.720396
38,0.967158,3.200131,3.341825,0.052764,0.580175,0.594752,0.860874,0.879537,0.010000,264.264175
