epoch,train_loss,avg_valid_loss,valid_accuracy,time
1,2.268430,1.972770,0.326200,5085.914055
2,1.540095,1.544021,0.477600,4961.781983
3,1.141688,1.366370,0.580200,4786.243987
4,0.867612,1.121583,0.620200,4547.307518
5,0.712780,0.952086,0.703000,4486.359429
6,0.613579,0.830989,0.722600,4718.901421
7,0.539983,0.679296,0.783400,4770.177305
8,0.478124,0.648738,0.796600,4619.995591
9,0.428449,0.565395,0.815400,4647.933636
10,0.389192,0.634419,0.808600,4690.799681
11,0.355145,0.804550,0.765800,4640.074861
12,0.322279,0.516557,0.844600,4356.680832
13,0.297034,0.449115,0.867800,4347.819481
