epoch,train_loss,train_xent,valid_loss,valid_xent,valid_emd,valid_xent_accuracy,valid_exp_accuracy,valid_xent_qwk,valid_exp_qwk,learning_rate,mb_time,time
1,6.613000,35.242443,3.856154,10.224822,0.248215,0.102770,0.098397,-0.065171,-0.072592,0.010000,0.185043,158.878140
2,3.706125,5.000240,3.538597,2.481616,0.140753,0.138484,0.137026,0.144656,0.154296,0.010000,0.132981,152.355965
3,3.443507,2.541598,3.339592,2.703999,0.138722,0.137755,0.158892,0.196095,0.192031,0.010000,0.133046,152.514476
4,3.233954,2.729852,3.116292,2.090544,0.121229,0.217930,0.204810,0.377256,0.383047,0.010000,0.133618,152.499389
5,2.899677,2.273866,2.733940,1.908563,0.103172,0.310496,0.290087,0.584713,0.576497,0.010000,0.133025,152.748974
6,2.625966,1.896773,2.604542,2.066668,0.100896,0.353499,0.343294,0.630528,0.626191,0.010000,0.133122,152.793890
7,2.513432,1.767997,2.486540,1.682551,0.090493,0.333819,0.330904,0.718715,0.700743,0.010000,0.133110,152.804838
8,2.436407,1.701363,2.407874,1.655735,0.085950,0.368805,0.387026,0.705034,0.711583,0.010000,0.133092,152.773473
9,2.387878,1.651217,2.400921,1.603404,0.082957,0.359329,0.380466,0.720510,0.730620,0.010000,0.133087,152.770907
10,2.309005,1.530785,2.368292,1.633485,0.084848,0.330175,0.349854,0.700673,0.724862,0.010000,0.133157,152.784380
11,2.290470,nan,2.369187,1.655034,0.087908,0.295190,0.333090,0.681037,0.715172,0.010000,0.133218,152.779826
12,2.276959,1.555455,2.328560,1.596763,0.077162,0.374636,0.411079,0.772421,0.778479,0.010000,0.133190,152.798509
13,2.235832,1.471010,2.258497,1.480994,0.072239,0.402332,0.416181,0.818907,0.821611,0.010000,0.133196,152.792375
14,2.214318,1.490841,2.267543,1.480902,0.070867,0.433673,0.434402,0.814654,0.809968,0.010000,0.133600,152.835661
15,2.190753,1.403720,2.226876,1.449698,0.068341,0.434402,0.470845,0.828318,0.829097,0.010000,0.133331,154.005595
16,2.174955,1.415263,2.202694,1.473972,0.071749,0.423469,0.435860,0.813366,0.825813,0.010000,0.133561,154.078958
17,2.163433,nan,2.213140,1.429713,0.066715,0.456268,0.475219,0.831831,0.838395,0.010000,0.133350,153.568493
18,2.149326,1.487666,2.189341,1.386914,0.065434,0.456268,0.478863,0.841713,0.847170,0.010000,0.133371,153.688876
19,2.127038,1.409115,2.192126,1.395623,0.065317,0.472303,0.482507,0.839752,0.845131,0.010000,0.133340,154.134245
20,2.115265,1.432632,2.221073,1.502494,0.070090,0.439504,0.464286,0.816540,0.826142,0.010000,0.133575,154.367105
21,2.101713,1.356229,2.180413,1.388047,0.064314,0.427114,0.465743,0.843144,0.847200,0.010000,0.133429,153.970260
22,2.092622,1.383554,2.161747,1.390496,0.064095,0.478134,0.486152,0.845811,0.850952,0.010000,0.133302,153.716414
23,2.075238,1.317876,2.138766,1.416539,0.064249,0.474490,0.509475,0.841134,0.842758,0.010000,0.133611,154.075823
24,2.067509,1.342344,2.157771,1.398692,0.064678,0.447522,0.491254,0.830780,0.845458,0.010000,0.133554,153.907690
25,2.052244,1.326608,2.128376,1.376117,0.064383,0.449708,0.486880,0.829027,0.835915,0.010000,0.133651,154.547121
26,2.045728,1.343251,2.129725,1.358280,0.061690,0.460641,0.503644,0.852885,0.862741,0.010000,0.133678,153.682669
27,2.030282,1.341742,2.124596,1.349450,0.060915,0.513848,0.536443,0.865976,0.867802,0.010000,0.133182,153.733616
28,2.018825,1.309367,2.116338,1.332075,0.059709,0.508017,0.521866,0.863602,0.864867,0.010000,0.133465,154.674169
29,2.013086,1.312106,2.124120,1.349575,0.062171,0.412536,0.477405,0.845502,0.858510,0.010000,0.133256,153.748370
30,2.002832,1.278158,2.105484,1.356089,0.062117,0.486152,0.511662,0.855363,0.863789,0.010000,0.133333,153.453877
31,1.996658,1.262816,2.095537,1.361518,0.061790,0.477405,0.524781,0.857662,0.877577,0.010000,0.133227,153.936018
32,1.989803,1.264752,2.084844,1.330373,0.059467,0.493440,0.540816,0.875588,0.880877,0.010000,0.133253,154.080033
33,1.975215,1.258451,2.088606,1.329333,0.059000,0.510204,0.540087,0.865214,0.870368,0.010000,0.133158,153.990215
34,1.964592,1.265582,2.088034,1.342567,0.059281,0.504373,0.528426,0.866213,0.880181,0.010000,0.133215,153.973504
35,1.964655,1.275914,2.084310,1.340236,0.060214,0.479592,0.514577,0.850616,0.857591,0.010000,0.133246,153.884544
36,1.958557,1.252227,2.058861,1.329780,0.059135,0.486152,0.534985,0.872279,0.890783,0.010000,0.133264,153.847097
37,1.944411,1.247282,2.075625,1.319088,0.058456,0.519679,0.534985,0.864968,0.872759,0.010000,0.133352,153.735704
38,1.937798,1.227174,2.042786,1.300747,0.055685,0.502915,0.573615,0.883982,0.896969,0.010000,0.133259,153.632701
39,1.930740,1.208758,2.058810,1.325799,0.059702,0.492711,0.550292,0.863951,0.886454,0.010000,0.133230,153.560547
40,1.924886,1.207465,2.045486,1.363989,0.060590,0.475219,0.540816,0.863859,0.886792,0.010000,0.133195,153.542090
41,1.915394,1.207018,2.038225,1.292999,0.055609,0.501458,0.564869,0.878398,0.894718,0.010000,0.133642,153.524602
42,1.910881,1.197523,2.054240,1.307931,0.057092,0.540816,0.554665,0.882384,0.885781,0.010000,0.133201,153.453458
43,1.902187,1.186740,2.051635,1.315725,0.057291,0.506560,0.572157,0.870008,0.883243,0.010000,0.133191,153.400006
44,1.899441,1.196419,2.034746,1.318849,0.056828,0.495627,0.562682,0.881110,0.899811,0.010000,0.133259,153.393899
45,1.890830,1.200283,2.046273,1.307775,0.055728,0.516764,0.564140,0.878637,0.893171,0.010000,0.133278,153.358726
46,1.880576,1.174304,2.003945,1.325648,0.054291,0.521137,0.580904,0.886887,0.899871,0.010000,0.133228,153.322605
47,1.875508,1.168004,2.019104,1.320626,0.055698,0.525510,0.586006,0.885974,0.902803,0.010000,0.133300,153.302188
48,1.875696,1.180140,2.034282,1.338441,0.057880,0.469388,0.551020,0.872703,0.894086,0.010000,0.133279,153.281469
49,1.863677,1.173594,2.032195,1.306567,0.055256,0.508017,0.579446,0.888908,0.906079,0.010000,0.133199,153.271648
50,1.860636,1.170762,2.012587,1.309816,0.056470,0.488338,0.571429,0.867075,0.885938,0.010000,0.133442,153.263345
51,1.854111,1.156847,2.015740,1.295140,0.055200,0.552478,0.586006,0.889016,0.897956,0.010000,0.133285,153.230319
52,1.850753,1.163174,2.005273,1.309876,0.055654,0.545190,0.590379,0.879659,0.890809,0.010000,0.133235,153.241706
53,1.848053,1.167281,2.044715,1.385136,0.063703,0.473032,0.526968,0.849638,0.878177,0.010000,0.133146,153.185302
54,1.841370,1.155030,1.994447,1.301108,0.054039,0.534257,0.604227,0.891976,0.901655,0.010000,0.133216,153.171263
55,1.836047,1.156717,2.013191,1.338222,0.058990,0.523324,0.583090,0.871285,0.891392,0.010000,0.133252,153.150504
56,1.831902,1.145883,1.998385,1.289372,0.054177,0.545190,0.593294,0.894005,0.906242,0.010000,0.133264,153.124366
57,1.822899,1.145121,2.001662,1.335332,0.055038,0.537901,0.590379,0.890379,0.907050,0.010000,0.133125,153.102324
58,1.820206,1.143455,1.996023,1.309067,0.056399,0.525510,0.571429,0.881239,0.897737,0.010000,0.133234,153.120180
59,1.813875,1.158875,1.985160,1.317327,0.054456,0.564140,0.613703,0.890859,0.907621,0.010000,0.133145,153.107233
60,1.811995,1.147446,1.987183,1.288131,0.053206,0.534985,0.607872,0.893697,0.903367,0.010000,0.133410,153.121188
61,1.806262,1.140603,1.970824,1.284481,0.052918,0.548105,0.615160,0.896309,0.914500,0.010000,0.138273,236.626253
62,1.801511,1.136614,1.991610,1.302863,0.054120,0.539359,0.621720,0.887369,0.904301,0.010000,0.133822,164.425671
63,1.793388,1.127078,2.011231,1.350246,0.057495,0.490525,0.577988,0.875883,0.901794,0.010000,0.133198,153.107491
64,1.791767,1.131975,1.960762,1.308425,0.056424,0.505102,0.589650,0.865433,0.884706,0.010000,0.133266,153.057287
65,1.785433,1.126767,1.974182,1.287985,0.054050,0.539359,0.599125,0.893698,0.908418,0.010000,0.133240,153.024040
66,1.781153,1.120683,1.977275,1.297969,0.054633,0.526239,0.589650,0.878625,0.893755,0.010000,0.133474,153.040246
67,1.779629,1.128812,1.967064,1.272137,0.051929,0.580904,0.642128,0.900156,0.914379,0.010000,0.133249,152.998300
68,1.777841,1.129567,1.970131,1.270473,0.052551,0.581633,0.595481,0.892280,0.897130,0.010000,0.133207,152.979070
69,1.772509,1.122157,1.987137,1.301265,0.055287,0.551020,0.577259,0.890818,0.904497,0.010000,0.133182,152.973940
70,1.772645,1.123756,1.939468,1.265628,0.052692,0.534985,0.617347,0.884832,0.902563,0.010000,0.133330,152.917155
71,1.766471,1.115963,1.991981,1.325977,0.055894,0.551749,0.601312,0.888121,0.903617,0.010000,0.133077,152.885226
72,1.759914,1.115284,1.957284,1.293544,0.053776,0.565598,0.607143,0.898723,0.905327,0.010000,0.133417,152.906069
73,1.756276,1.117090,1.921326,1.268680,0.052296,0.576531,0.605685,0.906017,0.912370,0.010000,0.133254,152.870502
74,1.750437,1.109070,1.956090,1.309710,0.055210,0.580175,0.624636,0.887652,0.905323,0.010000,0.133736,152.924591
75,1.744449,1.106069,1.963833,1.309283,0.053824,0.583090,0.637026,0.890741,0.904925,0.010000,0.133137,152.900015
76,1.740574,1.103220,1.903230,1.291618,0.054220,0.505831,0.588921,0.878567,0.895224,0.010000,0.133238,152.886859
77,1.741903,1.121572,1.920606,1.265130,0.051826,0.573615,0.647230,0.898855,0.906024,0.010000,0.133204,152.872142
78,1.740187,1.112028,1.914276,1.250091,0.051088,0.588192,0.659621,0.901323,0.914666,0.010000,0.133108,152.859216
79,1.733526,1.102896,1.924326,1.264575,0.051927,0.591108,0.629738,0.899942,0.911243,0.010000,0.133303,152.879269
80,1.727437,1.099851,1.940928,1.326526,0.055780,0.535714,0.616618,0.888036,0.909122,0.010000,0.133237,152.861182
81,1.726510,1.105696,1.914095,1.275316,0.052226,0.559038,0.623178,0.894661,0.904804,0.010000,0.133077,152.860942
82,1.722321,1.096106,1.913638,1.263799,0.051022,0.577259,0.652332,0.901860,0.917908,0.010000,0.133627,152.934279
83,1.720722,1.100146,1.924120,1.272951,0.051609,0.537172,0.629009,0.894889,0.913985,0.010000,0.133784,152.932672
84,1.718155,1.095499,1.905466,1.251505,0.050935,0.601312,0.658892,0.905752,0.917292,0.010000,0.133378,152.895863
85,1.711810,1.093945,1.899535,1.254233,0.050348,0.568513,0.653061,0.904082,0.922565,0.010000,0.133613,152.922047
86,1.718041,1.102022,1.895228,1.251969,0.051102,0.609329,0.655977,0.904145,0.912955,0.010000,0.133057,152.882315
87,1.710872,1.103821,1.897423,1.289168,0.052519,0.553936,0.614431,0.894905,0.906267,0.010000,0.133185,152.873741
88,1.704967,1.100340,1.913017,1.261570,0.050736,0.537901,0.638484,0.899158,0.914791,0.010000,0.133169,152.860032
89,1.700761,1.093669,1.914002,1.293636,0.053261,0.510933,0.604956,0.881904,0.902745,0.010000,0.133679,152.971091
90,1.695717,1.089376,1.884504,1.255962,0.050290,0.608601,0.658163,0.914796,0.921324,0.010000,0.133275,152.988559
91,1.691536,1.088301,1.882430,1.258237,0.050343,0.596210,0.662536,0.909218,0.919607,0.010000,0.133096,152.892910
92,1.688653,1.085466,1.872767,1.243001,0.049254,0.600583,0.667638,0.915668,0.924520,0.010000,0.133318,152.998930
93,1.688510,1.091845,1.885182,1.261045,0.050305,0.591108,0.659621,0.906294,0.918539,0.010000,0.133236,152.936633
94,1.684054,1.086647,1.883016,1.251792,0.050822,0.597668,0.650146,0.905292,0.913143,0.010000,0.133298,152.916552
95,1.683904,1.090224,1.892814,1.292728,0.050888,0.567055,0.666910,0.906140,0.922273,0.010000,0.133119,152.942622
96,1.678919,1.086695,1.900726,1.276616,0.051439,0.586006,0.651603,0.902184,0.911807,0.010000,0.133244,152.940644
97,1.675275,1.086236,1.898713,1.274724,0.052800,0.553207,0.642857,0.891493,0.904370,0.010000,0.133187,152.900976
98,1.689993,1.116206,1.877097,1.322281,0.053129,0.526239,0.619534,0.887478,0.906762,0.010000,0.133189,152.996555
99,1.675236,1.096278,1.884354,1.263792,0.051598,0.583819,0.640671,0.902538,0.912951,0.010000,0.133239,152.940388
100,1.673814,1.090429,1.879661,1.265368,0.051019,0.601312,0.648688,0.907258,0.917547,0.010000,0.133229,152.935795
