epoch,train_loss,train_xent,valid_loss,valid_xent,valid_emd,valid_xent_accuracy,valid_exp_accuracy,valid_xent_qwk,valid_exp_qwk,learning_rate,mb_time,time
1,2.032910,6.046916,1.710866,2.062614,0.108121,0.290087,0.305394,0.554957,0.577441,0.010000,0.240230,147.763724
2,1.724001,2.551159,1.567009,2.159283,0.098423,0.334548,0.354227,0.653881,0.675079,0.010000,0.202225,137.333420
3,1.602256,2.048944,1.724648,2.515809,0.119208,0.255831,0.270408,0.565083,0.597705,0.010000,0.202285,137.236737
4,1.510045,1.828004,1.492313,1.592876,0.081655,0.338921,0.348397,0.724351,0.739409,0.010000,0.202631,137.583119
5,1.464874,1.694993,1.550552,1.843562,0.088997,0.329446,0.352770,0.706036,0.732485,0.010000,0.202834,137.406329
6,1.426011,1.664075,1.525353,1.989466,0.102429,0.276968,0.299563,0.653720,0.684468,0.010000,0.202484,137.347170
7,1.398465,1.635106,1.457632,1.599456,0.088041,0.314140,0.291545,0.776400,0.773350,0.010000,0.202541,137.624213
8,1.372144,1.513944,1.342176,1.455728,0.067688,0.442420,0.447522,0.827314,0.829237,0.010000,0.202742,137.646629
9,1.342332,1.443775,1.343674,1.378695,0.065364,0.447522,0.437318,0.847485,0.839283,0.010000,0.202376,137.834088
10,1.325369,1.444162,1.342900,1.453239,0.067291,0.408892,0.437318,0.821976,0.834168,0.010000,0.202876,138.226347
11,1.308457,1.395066,1.382821,1.651239,0.071393,0.407434,0.426385,0.815741,0.827983,0.010000,0.202696,138.192598
12,1.287357,1.371656,1.297631,1.410567,0.063423,0.452624,0.465743,0.852862,0.860891,0.010000,0.202726,138.313521
13,1.273572,1.375390,1.265191,1.251823,0.056441,0.516035,0.514577,0.877961,0.875259,0.010000,0.202679,138.161993
14,1.252763,1.356651,1.287388,1.300873,0.059377,0.488338,0.475948,0.868028,0.864425,0.010000,0.202976,138.409369
15,1.240870,1.270957,1.255428,1.256164,0.056825,0.526239,0.502187,0.870177,0.867474,0.010000,0.202663,138.409994
16,1.229749,1.310909,1.249169,1.231097,0.054750,0.545190,0.521866,0.881759,0.879606,0.010000,0.203323,138.493663
17,1.217012,1.266246,1.233205,1.243491,0.054817,0.508017,0.515306,0.875118,0.878653,0.010000,0.202644,138.200866
18,1.199743,1.230422,1.253047,1.261412,0.056469,0.481050,0.503644,0.867470,0.873803,0.010000,0.202890,142.055182
19,1.188157,1.218025,1.226304,1.334614,0.062904,0.437318,0.463557,0.824194,0.837891,0.010000,0.202836,139.626928
20,1.176993,1.199174,1.207693,1.255852,0.055004,0.547376,0.521137,0.882321,0.872493,0.010000,0.202870,138.929197
21,1.171216,1.198494,1.194450,1.181559,0.051602,0.556122,0.551020,0.897783,0.897453,0.010000,0.202581,138.388299
22,1.158492,1.182889,1.189999,1.183216,0.049931,0.570700,0.577259,0.902716,0.903508,0.010000,0.202604,138.411342
23,1.151227,1.170299,1.180675,1.183283,0.050566,0.581633,0.563411,0.899844,0.893673,0.010000,0.202287,138.331102
24,1.139588,1.147038,1.180068,1.185864,0.050251,0.575073,0.557580,0.897714,0.894334,0.010000,0.202456,138.259145
25,1.131342,1.165517,1.171919,1.156444,0.049018,0.564869,0.572886,0.900070,0.899313,0.010000,0.202388,138.244023
26,1.121206,1.118555,1.157727,1.152402,0.047192,0.593294,0.604227,0.909475,0.912675,0.010000,0.202618,138.722828
27,1.116378,1.125154,1.173991,1.180224,0.049865,0.585277,0.569971,0.901184,0.898787,0.010000,0.202835,138.835519
28,1.110416,1.127824,1.161252,1.180869,0.049428,0.564140,0.585277,0.897344,0.899456,0.010000,0.202707,138.603196
29,1.100007,1.142947,1.220711,1.441868,0.063855,0.408892,0.456997,0.849847,0.863960,0.010000,0.202811,138.893583
30,1.090312,1.107532,1.152130,1.176444,0.048177,0.581633,0.596210,0.904048,0.909780,0.010000,0.202427,138.545984
31,1.085083,1.112980,1.175470,1.285637,0.059364,0.490525,0.441691,0.881727,0.863921,0.010000,0.202343,138.479433
32,1.077395,1.079707,1.149070,1.148629,0.047371,0.591837,0.620991,0.905819,0.914529,0.010000,0.202806,138.457790
33,1.071231,1.073309,1.139273,1.151940,0.048373,0.582362,0.599854,0.904534,0.913565,0.010000,0.202510,138.642594
34,1.063965,1.062243,1.159602,1.237568,0.051385,0.518222,0.549563,0.893404,0.898799,0.010000,0.202480,138.523159
35,1.059788,1.073734,1.125565,1.154752,0.047131,0.623178,0.637026,0.910117,0.912530,0.010000,0.202492,138.468962
36,1.052289,1.068011,1.123709,1.160846,0.046903,0.594023,0.612974,0.910875,0.912719,0.010000,0.202583,138.633126
37,1.045476,1.050988,1.112325,1.128588,0.045301,0.634840,0.627551,0.921671,0.919155,0.010000,0.202646,138.816662
38,1.041302,1.066302,1.120906,1.165770,0.047738,0.576531,0.610787,0.904272,0.911228,0.010000,0.202505,138.766013
39,1.034453,1.047595,1.104171,1.129429,0.045371,0.614431,0.623178,0.917927,0.920036,0.010000,0.202607,139.038640
40,1.029479,1.053670,1.097239,1.126156,0.044241,0.638484,0.648688,0.919918,0.923330,0.010000,0.202475,138.941448
41,1.023449,1.058336,1.100505,1.164644,0.048238,0.594023,0.597668,0.911085,0.914323,0.010000,0.202449,138.645598
42,1.015934,1.036876,1.114815,1.180071,0.047611,0.629738,0.603499,0.912413,0.908234,0.010000,0.202550,138.767787
43,1.012067,1.037545,1.087213,1.126815,0.044676,0.644315,0.642128,0.919197,0.919869,0.010000,0.202693,138.845182
44,1.004606,1.022476,1.088422,1.178830,0.046425,0.608601,0.627551,0.912698,0.919420,0.010000,0.202366,138.662459
45,1.001126,1.041716,1.075118,1.117496,0.043988,0.653790,0.666910,0.923209,0.926254,0.010000,0.202707,138.653224
46,0.996892,1.022302,1.085809,1.136168,0.045166,0.636297,0.635569,0.917004,0.919777,0.010000,0.202646,138.792356
47,0.991546,1.022027,1.072252,1.137079,0.044004,0.626093,0.649417,0.922855,0.924419,0.010000,0.202695,138.695346
48,0.988393,1.012303,1.072468,1.124341,0.044603,0.634840,0.657434,0.914782,0.923869,0.010000,0.202469,138.748930
49,0.982430,1.013797,1.070381,1.178073,0.046584,0.596939,0.623178,0.915351,0.921109,0.010000,0.202355,138.766362
50,0.978806,1.005979,1.060947,1.163893,0.045432,0.589650,0.640671,0.916383,0.923622,0.010000,0.202605,138.688457
51,0.970792,0.988067,1.062173,1.136609,0.046460,0.617347,0.620262,0.916808,0.921672,0.010000,0.202581,138.693421
52,0.968564,1.001268,1.060889,1.106303,0.044348,0.654519,0.669096,0.921868,0.925197,0.010000,0.202411,139.332196
53,0.963937,0.996029,1.041671,1.092746,0.042502,0.679300,0.672012,0.930808,0.931453,0.010000,0.202458,138.623723
54,0.959773,1.000837,1.048097,1.116453,0.043354,0.656706,0.660350,0.922877,0.926229,0.010000,0.202487,138.903826
55,0.954470,0.988936,1.057716,1.107160,0.043997,0.607872,0.656706,0.916956,0.923405,0.010000,0.202553,138.698080
56,0.951331,0.990923,1.040824,1.104924,0.043632,0.655248,0.639213,0.927827,0.928773,0.010000,0.202439,138.810370
57,0.947119,0.994315,1.064699,1.165743,0.047761,0.611516,0.626822,0.911565,0.916241,0.010000,0.202386,138.765226
58,0.943800,0.997070,1.033960,1.097718,0.043324,0.647230,0.674198,0.922598,0.929995,0.010000,0.202322,138.993182
59,0.937473,0.985983,1.026908,1.100036,0.042894,0.668367,0.667638,0.927327,0.929646,0.010000,0.202487,138.939984
60,0.936254,0.977595,1.024323,1.148446,0.043286,0.649417,0.692420,0.921158,0.930693,0.010000,0.202304,138.814430
61,0.929097,0.969874,1.033116,1.124534,0.043626,0.639942,0.665452,0.917969,0.924654,0.010000,0.202451,138.993989
62,0.926131,0.972919,1.023940,1.105478,0.043406,0.679300,0.672741,0.924151,0.925580,0.010000,0.202241,139.477747
63,0.924726,0.970349,1.018582,1.107207,0.042735,0.650875,0.678571,0.924445,0.928376,0.010000,0.202234,139.767110
64,0.919327,0.963525,1.017228,1.136946,0.044706,0.642128,0.658163,0.914293,0.916474,0.010000,0.202344,139.423296
65,0.915698,0.963929,1.017266,1.142639,0.042801,0.642857,0.666910,0.931606,0.934297,0.010000,0.202676,140.245793
66,0.911771,0.953150,1.005986,1.088503,0.042254,0.651603,0.690233,0.925380,0.930014,0.010000,0.202315,139.604679
67,0.908410,0.955731,1.015923,1.106324,0.043472,0.657434,0.642857,0.930060,0.927354,0.010000,0.202613,139.682312
68,0.903592,0.956920,0.998109,1.094809,0.042011,0.670554,0.685860,0.927114,0.930440,0.010000,0.202352,140.103294
69,0.901695,0.962646,0.997212,1.102086,0.042292,0.672012,0.689504,0.929618,0.930394,0.010000,0.202508,139.585343
70,0.897456,0.960198,0.995827,1.086066,0.041839,0.665452,0.700437,0.929251,0.936640,0.010000,0.202479,139.526163
71,0.893685,0.947391,0.994191,1.105436,0.041631,0.701166,0.701166,0.934877,0.937475,0.010000,0.202653,139.940147
72,0.891143,0.954387,0.988087,1.122903,0.041584,0.661079,0.691691,0.932644,0.936943,0.010000,0.202391,139.890727
73,0.885939,0.946664,0.986972,1.094660,0.042666,0.677843,0.687318,0.926932,0.932611,0.010000,0.202329,139.688271
74,0.883748,0.941709,0.979646,1.091828,0.040997,0.674927,0.700437,0.934773,0.938276,0.010000,0.202301,139.763131
75,0.881198,0.950236,0.989136,1.101617,0.042774,0.680758,0.682216,0.929021,0.931419,0.010000,0.202531,139.708781
76,0.877233,0.946321,0.981749,1.111347,0.043938,0.658892,0.679300,0.917910,0.922751,0.010000,0.202280,139.536173
77,0.871822,0.936262,0.973924,1.095937,0.041678,0.698251,0.696793,0.932338,0.933755,0.010000,0.202316,139.596355
78,0.870858,0.937511,0.970942,1.102445,0.041922,0.660350,0.688776,0.925524,0.929892,0.010000,0.202251,140.326900
79,0.868089,0.939329,0.973213,1.101227,0.042259,0.663265,0.704810,0.926820,0.933370,0.010000,0.202479,139.626447
80,0.864164,0.938548,0.969247,1.114884,0.042979,0.640671,0.682216,0.924979,0.934629,0.010000,0.202581,139.893433
81,0.860916,0.940950,0.963190,1.100619,0.042205,0.685860,0.692420,0.934051,0.934077,0.010000,0.202682,139.641707
82,0.859119,0.940417,0.964424,1.091518,0.041538,0.680029,0.702624,0.932746,0.937096,0.010000,0.202528,139.360823
83,0.856355,0.934264,0.955510,1.092029,0.040848,0.690233,0.698251,0.937885,0.937657,0.010000,0.202513,139.950376
