1,1.245253,1.310723,0.837884,0.750220,0.772781,2252.598903
2,1.199406,1.218721,0.848692,0.771910,0.798768,2227.795647
3,1.191272,1.240482,0.842435,0.764822,0.790586,2338.763696
4,1.181863,1.213116,0.840159,0.768124,0.797795,2485.726161
5,1.169744,1.273791,0.831058,0.775879,0.804609,2552.555681
6,1.172118,1.226197,0.850967,0.780287,0.790110,2489.056328
7,1.175654,1.196967,0.843572,0.734373,0.772984,2466.676893
8,1.154822,1.194661,0.856086,0.791797,0.799105,2397.308082
9,1.156581,1.209710,0.847554,0.796236,0.809123,2235.328080
10,1.166799,1.238001,0.839022,0.754290,0.776249,2420.353953
11,1.153199,1.236478,0.841297,0.767227,0.800177,2400.086007
12,1.146933,1.205935,0.841297,0.755485,0.770417,2349.431003
13,1.149487,1.293545,0.845848,0.791806,0.779902,2403.391900
14,1.133364,1.229481,0.836746,0.754254,0.782828,2376.474496
15,1.136803,1.214638,0.841297,0.780120,0.809783,2694.699795
16,1.128477,1.213465,0.844710,0.784840,0.798831,2515.881498
17,1.122933,1.235297,0.845279,0.778726,0.776076,2358.277913
18,1.135043,1.273165,0.837315,0.724620,0.758276,2369.993436
19,1.123465,1.193083,0.854949,0.801194,0.806794,2417.445837
20,1.114668,1.222042,0.848123,0.772555,0.787653,2360.254350
21,1.117764,1.279441,0.835040,0.722180,0.762034,2408.882957
22,1.114212,1.226422,0.843003,0.730786,0.791720,2329.310352
23,1.110486,1.211331,0.840728,0.748886,0.788077,2418.989886
24,1.109738,1.248929,0.832765,0.746815,0.778706,2318.403161
25,1.105940,1.247468,0.832765,0.756018,0.778278,2454.920180
26,1.100619,1.213326,0.843572,0.776664,0.791871,2304.323126
27,1.105942,1.670815,0.767349,0.651641,0.674957,2405.512239
28,1.104355,1.190789,0.840159,0.736163,0.771027,2351.944534
29,1.095072,1.203414,0.848123,0.792426,0.793211,2391.954584
30,1.087773,1.227162,0.843003,0.775544,0.804496,2393.012558
31,1.090521,1.236225,0.843572,0.743320,0.774176,2353.100948
32,1.083671,1.186228,0.846985,0.788767,0.794540,2426.949708
33,1.086256,1.180236,0.834471,0.780949,0.810794,2453.233476
34,1.078286,1.194176,0.846985,0.774586,0.793486,2639.225740
35,1.082898,1.184787,0.845279,0.764041,0.794373,2325.131131
36,1.077696,1.160628,0.846985,0.770955,0.802273,2327.623154
37,1.075935,1.223640,0.837315,0.762525,0.802526,2265.213936
38,1.069469,1.199164,0.845848,0.791050,0.813462,2318.333787
39,1.060869,1.254468,0.837315,0.775405,0.780721,2324.165262
40,1.066899,1.209035,0.838453,0.759470,0.791760,2524.419334
41,1.064879,1.371103,0.812287,0.731273,0.762449,2580.672816
42,1.055572,1.294419,0.840728,0.748695,0.755949,2446.687398
43,1.061780,1.194264,0.848692,0.790079,0.816633,2443.329113
44,1.060325,1.237260,0.839022,0.736059,0.749834,2351.544847
45,1.060646,1.221099,0.846416,0.781990,0.789662,2390.734352
46,1.051504,1.165695,0.845279,0.772411,0.796341,2446.824337
47,1.048944,1.206016,0.839022,0.778563,0.806914,2436.176240
48,1.047806,1.199606,0.844141,0.764515,0.787494,2352.598921
49,1.046774,1.194344,0.841866,0.754414,0.773043,2420.402443
50,1.047563,1.280286,0.828214,0.751133,0.769651,2355.247614
51,1.045548,1.153042,0.843572,0.760199,0.793889,2318.578472
52,1.041669,1.192479,0.841866,0.780239,0.802324,2336.592956
53,1.046684,1.177230,0.857224,0.790693,0.800783,2336.585165
54,1.041289,1.162260,0.841866,0.772317,0.800427,2258.143510
55,1.035326,1.171527,0.848123,0.782820,0.808044,2179.595258
56,1.035530,1.207586,0.846416,0.781604,0.801667,2367.852523
57,1.025998,1.168635,0.842435,0.778459,0.815232,2353.076857
58,1.023397,1.261995,0.839590,0.733078,0.748252,2410.602274
59,1.030791,1.187347,0.845848,0.770217,0.788845,2398.231916
60,1.022023,1.177391,0.845848,0.774786,0.793235,2530.284960
61,1.018934,1.203635,0.838453,0.770788,0.785168,2492.685630
62,1.033593,1.163484,0.849829,0.788052,0.802263,2357.802888
63,1.019090,1.249315,0.836177,0.758519,0.775174,2375.378091
64,1.016912,1.211195,0.846416,0.788422,0.792272,2274.576979
65,1.011336,1.178047,0.847554,0.790763,0.797080,2324.312678
66,1.021661,1.205842,0.837315,0.774622,0.793346,2336.057542
67,1.018965,1.160684,0.840728,0.747749,0.781930,2424.613986
68,1.017755,1.138791,0.845279,0.782497,0.811631,2480.872903
69,1.014083,1.195874,0.837315,0.739498,0.769539,2150.260902
70,1.007362,1.305568,0.812856,0.682485,0.737353,2360.830860
