1,1.415450,1.670113,0.836084,0.730160,1736.613934
2,1.382090,1.677786,0.827547,0.745648,1733.068137
3,1.377292,1.656530,0.834092,0.752276,1725.005454
4,1.373482,1.706816,0.824986,0.734624,1751.877067
5,1.372523,1.668634,0.830393,0.758822,1670.719159
6,1.350369,1.675672,0.831531,0.731210,1653.030185
7,1.354116,1.691611,0.837223,0.753359,1751.119547
8,1.344408,1.683286,0.830677,0.761410,1732.714307
9,1.337747,1.696249,0.827832,0.752549,1701.972450
10,1.339109,1.700620,0.832954,0.753385,1633.429680
11,1.328502,1.666548,0.832954,0.755707,1706.278932
12,1.318142,1.712637,0.835231,0.734797,1621.816804
13,1.315640,1.722966,0.831816,0.754270,1648.797895
14,1.305485,1.741356,0.816733,0.745314,1707.307848
15,1.299783,1.714463,0.832669,0.753270,1653.768820
16,1.304954,1.711606,0.830962,0.734668,1724.367192
17,1.294111,1.742483,0.826978,0.751786,1644.922795
18,1.280067,1.811886,0.811042,0.747364,1713.628732
19,1.289038,1.780643,0.831816,0.727959,1986.742077
20,1.277406,1.723397,0.827262,0.756321,1982.482043
21,1.279423,1.736328,0.822709,0.750422,1674.200432
22,1.278994,1.744593,0.824132,0.750594,1610.061709
23,1.272570,1.768216,0.826409,0.747711,1618.062559
24,1.262869,1.790068,0.811611,0.744260,1569.709197
25,1.268371,1.747988,0.823847,0.742232,1562.755783
26,1.252776,1.722308,0.823278,0.750670,1603.142650
27,1.251300,1.776500,0.835800,0.758201,1631.203250
28,1.240959,1.750471,0.825555,0.750315,1625.734073
29,1.237709,1.796855,0.829254,0.740269,1631.076412
30,1.237654,1.813766,0.824986,0.751394,1567.928988
