1,0.460280,0.973256,0.813993,0.720738,0.742352,0.742352,511.985754
2,0.433186,1.104139,0.813993,0.708748,0.713779,0.713779,509.524365
3,0.421402,1.087590,0.811149,0.721901,0.732412,0.732412,508.975640
4,0.421302,1.193658,0.814562,0.703845,0.722737,0.722737,509.634299
5,0.412752,1.210662,0.782708,0.735704,0.738974,0.738974,511.732237
6,0.412829,1.228084,0.807736,0.722246,0.748289,0.748289,510.440522
7,0.406433,1.242894,0.775882,0.733282,0.733284,0.733284,509.861338
8,0.404476,1.330040,0.769625,0.729470,0.732458,0.732458,509.877470
9,0.406952,1.490976,0.751422,0.691539,0.698920,0.698920,511.226981
10,0.410281,1.281027,0.792947,0.749274,0.754396,0.754396,509.759670
11,0.400976,1.308381,0.795791,0.742730,0.746197,0.746197,510.031292
12,0.397084,1.408666,0.785552,0.726749,0.739397,0.739397,509.674818
13,0.393725,1.451120,0.797497,0.717890,0.722170,0.722170,509.171391
14,0.390021,1.369419,0.789534,0.765812,0.770109,0.770109,513.773392
15,0.386043,1.481455,0.773038,0.717054,0.726584,0.726584,506.898422
16,0.394291,1.647576,0.775313,0.685372,0.693135,0.693135,521.742764
17,0.388693,1.516005,0.782708,0.710492,0.721996,0.721996,510.357596
18,0.388465,1.633390,0.763367,0.722128,0.730260,0.730260,511.814834
19,0.386665,1.611570,0.777588,0.703000,0.698554,0.698554,511.232293
20,0.391459,1.569602,0.797497,0.718691,0.724149,0.724149,509.823626
21,0.383852,1.588332,0.786121,0.731429,0.736998,0.736998,507.754587
22,0.382665,1.669159,0.747440,0.721800,0.729722,0.729722,510.788289
23,0.379517,2.409654,0.783276,0.547106,0.550107,0.550107,509.162746
24,0.463422,1.635592,0.781001,0.751021,0.748112,0.748112,507.926936
25,0.406959,1.755851,0.795791,0.707349,0.711215,0.711215,509.060772
26,0.396730,1.686729,0.769056,0.718043,0.721490,0.721490,510.025508
27,0.399681,1.942545,0.703641,0.678906,0.681530,0.681530,508.573133
28,0.383198,1.812297,0.745165,0.704583,0.714426,0.714426,508.006121
29,0.389538,1.726083,0.775882,0.675299,0.675180,0.675180,511.524815
