1,1.110286,1.164637,0.845279,0.784468,0.819564,3222.998904
2,1.114681,1.147243,0.851536,0.796625,0.829863,3327.365460
1,1.092453,1.228568,0.845848,0.770947,0.807212,3068.343847
2,1.099130,1.207850,0.841866,0.758165,0.792496,3105.268578
3,1.098259,1.179784,0.851536,0.796734,0.817341,3090.718208
4,1.094056,1.223253,0.842435,0.783062,0.803941,3003.842798
5,1.084803,1.219633,0.848692,0.792540,0.805128,3095.307806
6,1.087652,1.165999,0.843003,0.773379,0.801100,3117.560356
7,1.093473,1.183790,0.843572,0.770317,0.782498,3132.374820
8,1.085962,1.226647,0.846416,0.803359,0.811988,3097.897137
9,1.086969,1.210596,0.850398,0.789893,0.811321,3107.948967
10,1.085700,1.201644,0.845279,0.770538,0.792415,3080.459898
11,1.083873,1.179214,0.843003,0.731227,0.774250,3102.401247
12,1.079823,1.169982,0.837315,0.756558,0.796882,3084.528171
13,1.079270,1.175378,0.839590,0.787649,0.786087,3119.994220
14,1.084248,1.194853,0.844710,0.759976,0.785654,3132.074080
15,1.071817,1.269388,0.833333,0.769358,0.784972,3147.433875
16,1.074956,1.254487,0.837315,0.752916,0.781048,3096.752387
17,1.071416,1.173271,0.844141,0.772614,0.794748,3068.808880
18,1.074633,1.257741,0.843572,0.733635,0.766947,3072.742751
19,1.073462,1.182837,0.846416,0.773987,0.800165,3073.892831
20,1.059420,1.243285,0.834471,0.752126,0.772943,3119.491171
21,1.065455,1.177781,0.843572,0.749077,0.785556,3136.379535
22,1.051234,1.197131,0.843003,0.744598,0.769713,3023.886230
23,1.058819,1.223557,0.851536,0.789842,0.806965,3130.377503
24,1.055751,1.125400,0.852105,0.809383,0.818823,2959.261693
25,1.061447,1.294291,0.827076,0.728320,0.760130,3044.341740
26,1.054825,1.382163,0.836177,0.751554,0.757381,2940.393308
27,1.044812,1.491055,0.805461,0.709604,0.724148,3114.045554
28,1.055224,1.310479,0.828783,0.702668,0.742376,3113.064586
29,1.043163,1.207245,0.846416,0.776040,0.801731,3098.179501
30,1.040167,1.220705,0.844141,0.743502,0.770339,3182.512652
31,1.045487,1.184466,0.848123,0.777718,0.798144,3614.620814
32,1.037060,1.207499,0.833902,0.746373,0.794640,3604.247724
33,1.043755,1.234946,0.830489,0.714463,0.775571,3494.365293
34,1.036938,1.179676,0.851536,0.780602,0.780620,3575.226352
35,1.031662,1.195742,0.846985,0.784621,0.803852,3628.672316
36,1.029339,1.198891,0.847554,0.768659,0.785117,3486.950904
37,1.021350,1.195395,0.840728,0.765670,0.793701,3591.252332
38,1.028301,1.236343,0.845848,0.779253,0.795261,3542.594023
39,1.023271,1.222004,0.838453,0.752155,0.787880,3549.858136
40,1.027723,1.169592,0.847554,0.780382,0.800503,3617.399801
41,1.020816,1.186188,0.833333,0.751331,0.786811,3554.758819
42,1.016918,1.323815,0.837315,0.729693,0.746973,3498.082488
43,1.024673,1.221859,0.833333,0.783023,0.800245,3471.579475
44,1.018748,1.196119,0.844710,0.760557,0.778370,3487.264606
45,1.018760,1.143699,0.850967,0.778663,0.809434,3357.090734
46,1.010572,1.219145,0.843572,0.739273,0.762696,3371.854589
47,1.016507,1.169990,0.840728,0.782925,0.807046,3373.688464
48,1.010877,1.198026,0.837315,0.731215,0.771472,3372.068574
49,1.014665,1.222144,0.838453,0.773261,0.793553,3486.517447
50,1.008068,1.121009,0.845848,0.785088,0.806026,3428.997958
51,1.006274,1.204890,0.846985,0.766047,0.788358,3437.144730
52,1.000428,1.174452,0.837884,0.766791,0.808794,3434.702844
53,1.005764,1.199941,0.842435,0.759419,0.782925,3469.541706
