1,1.125593,1.321085,0.848123,0.774866,0.770997,2234.549105
2,1.123751,1.237641,0.839590,0.767152,0.807418,2420.460979
3,1.116244,1.246468,0.851536,0.775560,0.789823,2393.004742
4,1.117019,1.295387,0.842435,0.781443,0.804591,2298.490692
5,1.105991,1.244493,0.836746,0.777700,0.793067,2498.420855
6,1.108740,1.241258,0.844710,0.745202,0.774041,2333.693620
7,1.110697,1.233629,0.841297,0.753714,0.778384,2366.506161
8,1.099430,1.251489,0.842435,0.753182,0.797005,2393.161903
9,1.104001,1.267015,0.844710,0.753012,0.767612,2211.231415
10,1.108289,1.281292,0.841866,0.760590,0.768927,2262.943589
11,1.096511,1.220665,0.847554,0.770900,0.788166,2409.441983
12,1.092670,1.210236,0.844710,0.756215,0.782154,2493.532024
13,1.091549,1.393920,0.802617,0.723632,0.751141,2406.677090
14,1.090811,1.238715,0.846416,0.776861,0.782426,2388.407164
15,1.084764,1.221770,0.836746,0.775067,0.810874,2303.009568
16,1.079404,1.254816,0.835609,0.793022,0.805263,2360.553244
17,1.072550,1.226986,0.847554,0.771430,0.790791,2320.213684
18,1.081725,1.296611,0.837315,0.740596,0.765020,2406.569234
19,1.073632,1.377031,0.825939,0.764254,0.765366,2351.145765
20,1.068146,1.290375,0.844141,0.789048,0.786056,2385.348736
21,1.070498,1.237142,0.837884,0.765404,0.802518,2313.182348
22,1.063792,1.242132,0.841866,0.750691,0.772678,2526.763151
23,1.065674,1.226836,0.841297,0.756583,0.780010,2557.987203
24,1.063639,1.239037,0.834471,0.744395,0.789270,2401.040784
25,1.060445,1.274221,0.820250,0.712869,0.752943,2427.339613
26,1.055609,1.270805,0.836177,0.755702,0.785016,2415.167584
27,1.056070,1.477475,0.816268,0.750878,0.748330,2372.848399
28,1.052745,1.243567,0.837884,0.721329,0.741776,2372.809048
29,1.043950,1.240566,0.832196,0.762326,0.791650,2377.432482
30,1.044059,1.214347,0.843572,0.768658,0.783980,2413.793492
31,1.039486,1.206571,0.842435,0.781719,0.815311,2367.852314
32,1.041665,1.228121,0.848692,0.774754,0.783988,2267.862815
33,1.039243,1.261526,0.825370,0.776215,0.792035,2374.744880
34,1.033416,1.249484,0.842435,0.753459,0.777691,2435.858747
35,1.027662,1.265201,0.832196,0.765533,0.786115,2456.817820
36,1.030018,1.207411,0.846985,0.768775,0.793343,2408.170862
37,1.029604,1.207693,0.839590,0.766137,0.793831,2436.823950
38,1.021825,1.267435,0.836177,0.756788,0.786709,2417.228114
39,1.019847,1.266357,0.826507,0.751037,0.781832,2478.586784
40,1.013258,1.254965,0.840159,0.758589,0.782985,2457.857083
41,1.019410,1.378789,0.805461,0.723989,0.749899,2442.067277
42,1.014547,1.328185,0.831627,0.746111,0.761273,2567.014652
43,1.013621,1.261614,0.830489,0.775371,0.800953,2446.123104
44,1.014596,1.294436,0.833902,0.735248,0.751285,2398.798023
45,1.011865,1.221242,0.835040,0.743313,0.776950,2376.043273
46,1.009617,1.254225,0.840728,0.755704,0.781693,2345.060500
47,1.002940,1.252335,0.827076,0.752474,0.787151,2633.204368
48,1.002695,1.223433,0.842435,0.759274,0.786247,2429.348096
49,0.996255,1.217224,0.839022,0.745349,0.773484,2425.727711
50,1.000486,1.224499,0.837315,0.764212,0.787239,2422.404504
51,1.001708,1.205883,0.839590,0.758885,0.768528,2339.600278
52,0.991061,1.197009,0.838453,0.764604,0.800793,2343.899193
53,0.990481,1.296605,0.840728,0.737480,0.765691,2179.409508
54,0.987585,1.235579,0.836746,0.763939,0.790804,2382.463325
55,0.982207,1.234292,0.841866,0.761891,0.771608,2488.550748
56,0.990090,1.264020,0.845279,0.771340,0.797470,2372.158590
57,0.979624,1.295630,0.832765,0.762591,0.782948,2382.267073
58,0.976098,1.305123,0.831627,0.730059,0.757805,2371.998430
59,0.981907,1.185141,0.844141,0.784534,0.796996,2266.927120
60,0.968084,1.244743,0.840159,0.762386,0.791998,2449.411482
61,0.970103,1.296276,0.829920,0.758401,0.787382,2330.076909
62,0.978829,1.196182,0.841297,0.753259,0.793367,2279.088128
63,0.962493,1.300431,0.824232,0.735240,0.755721,2104.157523
64,0.972457,1.266075,0.836177,0.750574,0.779591,2081.265977
65,0.963766,1.241684,0.840159,0.771945,0.786521,2316.243562
66,0.969954,1.237504,0.838453,0.771565,0.791070,2341.862850
67,0.961361,1.263453,0.829352,0.768958,0.794290,2382.240079
68,0.962016,1.248922,0.834471,0.781518,0.786359,2448.845791
69,0.956536,1.371054,0.818544,0.709049,0.739972,2308.391032
70,0.961436,1.318779,0.825370,0.724402,0.746874,2396.219024
71,0.948185,1.274780,0.832765,0.733336,0.777960,2483.490862
72,0.946837,1.257226,0.844141,0.772004,0.778562,2364.291438
73,0.948030,1.248127,0.843003,0.766932,0.784294,2363.603459
74,0.949444,1.219169,0.833333,0.749308,0.800568,2233.905023
75,0.945600,1.232478,0.834471,0.767861,0.795748,2310.383234
76,0.928621,1.265730,0.837315,0.775413,0.772542,2413.187709
77,0.941078,1.343612,0.821388,0.738256,0.755165,2412.342366
78,0.943023,1.223766,0.833902,0.760934,0.784249,2386.355423
79,0.934993,1.261024,0.831627,0.766084,0.801152,2440.115139
80,0.934521,1.311170,0.832765,0.734056,0.760153,2154.579213
81,0.936038,1.269149,0.835040,0.740419,0.766228,2075.573126
82,0.925059,1.362168,0.832765,0.723279,0.734380,2174.612552
83,0.926882,1.230946,0.837315,0.758386,0.784732,2519.235907
84,0.927533,1.294653,0.837884,0.782409,0.795408,2310.860497
