1,1.178280,1.684859,0.705347,0.550526,0.547829,0.547829,602.916899
2,1.163449,1.459511,0.753129,0.544443,0.579035,0.579035,617.634896
3,1.142587,1.499460,0.711035,0.602614,0.619839,0.619839,583.967859
4,1.129815,1.593377,0.573948,0.605530,0.580621,0.580621,617.565393
5,1.123427,1.470404,0.729807,0.623751,0.636390,0.636390,595.999677
6,1.108859,1.472265,0.753697,0.558737,0.600238,0.600238,585.950048
7,1.093136,1.535515,0.697952,0.584199,0.612925,0.612925,589.569757
8,1.088028,1.378307,0.769625,0.606147,0.610226,0.610226,594.762338
9,1.075618,1.501142,0.671786,0.616323,0.625187,0.625187,593.197306
10,1.070646,1.476441,0.761661,0.556119,0.571866,0.571866,584.821530
11,1.054180,1.562150,0.774744,0.497662,0.521952,0.521952,582.117792
12,1.042598,1.416828,0.777019,0.586930,0.613151,0.613151,596.316343
13,1.034309,1.353167,0.771331,0.658352,0.664964,0.664964,587.875746
14,1.029643,1.410051,0.779295,0.529619,0.546399,0.546399,587.783302
15,1.029444,1.425372,0.697952,0.638607,0.623893,0.623893,601.704947
16,1.019316,1.375457,0.774175,0.574269,0.597572,0.597572,603.626990
17,1.007616,1.343431,0.774175,0.652137,0.679131,0.679131,604.327689
18,0.995899,1.334703,0.775882,0.589723,0.640087,0.640087,610.900257
19,0.993475,1.251827,0.799204,0.645255,0.665930,0.665930,600.456066
20,0.980782,1.336984,0.789534,0.665174,0.677564,0.677564,599.988818
21,0.978162,1.336757,0.762799,0.668692,0.664057,0.664057,610.193990
22,0.968203,1.274271,0.782139,0.628313,0.657589,0.657589,603.652751
23,0.962288,1.275457,0.770193,0.670534,0.685552,0.685552,608.279378
24,0.954447,1.366478,0.763936,0.650237,0.665201,0.665201,603.878219
25,0.944248,1.351438,0.726394,0.674161,0.651919,0.651919,612.888169
26,0.945534,1.397496,0.764505,0.574209,0.613886,0.613886,611.960521
27,0.938865,1.505031,0.773038,0.518244,0.551875,0.551875,609.659652
28,0.931480,1.198298,0.799772,0.631929,0.659107,0.659107,606.110129
29,0.925532,1.269338,0.775882,0.594507,0.643402,0.643402,605.064080
30,0.919015,1.358798,0.755404,0.661214,0.666103,0.666103,606.388232
31,0.913526,1.237382,0.777588,0.675773,0.689343,0.689343,610.041729
32,0.903876,1.296097,0.775882,0.676558,0.693108,0.693108,611.121178
33,0.900532,1.219357,0.759954,0.676274,0.695565,0.695565,604.368300
34,0.889020,1.291615,0.736064,0.667773,0.665817,0.665817,605.455312
35,0.882385,1.150252,0.801479,0.641519,0.679543,0.679543,605.144269
36,0.875637,1.157146,0.787827,0.659041,0.678666,0.678666,607.359548
37,0.874736,1.180583,0.775313,0.671179,0.707119,0.707119,601.745066
38,0.866881,1.149207,0.791809,0.690426,0.712663,0.712663,614.140203
39,0.858018,1.179653,0.774744,0.670860,0.694276,0.694276,603.114602
40,0.852371,1.171323,0.791809,0.669876,0.685655,0.685655,603.521687
41,0.852660,1.164798,0.791809,0.647801,0.683249,0.683249,609.706331
42,0.847011,1.225265,0.752560,0.642730,0.638714,0.638714,609.090275
43,0.837582,1.272837,0.790102,0.594615,0.636968,0.636968,610.910303
44,0.831121,1.285455,0.779295,0.533656,0.566018,0.566018,612.378977
45,0.827676,1.141425,0.795791,0.692333,0.705268,0.705268,605.687394
46,0.824626,1.194916,0.783845,0.585466,0.622507,0.622507,609.711450
47,0.820912,1.126281,0.799204,0.667763,0.696649,0.696649,612.363388
48,0.814749,1.158717,0.775313,0.641627,0.657520,0.657520,608.609139
49,0.806983,1.116698,0.795222,0.676003,0.710578,0.710578,608.099584
50,0.800353,1.081333,0.793515,0.709141,0.721026,0.721026,607.891531
51,0.800628,1.064664,0.799204,0.707356,0.724338,0.724338,599.407442
52,0.791046,1.143096,0.797497,0.604968,0.637692,0.637692,605.725008
53,0.791575,1.315247,0.691126,0.610964,0.600446,0.600446,591.679557
54,0.782132,1.137573,0.788965,0.652367,0.687289,0.687289,589.780495
55,0.775505,1.095848,0.789534,0.721039,0.699962,0.699962,603.789551
56,0.778060,1.091028,0.781001,0.656688,0.700727,0.700727,598.684713
57,0.770648,1.096541,0.788396,0.691364,0.703793,0.703793,607.841935
58,0.760091,1.139780,0.755973,0.627200,0.663773,0.663773,604.676097
59,0.757383,1.168271,0.738339,0.700553,0.690840,0.690840,610.496066
60,0.754127,1.061638,0.793515,0.701949,0.719289,0.719289,608.542440
61,0.751692,1.100968,0.792947,0.657018,0.666906,0.666906,601.586615
62,0.747725,1.110547,0.792378,0.619416,0.647162,0.647162,605.497645
63,0.745336,1.123663,0.773038,0.703142,0.681301,0.681301,610.549436
64,0.736174,1.049692,0.801479,0.648282,0.686093,0.686093,601.081395
65,0.736132,1.055516,0.806030,0.657947,0.694622,0.694622,602.582189
66,0.731188,1.239939,0.692833,0.656911,0.625696,0.625696,605.797177
67,0.721500,1.123745,0.778157,0.654385,0.695438,0.695438,604.699152
68,0.720376,1.020629,0.808305,0.648285,0.686266,0.686266,608.596994
69,0.720907,1.027067,0.804323,0.698843,0.721069,0.721069,609.160397
70,0.714361,1.011336,0.804323,0.701700,0.708274,0.708274,601.652292
71,0.708396,0.975943,0.812856,0.671961,0.704274,0.704274,603.509104
72,0.703156,1.157511,0.741183,0.683431,0.685097,0.685097,605.079953
73,0.700299,1.013456,0.799772,0.696657,0.724047,0.724047,604.018204
74,0.703496,1.000632,0.794084,0.687894,0.698532,0.698532,602.968323
75,0.695050,1.014685,0.802617,0.665960,0.681582,0.681582,598.642814
76,0.687966,1.000004,0.793515,0.710213,0.722218,0.722218,598.799824
77,0.690192,1.003556,0.805461,0.719367,0.729685,0.729685,605.172644
78,0.687585,1.023935,0.798066,0.675372,0.678278,0.678278,600.556463
79,0.674683,0.980112,0.804892,0.687892,0.726728,0.726728,605.328427
80,0.675449,0.932639,0.825370,0.708975,0.735106,0.735106,602.274799
81,0.670720,1.037108,0.774175,0.660942,0.697329,0.697329,605.214213
82,0.667234,0.978141,0.797497,0.704928,0.733579,0.733579,596.877992
83,0.664659,1.140188,0.797497,0.597956,0.610790,0.610790,604.617507
84,0.662873,1.173074,0.708191,0.624538,0.600117,0.600117,602.764580
85,0.656234,1.064375,0.798635,0.606061,0.639489,0.639489,607.461193
86,0.655905,0.990751,0.786121,0.690190,0.724300,0.724300,610.618309
