1,0.504625,1.416452,0.714448,0.684205,0.694129,0.694129,562.298387
2,0.488724,1.696852,0.646758,0.671165,0.679561,0.679561,650.803079
3,0.469123,1.583608,0.758817,0.711992,0.721290,0.721290,574.796608
4,0.466780,1.930886,0.718430,0.651692,0.645435,0.645435,524.216304
5,0.460250,2.133907,0.760523,0.666885,0.668139,0.668139,569.627917
6,0.460112,4.831120,0.532423,0.465286,0.466885,0.466885,521.808360
7,0.454176,1.862822,0.771900,0.726810,0.722901,0.722901,520.235363
8,0.450614,2.213954,0.788396,0.676536,0.682474,0.682474,518.998312
9,0.448224,2.965820,0.583618,0.628121,0.633219,0.633219,518.942693
10,0.443864,2.657593,0.660978,0.669093,0.673776,0.673776,519.283725
11,0.449253,2.289111,0.761661,0.711806,0.710922,0.710922,521.899290
12,0.443783,3.502365,0.559727,0.615716,0.614940,0.614940,564.880992
13,0.447207,2.788144,0.759954,0.687241,0.688158,0.688158,521.183235
14,0.444600,2.157660,0.766780,0.715454,0.715933,0.715933,520.336039
15,0.443760,2.124329,0.771900,0.721396,0.724700,0.724700,519.311087
16,0.440378,2.421384,0.755404,0.691150,0.692065,0.692065,517.122322
17,0.434829,2.352001,0.757110,0.708108,0.707758,0.707758,516.736095
18,0.432161,2.574418,0.720137,0.719781,0.717829,0.717829,518.722383
19,0.438276,2.260223,0.771900,0.732891,0.737140,0.737140,518.442551
20,0.427439,2.370747,0.781570,0.719579,0.719678,0.719678,517.637783
21,0.441701,2.592216,0.738339,0.698419,0.699533,0.699533,518.418938
22,0.428456,3.301665,0.630830,0.691713,0.692733,0.692733,519.438856
23,0.427735,2.321203,0.747440,0.715152,0.716017,0.716017,519.195780
24,0.427867,2.585657,0.696246,0.726024,0.726212,0.726212,515.870348
25,0.420294,2.355747,0.723549,0.742236,0.743311,0.743311,517.489333
26,0.423042,2.493317,0.713311,0.747384,0.748158,0.748158,517.488786
27,0.428696,2.249924,0.774744,0.720354,0.726317,0.726317,532.577021
28,0.416481,2.338064,0.763367,0.725358,0.728501,0.728501,523.397756
29,0.416700,3.162881,0.614903,0.678217,0.679879,0.679879,519.930239
30,0.412368,2.893242,0.695108,0.706902,0.705386,0.705386,519.163560
31,0.418290,2.409506,0.730944,0.742792,0.748110,0.748110,519.510812
32,0.422918,2.371975,0.734926,0.742408,0.741822,0.741822,517.880138
33,0.412854,2.428090,0.713311,0.740448,0.735721,0.735721,517.125139
34,0.416258,2.595001,0.694539,0.731939,0.732528,0.732528,517.083010
35,0.404140,2.554969,0.770762,0.660663,0.662048,0.662048,518.380618
36,0.415306,2.358967,0.754266,0.707561,0.706343,0.706343,518.154722
37,0.412740,3.479874,0.624005,0.640328,0.646232,0.646232,518.867387
38,0.406209,2.604807,0.785552,0.710941,0.714065,0.714065,517.583628
39,0.404280,2.944741,0.687713,0.670754,0.673068,0.673068,518.911154
40,0.403938,2.853915,0.770193,0.640810,0.646160,0.646160,517.155428
41,0.394872,2.641865,0.765643,0.720874,0.721867,0.721867,516.442457
42,0.396979,2.518785,0.749147,0.746555,0.747883,0.747883,517.648875
43,0.393531,2.607249,0.751991,0.725324,0.726941,0.726941,515.909046
44,0.390132,2.376473,0.785552,0.722619,0.724325,0.724325,517.889671
45,0.400862,2.632835,0.745734,0.694332,0.699946,0.699946,517.704892
46,0.389084,2.563306,0.715586,0.737016,0.734078,0.734078,516.886036
47,0.402361,2.624734,0.731513,0.712725,0.716284,0.716284,517.677515
48,0.390761,3.087647,0.741183,0.692296,0.693775,0.693775,518.914861
49,0.394023,2.523665,0.730375,0.736134,0.735441,0.735441,517.874942
50,0.389831,2.590628,0.758248,0.688095,0.697491,0.697491,518.370443
1,0.365881,2.331590,0.773038,0.768853,0.769279,0.769279,426.322304
2,0.360523,2.267732,0.750284,0.759415,0.760991,0.760991,425.134243
3,0.348656,2.259694,0.758248,0.751347,0.752645,0.752645,423.269174
4,0.345682,2.122062,0.777588,0.765547,0.765229,0.765229,422.224543
5,0.343886,2.174145,0.770193,0.767710,0.766277,0.766277,422.080897
