epoch,train_loss,avg_valid_loss,valid_accuracy,valid_kappa,time
1,5.722583,0.971763,0.747866,0.000000,1368.313574
2,0.870517,0.883231,0.747866,0.000000,1344.563742
3,0.870601,0.887947,0.747866,0.000000,1313.414046
4,0.869831,0.910252,0.747866,0.000000,1321.688011
5,0.870845,0.906672,0.747866,0.000000,1320.010831
6,0.871372,0.880611,0.747866,0.000000,1393.246157
7,0.871045,0.922629,0.747866,0.000000,1325.595029
8,0.870175,0.887807,0.747866,0.000000,1402.739299
9,0.870999,0.946636,0.747866,0.000000,1323.179639
10,0.870264,0.911272,0.747866,0.000000,1323.156040
11,0.870556,0.977278,0.747866,0.000000,1317.966122
12,0.870620,0.899830,0.747866,0.000000,1324.449333
13,0.872294,0.890826,0.747866,0.000000,1320.108964
14,0.870870,0.931643,0.747866,0.000000,1311.540491
15,0.870896,0.889810,0.747866,0.000000,1323.856556
16,0.870623,0.893049,0.747866,0.000000,1321.595269
17,0.869468,0.885288,0.747866,0.000000,1329.761325
18,0.870539,0.892419,0.747866,0.000000,1316.917943
19,0.869713,0.890285,0.747866,0.000000,1320.747814
20,0.870802,0.879981,0.747866,0.000000,1323.353961
21,0.871500,0.913812,0.747866,0.000000,1329.173634
22,0.869715,0.885597,0.747866,0.000000,1398.560544
23,0.869746,0.891160,0.747866,0.000000,1325.733671
24,0.870511,0.888085,0.747866,0.000000,1328.144151
25,0.871125,0.882852,0.747866,0.000000,1321.383355
26,0.870664,0.866127,0.747866,0.000000,1404.326192
27,0.869504,0.870997,0.747866,0.000000,1327.357701
28,0.870114,0.882590,0.747866,0.000000,1331.830370
29,0.871581,0.877764,0.747866,0.000000,1316.467523
30,0.870381,0.883278,0.747866,0.000000,1318.538245
31,0.871694,0.883137,0.747866,0.000000,1323.787550
32,0.872177,0.878561,0.747866,0.000000,1321.036132
33,0.870112,0.889872,0.747866,0.000000,1318.378182
34,0.870070,0.889815,0.747866,0.000000,1322.927994
35,0.871328,0.885122,0.747866,0.000000,1321.516251
36,0.870460,0.878340,0.747866,0.000000,1323.810773
