epoch,train_loss,avg_valid_loss,valid_accuracy,valid_kappa,time
1,0.903254,0.910237,0.747866,0.000000,1742.463346
2,0.877706,0.859128,0.747866,0.000000,1696.319601
3,0.877107,0.902683,0.747866,0.000000,1694.577589
4,0.876658,0.866704,0.747866,0.000000,1692.497607
5,0.876033,0.858717,0.747866,0.000000,1688.109638
6,0.874562,0.860040,0.747866,0.000000,1690.550903
7,0.874455,0.855459,0.747866,0.000000,1690.636918
8,0.873428,0.861492,0.747866,0.000000,1691.578592
9,0.873932,0.870781,0.747866,0.000000,1687.355510
10,0.873198,0.849853,0.747866,0.000000,1688.550457
11,0.872639,0.847085,0.747866,0.000000,1681.400723
12,0.872837,0.848445,0.747866,0.000000,1688.168681
13,0.873020,0.844638,0.747866,0.000000,1693.261915
14,0.871079,0.866064,0.747866,0.000000,1690.891870
15,0.872101,0.848182,0.747866,0.000000,1699.000405
16,0.871136,0.845412,0.747866,0.000000,1686.574386
17,0.871204,0.850251,0.747866,0.000000,1692.970770
18,0.871306,0.849852,0.747866,0.000000,1694.685466
19,0.870657,0.845750,0.747866,0.000000,1694.182108
20,0.870818,0.847605,0.747866,0.000000,1691.992741
21,0.870706,0.844993,0.747866,0.000000,1693.538620
22,0.870010,0.846775,0.747866,0.000000,1692.069204
1,0.869677,0.844608,0.747866,0.000000,1694.911862
2,0.869753,0.847742,0.747866,0.000000,1696.025222
3,0.869626,0.849154,0.747866,0.000000,1696.889847
4,0.869236,0.847637,0.747866,0.000000,1705.073793
5,0.869590,0.846826,0.747866,0.000000,1707.472864
6,0.868744,0.848331,0.747866,0.000000,1696.914406
7,0.868681,0.851211,0.747866,0.000000,1697.613902
8,0.868099,0.850500,0.747866,0.000000,1694.007753
9,0.869739,0.849297,0.747866,0.000000,1693.577843
10,0.868685,0.849440,0.747866,0.000000,1679.475632
11,0.869188,0.847495,0.747866,0.000000,1683.718905
12,0.868665,0.847584,0.747866,0.000000,1681.659435
13,0.869314,0.846649,0.747866,0.000000,1679.114280
14,0.868123,0.853277,0.747866,0.000000,1683.116623
15,0.868811,0.846987,0.747866,0.000000,1681.236050
16,0.868602,0.846970,0.747866,0.000000,1683.096954
17,0.868916,0.847470,0.747866,0.000000,1685.011183
18,0.869602,0.848094,0.747866,0.000000,1680.190016
19,0.869365,0.846160,0.747866,0.000000,1680.288952
20,0.869293,0.846546,0.747866,0.000000,1675.146091
21,0.868861,0.844439,0.747866,0.000000,1677.366853
22,0.868721,0.846334,0.747866,0.000000,1685.869009
23,0.869446,0.844215,0.747866,0.000000,1682.053408
24,0.870130,0.845403,0.747866,0.000000,1685.831859
25,0.869912,0.844435,0.747866,0.000000,1677.757376
26,0.869476,0.844079,0.747866,0.000000,1677.450820
27,0.869245,0.843966,0.747866,0.000000,1674.191036
28,0.869480,0.844012,0.747866,0.000000,1679.476503
29,0.869812,0.843687,0.747866,0.000000,1675.005714
30,0.869093,0.844135,0.747866,0.000000,1677.072826
31,0.869248,0.844954,0.747866,0.000000,1682.923878
32,0.869441,0.844047,0.747866,0.000000,1675.197739
33,0.869021,0.843873,0.747866,0.000000,1681.255555
34,0.869113,0.843813,0.747866,0.000000,1672.264148
35,0.869166,0.844874,0.747866,0.000000,1677.935139
36,0.868914,0.844140,0.747866,0.000000,1674.411880
37,0.868987,0.844765,0.747866,0.000000,1676.909228
38,0.869225,0.844013,0.747866,0.000000,1679.194869
39,0.869076,0.843657,0.747866,0.000000,1679.619977
40,0.869077,0.844836,0.747866,0.000000,1679.379671
41,0.869048,0.843372,0.747866,0.000000,1679.040862
42,0.868926,0.844521,0.747866,0.000000,1676.341530
43,0.869012,0.843529,0.747866,0.000000,1694.579908
44,0.869048,0.843523,0.747866,0.000000,1682.284190
45,0.868966,0.844735,0.747866,0.000000,1682.167233
46,0.868904,0.844574,0.747866,0.000000,1687.212813
47,0.869247,0.843647,0.747866,0.000000,1683.084174
48,0.869241,0.843453,0.747866,0.000000,1679.763809
49,0.869133,0.843886,0.747866,0.000000,1683.396072
50,0.869166,0.844759,0.747866,0.000000,1674.437497
51,0.869215,0.843435,0.747866,0.000000,1678.988446
52,0.869174,0.844370,0.747866,0.000000,1681.009730
53,0.868839,0.843313,0.747866,0.000000,1682.522401
54,0.869265,0.843611,0.747866,0.000000,1679.754890
55,0.868959,0.843567,0.747866,0.000000,1681.824938
56,0.869087,0.844114,0.747866,0.000000,1676.533999
57,0.869279,0.843532,0.747866,0.000000,1683.564532
58,0.869162,0.843779,0.747866,0.000000,1678.074655
59,0.869291,0.843839,0.747866,0.000000,1681.937683
60,0.869107,0.844763,0.747866,0.000000,1679.685454
61,0.869216,0.843666,0.747866,0.000000,1679.087059
62,0.869202,0.843419,0.747866,0.000000,1679.837344
63,0.869124,0.843900,0.747866,0.000000,1681.828104
64,0.869205,0.843744,0.747866,0.000000,1684.684195
65,0.869081,0.843317,0.747866,0.000000,1680.315269
66,0.869192,0.844092,0.747866,0.000000,1680.392762
67,0.868798,0.845552,0.747866,0.000000,1687.021441
68,0.869284,0.844956,0.747866,0.000000,1686.804963
69,0.869264,0.843512,0.747866,0.000000,1680.841192
70,0.869013,0.843580,0.747866,0.000000,1683.512221
71,0.869154,0.844133,0.747866,0.000000,1679.695927
72,0.869112,0.843437,0.747866,0.000000,1685.317886
73,0.868922,0.844414,0.747866,0.000000,1678.118423
74,0.869102,0.844250,0.747866,0.000000,1680.246362
75,0.869069,0.843984,0.747866,0.000000,1678.209754
76,0.869135,0.844167,0.747866,0.000000,1682.275999
77,0.869080,0.844007,0.747866,0.000000,1676.951129
78,0.868984,0.843606,0.747866,0.000000,1676.864077
79,0.869278,0.844297,0.747866,0.000000,1679.342265
80,0.869093,0.843580,0.747866,0.000000,1682.795231
