epoch,train_loss,avg_valid_loss,valid_accuracy,valid_kappa,valid_kappa_exp,time
1,1.888984,1.719282,0.715017,0.256323,0.209488,611.244344
2,1.782933,1.733551,0.737770,0.072567,0.206620,601.305103
3,1.728425,1.627201,0.745734,0.166528,0.352393,601.547503
4,1.696333,2.005316,0.740614,0.056204,0.116298,593.331632
5,1.670819,1.683897,0.749716,0.318890,0.404572,597.608160
6,1.648425,1.684334,0.748578,0.187654,0.280574,595.994173
7,1.630316,1.535850,0.754266,0.416129,0.468531,597.740181
8,1.608367,1.520240,0.753129,0.284506,0.424778,599.101751
9,1.594209,1.580862,0.724118,0.491898,0.486265,604.354418
10,1.577864,1.510636,0.755404,0.485947,0.522942,592.274647
11,1.563158,1.997466,0.738908,0.095680,0.129532,601.336988
12,1.546514,2.068466,0.741183,0.098561,0.151994,591.754481
13,1.530381,1.494339,0.759386,0.511922,0.554961,592.178676
14,1.517188,1.473739,0.750853,0.497894,0.509768,597.030180
15,1.502010,1.657963,0.754835,0.265652,0.368507,591.545441
16,1.483744,1.427348,0.759386,0.425402,0.514478,605.904741
17,1.467939,1.383691,0.771331,0.537537,0.605334,596.005464
18,1.453933,1.420941,0.770762,0.599413,0.613861,592.524210
19,1.443370,1.424495,0.783276,0.515129,0.572215,593.527611
20,1.427093,1.648357,0.759386,0.376932,0.413370,592.894893
21,1.421046,1.369949,0.779863,0.531233,0.584076,592.004862
22,1.407282,1.342649,0.781001,0.520345,0.591354,600.623219
23,1.399954,1.358417,0.784414,0.528338,0.567617,589.829845
24,1.386674,1.335353,0.787827,0.586433,0.649442,587.708268
25,1.375469,1.398591,0.734926,0.573946,0.576243,595.618512
26,1.366435,1.315292,0.778726,0.577493,0.640660,627.620681
27,1.358862,1.615675,0.768487,0.392922,0.413920,630.974980
28,1.346523,1.393809,0.788396,0.537824,0.570155,640.924062
29,1.338619,1.353527,0.756542,0.589538,0.560051,631.902331
30,1.328082,1.354058,0.753697,0.572409,0.602119,637.005092
31,1.320525,1.243153,0.802617,0.616340,0.668200,625.701084
32,1.312797,1.238732,0.790102,0.597802,0.664418,637.245788
33,1.301485,1.251248,0.795222,0.580336,0.631538,621.501022
34,1.295177,1.212671,0.807167,0.650219,0.670477,619.155888
35,1.286500,1.235321,0.798066,0.562435,0.611003,627.070847
36,1.277316,1.256577,0.784983,0.609221,0.657807,629.316064
37,1.270359,1.240233,0.782708,0.625001,0.646865,630.792955
38,1.257571,1.224249,0.810011,0.624789,0.644167,639.072965
39,1.251235,1.210356,0.791240,0.659742,0.686726,639.218345
40,1.244019,1.194816,0.799204,0.642275,0.678840,628.005724
41,1.237211,1.184428,0.799204,0.633339,0.664211,627.886059
42,1.229465,1.241043,0.795222,0.507116,0.547416,629.416793
