1,0.707388,1.569887,0.803185,0.650645,0.671289,0.671289,409.625403
2,0.715552,1.853955,0.792947,0.571888,0.578266,0.578266,409.914603
3,0.725442,1.357050,0.773606,0.611657,0.631029,0.631029,411.983260
4,0.729782,1.858406,0.802048,0.607664,0.624345,0.624345,412.277046
5,0.730210,2.022219,0.798066,0.618106,0.620382,0.620382,444.985893
6,0.718411,2.017082,0.791240,0.613833,0.625777,0.625777,498.436389
7,0.728795,1.742205,0.803185,0.617773,0.634949,0.634949,409.616143
8,0.719232,1.831043,0.807736,0.665623,0.674707,0.674707,410.049894
9,0.726550,2.720485,0.731513,0.568025,0.576455,0.576455,408.881846
10,0.727673,2.332090,0.724118,0.555043,0.580355,0.580355,456.715632
11,0.723775,1.921695,0.809443,0.646576,0.659402,0.659402,410.734010
12,0.714804,1.906168,0.791809,0.629975,0.645925,0.645925,441.335863
13,0.712970,2.278512,0.786689,0.674617,0.679937,0.679937,413.210859
14,0.715267,2.355138,0.804892,0.643091,0.645168,0.645168,433.835056
15,0.714845,2.253895,0.787827,0.630701,0.636030,0.636030,410.580068
