epoch,train_loss,avg_valid_loss,valid_accuracy,valid_kappa,valid_kappa_exp,valid_kappa_mc,time
1,1.818253,1.676140,0.730375,0.242159,0.256863,0.256863,408.781460
2,1.727607,1.910210,0.737201,0.034981,0.096526,0.096526,407.418211
3,1.677623,1.618770,0.738908,0.222376,0.391776,0.391776,407.614402
4,1.649095,1.634777,0.749147,0.242046,0.361083,0.361083,408.084944
5,1.623430,1.783960,0.744027,0.214000,0.299539,0.299539,408.878095
6,1.601737,1.564461,0.750284,0.308545,0.421972,0.421972,408.332268
7,1.583228,1.516846,0.762230,0.432525,0.492727,0.492727,408.026193
8,1.563987,1.552923,0.741752,0.424264,0.473943,0.473943,408.252364
9,1.548411,1.564053,0.736064,0.490455,0.486166,0.486166,408.337130
10,1.534997,1.469724,0.760523,0.429289,0.513230,0.513230,407.697104
11,1.518574,1.929057,0.740046,0.088152,0.125606,0.125606,407.827161
12,1.503155,1.888711,0.742890,0.134055,0.201616,0.201616,408.482089
13,1.487970,1.490333,0.750853,0.493389,0.559831,0.559831,407.151978
14,1.475844,1.440061,0.766212,0.411496,0.479183,0.479183,407.837817
15,1.461000,1.436009,0.773606,0.519508,0.565703,0.565703,408.498232
16,1.443852,1.462577,0.754266,0.400170,0.485980,0.485980,408.482776
17,1.428422,1.399244,0.774744,0.471746,0.546516,0.546516,407.887426
18,1.414991,1.404102,0.781001,0.611741,0.616302,0.616302,408.408838
19,1.403280,1.438480,0.741183,0.566553,0.553831,0.553831,408.481786
20,1.386896,1.784684,0.750284,0.253547,0.289235,0.289235,407.309705
21,1.379912,1.375053,0.782139,0.528046,0.585615,0.585615,409.075094
22,1.366954,1.343876,0.780432,0.539690,0.602553,0.602553,407.893498
23,1.357740,1.364147,0.777588,0.474323,0.544243,0.544243,407.529114
24,1.345085,1.333353,0.782139,0.531982,0.593090,0.593090,408.576617
25,1.333987,1.302212,0.783845,0.620265,0.643430,0.643430,408.459572
26,1.326041,1.290922,0.784983,0.600270,0.654512,0.654512,407.863918
27,1.317093,1.357593,0.783276,0.524070,0.564206,0.564206,408.456855
28,1.307215,1.373603,0.781001,0.496843,0.556078,0.556078,408.769143
29,1.298042,1.325517,0.770762,0.615961,0.579195,0.579195,408.184919
30,1.288913,1.418571,0.712742,0.523968,0.549493,0.549493,408.396235
31,1.282827,1.452803,0.685438,0.524295,0.527339,0.527339,408.108451
32,1.273214,1.260311,0.792947,0.559829,0.641656,0.641656,407.500499
33,1.259840,1.231320,0.799772,0.617892,0.666972,0.666972,408.242418
34,1.255896,1.584839,0.591013,0.408922,0.420325,0.420325,408.316578
35,1.247377,1.234635,0.799204,0.534622,0.610348,0.610348,407.776256
36,1.237725,1.198007,0.796359,0.626381,0.683134,0.683134,408.165449
37,1.229757,1.566582,0.620592,0.456204,0.456524,0.456524,408.147867
38,1.221286,1.347107,0.734926,0.579653,0.555736,0.555736,407.210625
39,1.211589,1.191716,0.790671,0.623249,0.667490,0.667490,408.873499
40,1.205952,1.257216,0.791240,0.534432,0.597791,0.597791,408.095221
41,1.200539,1.315695,0.777588,0.418267,0.485101,0.485101,407.588987
42,1.191193,1.143719,0.806030,0.633813,0.686775,0.686775,408.435502
43,1.182034,1.179266,0.794653,0.604910,0.668978,0.668978,408.638596
44,1.176080,1.148423,0.802617,0.618937,0.661424,0.661424,407.568896
45,1.170497,1.151330,0.816268,0.644646,0.668568,0.668568,407.803281
46,1.162944,1.180439,0.790102,0.570279,0.629183,0.629183,408.425175
47,1.156711,1.142785,0.812287,0.652023,0.679546,0.679546,407.954637
48,1.149343,1.138026,0.799772,0.625709,0.674044,0.674044,408.358214
49,1.142509,1.153244,0.782708,0.615816,0.670848,0.670848,408.329937
50,1.137022,1.087741,0.815131,0.671755,0.691303,0.691303,407.525328
51,1.131345,1.219916,0.790671,0.547978,0.610658,0.610658,408.574933
52,1.123602,1.102981,0.810011,0.675391,0.685204,0.685204,408.850812
53,1.119361,1.150781,0.780432,0.651312,0.642773,0.642773,407.280769
54,1.108975,1.152452,0.802048,0.616464,0.637053,0.637053,407.266092
55,1.103213,1.079737,0.808874,0.664133,0.694939,0.694939,408.810882
56,1.100295,1.147403,0.797497,0.583895,0.631202,0.631202,407.541229
57,1.092536,1.153793,0.801479,0.589379,0.637104,0.637104,407.672362
58,1.084629,1.063079,0.807736,0.638004,0.682274,0.682274,408.557048
59,1.079700,1.232948,0.739477,0.579515,0.584371,0.584371,407.219796
60,1.074740,1.128269,0.776451,0.622561,0.634011,0.634011,407.599652
61,1.067166,1.133650,0.797497,0.578603,0.609712,0.609712,409.125705
62,1.060410,1.089319,0.802048,0.609232,0.644678,0.644678,408.414918
63,1.060255,1.037773,0.812287,0.680320,0.710586,0.710586,408.014612
64,1.051282,1.073953,0.795222,0.667567,0.670652,0.670652,408.724639
65,1.045791,1.049640,0.817406,0.683846,0.696997,0.696997,407.953012
66,1.039999,1.031529,0.809443,0.634274,0.699060,0.699060,408.011793
67,1.034590,1.031321,0.807736,0.657478,0.711966,0.711966,408.479552
68,1.028561,1.075440,0.807167,0.633139,0.665313,0.665313,408.293495
69,1.027684,1.021631,0.823094,0.658920,0.693985,0.693985,408.147531
70,1.021110,1.003145,0.821957,0.700218,0.718444,0.718444,408.349376
71,1.013172,1.151224,0.794084,0.527070,0.567555,0.567555,407.212151
72,1.011688,1.037170,0.801479,0.648176,0.681751,0.681751,407.015126
73,1.003900,1.026492,0.813993,0.699458,0.710515,0.710515,408.900672
74,1.002089,1.022167,0.801479,0.655909,0.665239,0.665239,407.038686
75,0.992878,1.026985,0.807167,0.626928,0.663293,0.663293,407.697966
76,0.985597,0.977937,0.809443,0.682754,0.737172,0.737172,408.283015
77,0.983728,0.989559,0.818544,0.673562,0.695276,0.695276,408.412798
78,0.980527,1.022502,0.807167,0.608497,0.650219,0.650219,407.568256
79,0.971060,0.999654,0.796928,0.656069,0.682023,0.682023,408.711164
80,0.968028,0.954986,0.818544,0.668195,0.693194,0.693194,408.233438
81,0.964426,0.986575,0.800910,0.682792,0.716001,0.716001,407.533352
82,0.957240,0.989952,0.819113,0.635326,0.677528,0.677528,408.556544
83,0.954414,0.994619,0.801479,0.665864,0.698426,0.698426,408.847033
84,0.949736,0.945567,0.815131,0.675637,0.694525,0.694525,407.352149
85,0.944247,1.098660,0.792378,0.518724,0.572996,0.572996,408.219793
86,0.942941,0.952880,0.806598,0.673846,0.715659,0.715659,408.677135
87,0.937021,0.953669,0.815700,0.703537,0.737765,0.737765,407.987350
88,0.934460,0.942617,0.801479,0.681061,0.717044,0.717044,408.615892
89,0.926687,0.966520,0.811718,0.630106,0.677253,0.677253,408.080797
90,0.924586,0.948390,0.810580,0.693524,0.737614,0.737614,408.766601
91,0.917510,1.002846,0.781570,0.649307,0.675245,0.675245,408.861668
92,0.913306,0.937397,0.821388,0.710145,0.731255,0.731255,407.917504
93,0.911769,0.938746,0.813993,0.646156,0.698222,0.698222,408.155717
94,0.904229,1.043592,0.776451,0.615543,0.630819,0.630819,408.109352
95,0.900437,1.013986,0.808874,0.600364,0.631725,0.631725,407.819802
96,0.898882,0.960699,0.787827,0.658231,0.693633,0.693633,408.730678
97,0.892141,0.922619,0.813993,0.632227,0.675661,0.675661,408.257939
98,0.887643,0.926189,0.810011,0.658885,0.697021,0.697021,408.143823
99,0.885032,0.947223,0.808305,0.630310,0.677616,0.677616,408.898769
100,0.880207,0.954951,0.812287,0.645069,0.668021,0.668021,408.922587
101,0.879774,0.907225,0.799772,0.673685,0.714188,0.714188,408.299450
102,0.873726,0.921109,0.808874,0.643899,0.676862,0.676862,408.875776
103,0.869501,0.903209,0.817975,0.663419,0.693062,0.693062,408.594906
104,0.866127,0.917172,0.811149,0.637800,0.689050,0.689050,408.742358
105,0.859485,0.907534,0.815700,0.667288,0.704530,0.704530,408.770761
106,0.858653,0.913327,0.804323,0.683440,0.717978,0.717978,408.210781
107,0.852149,0.893339,0.806598,0.693908,0.737605,0.737605,407.840873
