epoch,train_loss,train_xent,valid_loss,valid_xent,valid_emd,valid_xent_accuracy,valid_exp_accuracy,valid_xent_qwk,valid_exp_qwk,learning_rate,mb_time,time
1,3.777862,27.328096,2.991203,2.137823,0.138051,0.295918,0.098397,0.072768,0.027326,0.010000,0.574400,268.182764
2,2.953642,2.137123,2.879424,2.042372,0.136615,0.291545,0.099854,0.060743,0.031028,0.010000,0.495785,184.704884
3,2.867635,2.026289,2.845129,2.022835,0.134975,0.293732,0.099854,0.071103,0.031668,0.010000,0.495815,184.774200
4,2.818608,2.004487,2.795388,1.947520,0.134368,0.293003,0.094023,0.048602,0.019231,0.010000,0.496539,185.007831
5,2.780852,1.952259,2.762467,1.911960,0.131777,0.296647,0.095481,0.056042,0.019013,0.010000,0.495666,184.949682
6,2.694826,1.890996,2.651561,1.799300,0.112752,0.372449,0.134840,0.468090,0.303483,0.010000,0.495817,185.681493
7,2.571803,1.798842,2.500989,1.668768,0.098612,0.391399,0.314869,0.574196,0.553845,0.010000,0.496517,185.651119
8,2.452438,1.726007,2.416301,1.581633,0.089209,0.406706,0.360787,0.653577,0.635923,0.010000,0.496037,186.208383
9,2.379185,1.595919,2.348845,1.554090,0.088502,0.403790,0.359329,0.646031,0.617709,0.010000,0.495854,185.461174
10,2.324204,1.562353,2.338598,1.520479,0.084326,0.429300,0.407434,0.687622,0.686533,0.010000,0.495683,185.695294
11,2.269990,1.528367,2.249857,1.451094,0.078069,0.453353,0.439504,0.732232,0.731738,0.010000,0.495837,185.863552
12,2.220095,1.498636,2.196918,1.413311,0.075346,0.466472,0.458455,0.726166,0.751424,0.010000,0.495631,185.956093
13,2.162412,1.446610,2.149733,1.353606,0.071990,0.481050,0.462828,0.730140,0.760336,0.010000,0.496479,185.741443
14,2.100106,1.393239,2.094411,1.446705,0.079886,0.467201,0.460641,0.660725,0.725222,0.010000,0.496115,186.186505
15,2.030200,1.389538,2.054307,1.248487,0.064864,0.511662,0.505102,0.757729,0.784613,0.010000,0.495836,186.776748
16,1.969958,1.334146,1.961209,1.210587,0.061441,0.531341,0.512391,0.786199,0.817785,0.010000,0.495660,185.825408
17,1.917637,1.322386,1.921748,1.174262,0.060402,0.536443,0.476676,0.823050,0.814317,0.010000,0.495548,186.210038
18,1.850554,1.267657,1.892928,1.167177,0.058076,0.527697,0.484694,0.819441,0.845910,0.010000,0.495691,185.779030
19,1.804067,1.309749,1.839294,1.112646,0.054972,0.567055,0.553936,0.813121,0.840174,0.010000,0.496018,185.865519
20,1.758526,1.222131,1.823996,1.082963,0.052945,0.558309,0.540087,0.846797,0.867256,0.010000,0.495967,185.956653
21,1.712832,1.148732,1.773101,1.028723,0.048628,0.592566,0.576531,0.849393,0.876855,0.010000,0.496028,186.562167
22,1.683123,1.162122,1.776029,1.269997,0.059187,0.548105,0.546647,0.817681,0.839862,0.010000,0.495803,185.782917
23,1.645873,1.112191,1.740374,1.024257,0.049596,0.596210,0.583090,0.840928,0.861627,0.010000,0.495826,185.839371
24,1.604550,1.132423,1.680288,0.928169,0.043954,0.626822,0.604227,0.872912,0.899884,0.010000,0.495857,186.037592
25,1.564827,1.090293,1.676460,0.981390,0.045503,0.623907,0.626093,0.856424,0.893834,0.010000,0.495787,185.936942
26,1.538492,1.051286,1.667701,0.927771,0.043233,0.642128,0.621720,0.871393,0.885158,0.010000,0.495819,186.000280
27,1.510808,1.045695,1.634449,0.935811,0.043119,0.647959,0.629738,0.885957,0.900631,0.010000,0.495964,185.732427
28,1.481638,1.041272,1.648807,0.910257,0.042877,0.661079,0.634840,0.876391,0.889843,0.010000,0.495452,186.239072
29,1.451569,0.943593,1.643166,0.944274,0.044838,0.662536,0.637755,0.870696,0.878680,0.010000,0.495956,185.946952
30,1.427945,1.059313,1.610655,0.898496,0.042997,0.658892,0.631195,0.865608,0.880233,0.010000,0.496200,186.078135
31,1.395863,0.967234,1.590046,0.924467,0.042075,0.660350,0.646501,0.881742,0.891865,0.010000,0.496260,186.025649
32,1.374205,0.888213,1.572029,1.182878,0.046778,0.626822,0.603499,0.878796,0.889982,0.010000,0.495705,185.727532
33,1.348582,1.002162,1.583980,0.987062,0.043260,0.634111,0.635569,0.885603,0.901149,0.010000,0.496031,186.047212
34,1.323231,0.900345,1.528134,0.934699,0.043673,0.642857,0.625364,0.878118,0.905119,0.010000,0.495876,185.796487
35,1.307614,0.927880,1.588998,0.998879,0.042954,0.645044,0.633382,0.881530,0.895790,0.010000,0.495781,185.901049
36,1.283168,0.819368,1.521681,0.892821,0.040894,0.668367,0.661808,0.899867,0.915117,0.010000,0.495754,186.107243
37,1.256250,1.108998,1.576156,1.058832,0.043704,0.665452,0.659621,0.883211,0.887816,0.010000,0.495890,185.701965
38,1.245013,0.857647,1.539231,0.985866,0.043163,0.650875,0.642857,0.881156,0.902546,0.010000,0.496662,186.195661
39,1.227781,0.836930,1.525663,1.014307,0.039884,0.680758,0.672012,0.904108,0.911747,0.010000,0.495807,185.831850
40,1.206631,0.867425,1.509027,0.899157,0.042956,0.691691,0.652332,0.891329,0.899150,0.010000,0.496145,186.472824
41,1.180058,0.791349,1.490118,0.808892,0.035473,0.731050,0.699708,0.910952,0.914748,0.010000,0.495997,186.043085
42,1.166843,0.743409,1.471901,1.024594,0.040938,0.672741,0.659621,0.898544,0.911562,0.010000,0.496314,186.935483
43,1.156033,0.723128,1.503010,0.760163,0.033300,0.728134,0.716472,0.911579,0.922272,0.010000,0.495953,185.990626
44,1.138937,0.756519,1.489295,0.759860,0.032798,0.741983,0.722303,0.918473,0.929353,0.010000,0.495735,186.049018
45,1.115041,0.731349,1.497293,0.777092,0.034660,0.737609,0.728134,0.903655,0.918824,0.010000,0.495634,185.950151
46,1.092535,0.723261,1.467365,0.728096,0.032832,0.750729,0.723032,0.907368,0.918750,0.010000,0.495702,185.891059
47,1.083302,0.662742,1.536689,1.015666,0.046124,0.663265,0.647959,0.885129,0.900883,0.010000,0.495916,185.970681
48,1.075049,0.755789,1.498726,0.937624,0.036689,0.711370,0.706268,0.913059,0.923885,0.010000,0.495874,185.739551
49,1.058768,0.688959,1.519143,0.864097,0.036573,0.723032,0.713557,0.903871,0.916836,0.010000,0.496163,186.000284
50,1.038538,0.614756,1.511382,0.843648,0.035669,0.736152,0.712828,0.900792,0.910098,0.010000,0.495895,186.998637
51,1.033159,0.650256,1.501011,0.790979,0.033007,0.740525,0.728863,0.923730,0.928939,0.010000,0.495450,186.753111
52,1.028768,0.675187,1.482372,0.858442,0.033619,0.743440,0.739067,0.915626,0.923016,0.010000,0.495754,186.259941
53,1.014147,0.788261,1.498392,0.791611,0.031919,0.763120,0.747813,0.918832,0.928134,0.010000,0.495785,186.472271
54,1.007610,0.625801,1.508387,0.784944,0.031001,0.760204,0.753644,0.930647,0.936737,0.010000,0.495825,186.135251
55,0.989457,0.688826,1.504906,0.975167,0.038640,0.695335,0.690233,0.910632,0.918658,0.010000,0.495683,185.941080
56,0.980288,0.690057,1.480019,0.786279,0.030638,0.763848,0.754373,0.930912,0.937665,0.010000,0.495747,185.936846
57,0.955682,0.660180,1.500831,0.906463,0.037849,0.736152,0.733965,0.882981,0.899324,0.010000,0.496042,186.059790
58,0.962029,0.598518,1.524933,0.923620,0.035437,0.739067,0.730321,0.911266,0.920916,0.010000,0.495901,186.143146
59,0.949062,0.517044,1.495683,1.030725,0.036364,0.739796,0.733236,0.907338,0.910238,0.010000,0.495662,186.451384
60,0.928631,0.601115,1.420994,0.849575,0.035058,0.731778,0.721574,0.907035,0.921096,0.010000,0.495979,185.899600
61,0.917649,0.564245,1.457976,0.791217,0.031650,0.768222,0.768950,0.909602,0.925032,0.010000,0.495987,186.025970
62,0.916047,0.495128,1.499976,0.872388,0.034587,0.751458,0.736152,0.903585,0.915293,0.010000,0.495766,186.463589
63,0.920056,0.549474,1.463140,0.794234,0.030455,0.759475,0.755102,0.924583,0.935226,0.010000,0.495739,186.065708
64,0.890229,0.453545,1.520178,1.044080,0.035265,0.727405,0.720117,0.923124,0.928731,0.010000,0.496148,185.947813
