epoch,train_loss,train_xent,valid_loss,valid_xent,valid_emd,valid_xent_accuracy,valid_exp_accuracy,valid_xent_qwk,valid_exp_qwk,learning_rate,mb_time,time
1,1.273706,3.383802,0,1.393058,0.135654,0.460751,0.139932,0.187384,0.136580,0.010000,0,996.905809
2,1.224071,1.179386,0,1.358263,0.163522,0.565415,0.124005,0.296486,0.158882,0.010000,0,904.523368
3,1.194984,0.986995,0,0.799722,0.074545,0.735495,0.525597,0.266682,0.371880,0.010000,0,692.816739
4,1.173923,0.902864,0,0.947063,0.084523,0.738908,0.729238,0.044507,0.134975,0.010000,0,692.272125
5,1.159464,0.982324,0,0.759085,0.070181,0.744596,0.643345,0.253941,0.379588,0.010000,0,688.846501
6,1.143499,0.967647,0,0.963564,0.100799,0.621160,0.304892,0.344740,0.338212,0.010000,0,691.536102
7,1.130863,0.961223,0,0.805706,0.074125,0.748578,0.715586,0.161338,0.307535,0.010000,0,693.604356
8,1.118818,0.887765,0,0.853377,0.076556,0.744027,0.713879,0.153300,0.286104,0.010000,0,688.405651
9,1.106007,0.893945,0,0.807716,0.073225,0.747440,0.709329,0.206232,0.341642,0.010000,0,695.632011
10,1.092833,0.865651,0,0.763503,0.066809,0.751991,0.694539,0.305834,0.438394,0.010000,0,690.971850
11,1.083139,0.842347,0,0.958702,0.079475,0.746303,0.726962,0.217740,0.295797,0.010000,0,689.965144
12,1.069485,0.866066,0,0.871791,0.075334,0.748009,0.727531,0.272356,0.350276,0.010000,0,690.184245
13,1.059357,0.845332,0,0.730221,0.066567,0.756542,0.653584,0.456508,0.516154,0.010000,0,693.316507
14,1.048747,0.825493,0,0.794675,0.066891,0.758248,0.686576,0.431823,0.479310,0.010000,0,692.536718
15,1.039064,0.851383,0,0.736176,0.067537,0.751422,0.517634,0.503591,0.511683,0.010000,0,688.753782
16,1.026937,0.871621,0,0.779529,0.072816,0.736064,0.468146,0.513454,0.503448,0.010000,0,689.746830
17,1.016044,0.822891,0,0.914171,0.077750,0.749147,0.739477,0.183371,0.286550,0.010000,0,689.947951
18,1.005672,0.806669,0,0.836488,0.080915,0.700228,0.382821,0.466265,0.464179,0.010000,0,687.154651
19,0.996780,0.823647,0,1.534700,0.181512,0.368601,0.164960,0.239236,0.233652,0.010000,0,691.492350
20,0.982964,0.835980,0,0.769777,0.066568,0.763936,0.729807,0.401917,0.457977,0.010000,0,691.801580
21,0.974833,0.738500,0,0.704250,0.063111,0.762230,0.589875,0.528699,0.580508,0.010000,0,692.576318
22,0.963838,0.759657,0,0.691440,0.060464,0.771900,0.704778,0.473239,0.542418,0.010000,0,689.835409
23,0.952482,0.723278,0,0.723053,0.066004,0.751991,0.618885,0.501849,0.575645,0.010000,0,690.152792
24,0.943725,0.720443,0,0.638857,0.054022,0.787258,0.693402,0.560810,0.615370,0.010000,0,689.487219
25,0.932684,0.748361,0,0.649382,0.055277,0.783845,0.669511,0.556145,0.600310,0.010000,0,694.050410
26,0.923758,0.716383,0,0.756299,0.071969,0.746303,0.560296,0.517103,0.565458,0.010000,0,689.825303
