epoch,train_loss,train_xent,valid_xent,valid_emd,valid_xent_accuracy,valid_exp_accuracy,valid_xent_qwk,valid_exp_qwk,learning_rate,time
1,1.623919,198.653168,0.861456,0.078605,0.745304,0.697211,0.055975,0.181819,0.001000,722.770785
2,1.327327,0.994156,0.759258,0.069577,0.753557,0.666192,0.217960,0.350001,0.001000,711.448566
3,1.153326,0.993259,0.902409,0.079644,0.746443,0.739044,0.049256,0.119548,0.001000,706.041550
4,1.049365,0.903973,0.895684,0.084947,0.722538,0.245020,0.420054,0.330483,0.001000,710.371525
5,0.969404,0.912558,0.833857,0.075592,0.748719,0.717416,0.139138,0.252242,0.001000,707.459693
6,0.916938,1.049884,0.792171,0.077407,0.719693,0.394707,0.447043,0.445930,0.001000,709.954428
7,0.869643,0.896630,0.800634,0.069074,0.762379,0.743597,0.310015,0.381098,0.001000,707.922540
8,0.842164,0.828152,0.714413,0.063281,0.767217,0.736198,0.301614,0.408621,0.001000,709.025815
9,0.817973,0.764169,0.697973,0.059098,0.774047,0.726807,0.462339,0.515081,0.001000,709.140705
10,0.797714,0.801047,1.339699,0.160944,0.437109,0.146841,0.279964,0.246398,0.001000,722.482781
1,0.784259,0.789873,0.921797,0.099109,0.698634,0.329539,0.431952,0.408513,0.001000,756.592858
2,0.767529,0.798584,1.118103,0.128823,0.557769,0.219124,0.373058,0.317801,0.001000,765.691825
3,0.753172,0.763675,0.658591,0.055979,0.785714,0.664769,0.549775,0.582346,0.001000,792.947759
4,0.741948,0.753605,0.676796,0.058208,0.776039,0.643426,0.535044,0.590609,0.001000,762.611021
5,0.731853,0.756552,0.850808,0.080389,0.696357,0.445646,0.505201,0.510502,0.001000,780.265955
6,0.723189,0.804847,0.973208,0.104508,0.648549,0.239898,0.450551,0.383879,0.001000,764.789519
7,0.714349,0.721203,1.469044,0.177253,0.406090,0.157655,0.249272,0.226941,0.001000,817.651368
8,0.709764,0.742280,0.651519,0.055254,0.784007,0.680137,0.535624,0.600474,0.001000,805.767194
9,0.700885,0.680841,0.765855,0.071522,0.750142,0.417188,0.553280,0.509278,0.001000,821.768426
10,0.699033,0.733679,1.055023,0.115392,0.557484,0.262948,0.364735,0.369879,0.001000,826.678637
11,0.689558,0.681317,0.804540,0.076572,0.743597,0.419180,0.529125,0.513619,0.001000,800.178726
12,0.686625,0.750318,0.665472,0.057537,0.789129,0.591349,0.606385,0.610297,0.001000,818.756114
13,0.683186,0.687068,0.623438,0.051872,0.797097,0.678998,0.582243,0.620683,0.001000,801.937615
14,0.678531,0.677110,0.663569,0.056489,0.789414,0.752134,0.492228,0.539695,0.001000,774.561040
15,0.672509,0.672839,0.711129,0.066272,0.768640,0.545248,0.576779,0.582640,0.001000,798.417012
16,0.670019,0.683472,0.769710,0.072993,0.736767,0.462436,0.540078,0.529204,0.001000,779.133392
17,0.664965,0.661026,0.644538,0.054895,0.788845,0.611269,0.605638,0.624449,0.001000,895.761392
