epoch,train_loss,train_xent,valid_loss,valid_xent,valid_emd,valid_xent_accuracy,valid_exp_accuracy,valid_xent_qwk,valid_exp_qwk,learning_rate,mb_time,time
1,3.415041,7.606265,2.729264,1.897431,0.116883,0.241983,0.229592,0.455077,0.415138,0.010000,0.184410,158.936965
2,2.654431,2.030121,2.536906,1.698752,0.094424,0.329446,0.306851,0.674731,0.630524,0.010000,0.132935,151.909876
3,2.505365,1.747310,2.553689,1.770006,0.100203,0.304665,0.350583,0.594701,0.654948,0.010000,0.132888,150.926781
4,2.444356,1.666559,2.522201,1.625071,0.087274,0.322157,0.379738,0.689744,0.723900,0.010000,0.133156,150.920060
5,2.404351,1.620063,2.420691,1.579447,0.080792,0.332362,0.402332,0.761278,0.770018,0.010000,0.133159,150.949322
6,2.377106,1.590809,2.400685,1.555359,0.078079,0.370991,0.431487,0.776857,0.789585,0.010000,0.133326,150.971922
7,2.353509,1.565019,2.349764,1.549592,0.078780,0.330904,0.349854,0.777207,0.799004,0.010000,0.133057,150.900658
8,2.335712,1.539901,2.347769,1.548313,0.077478,0.361516,0.419096,0.768111,0.782940,0.010000,0.133166,151.294202
9,2.317050,1.515233,2.367279,1.565264,0.076975,0.362245,0.435860,0.779742,0.810639,0.010000,0.133127,151.765549
10,2.296357,1.515907,2.343440,1.608651,0.079937,0.340379,0.407434,0.765867,0.799666,0.010000,0.133190,151.801690
11,2.284456,1.494010,2.332273,1.498999,0.071396,0.370262,0.469388,0.813000,0.842629,0.010000,0.133075,151.869882
12,2.271711,1.494172,2.315161,1.538948,0.074636,0.360787,0.445335,0.788818,0.824076,0.010000,0.133087,151.792632
13,2.258335,1.479901,2.289245,1.482834,0.070110,0.380466,0.471574,0.810489,0.848730,0.010000,0.133195,151.909857
14,2.245990,1.475013,2.309978,1.504997,0.072560,0.397959,0.420554,0.809148,0.828662,0.010000,0.133116,151.716627
15,2.238813,1.470348,2.287971,1.495422,0.069548,0.428571,0.449708,0.835635,0.831638,0.010000,0.133010,151.781632
16,2.223196,1.454165,2.259121,1.466228,0.067967,0.393586,0.466472,0.823017,0.858246,0.010000,0.133140,151.757135
17,2.218197,1.484850,2.259351,1.490120,0.069108,0.373178,0.459184,0.821722,0.862570,0.010000,0.133157,151.775950
18,2.210765,1.422845,2.248119,1.441011,0.064545,0.423469,0.508746,0.843035,0.877342,0.010000,0.133206,152.168644
19,2.197297,1.431988,2.237289,1.440888,0.064116,0.401603,0.511662,0.844814,0.874744,0.010000,0.133190,151.790052
20,2.187769,1.424090,2.237061,1.452758,0.065895,0.432216,0.473761,0.840866,0.866545,0.010000,0.133241,151.738562
21,2.182384,1.421295,2.245190,1.453954,0.065268,0.442420,0.505831,0.850262,0.866210,0.010000,0.133307,152.047633
22,2.174473,1.428782,2.227731,1.476760,0.066274,0.386297,0.495627,0.836787,0.872165,0.010000,0.133313,151.744288
23,2.164120,1.396490,2.210048,1.432794,0.063635,0.425656,0.521866,0.853509,0.873664,0.010000,0.133276,151.759140
24,2.160748,1.427926,2.206818,1.443479,0.064155,0.414723,0.519679,0.848370,0.872597,0.010000,0.133099,151.755244
25,2.149184,1.399550,2.202532,1.436083,0.063957,0.438047,0.509475,0.852229,0.866527,0.010000,0.133092,151.751473
26,2.141811,1.390229,2.215375,1.448615,0.063724,0.422741,0.529155,0.849174,0.879276,0.010000,0.133199,151.779292
27,2.139276,1.399092,2.206421,1.451047,0.064832,0.419825,0.521137,0.838372,0.884370,0.010000,0.133185,152.025894
28,2.130867,1.393510,2.205144,1.480708,0.065749,0.392128,0.499271,0.830034,0.880430,0.010000,0.133296,152.551192
29,2.122011,1.396436,2.223764,1.449211,0.064074,0.387755,0.525510,0.840251,0.883855,0.010000,0.133074,152.587451
30,2.119407,1.395311,2.189179,1.427815,0.062140,0.397230,0.545918,0.846611,0.887188,0.010000,0.133147,152.554908
31,2.110024,1.372730,2.177845,1.416825,0.060726,0.459184,0.561224,0.869957,0.887919,0.010000,0.133125,152.529573
32,2.100097,1.369651,2.171462,1.408054,0.060358,0.443149,0.557580,0.866679,0.894716,0.010000,0.132975,152.532282
33,2.094472,1.369282,2.187528,1.427834,0.060756,0.464286,0.557580,0.872525,0.894155,0.010000,0.133079,152.544077
34,2.091743,1.371179,2.194823,1.452340,0.065319,0.381924,0.525510,0.826062,0.871439,0.010000,0.133562,152.555455
35,2.084353,1.373261,2.174807,1.449508,0.065042,0.451895,0.502915,0.843757,0.851085,0.010000,0.133052,152.534725
36,2.078336,1.356537,2.183474,1.428150,0.060746,0.432945,0.575073,0.859403,0.899012,0.010000,0.132971,152.541303
37,2.074325,1.364266,2.171839,1.431851,0.061876,0.525510,0.537901,0.883984,0.876463,0.010000,0.133046,152.631471
38,2.068473,1.345079,2.153070,1.435351,0.062790,0.413994,0.560496,0.848424,0.878548,0.010000,0.133022,152.637384
39,2.063203,1.379762,2.169297,1.464074,0.066779,0.378280,0.526239,0.821874,0.884057,0.010000,0.133090,152.674756
40,2.058179,1.353500,2.164334,1.474417,0.069178,0.354956,0.468659,0.807882,0.876162,0.010000,0.133103,152.688545
41,2.049967,1.351126,2.151455,1.455786,0.065728,0.387026,0.503644,0.829127,0.887536,0.010000,0.133097,152.765998
42,2.053501,1.355587,2.145447,1.420591,0.059681,0.448251,0.608601,0.862800,0.906687,0.010000,0.133150,152.726443
43,2.048164,1.343732,2.140087,1.429529,0.059005,0.411079,0.590379,0.864227,0.909746,0.010000,0.133139,152.709484
44,2.041705,1.334170,2.133964,1.406015,0.058378,0.459913,0.602770,0.874842,0.908897,0.010000,0.133042,152.693425
45,2.033847,1.335605,2.119491,1.396197,0.058517,0.428571,0.601312,0.866000,0.914742,0.010000,0.133000,152.703339
46,2.021276,1.316062,2.138106,1.399968,0.058980,0.457726,0.580904,0.877537,0.904407,0.010000,0.133180,152.755257
47,2.021568,1.328679,2.122436,1.416095,0.060784,0.430029,0.557580,0.858260,0.903031,0.010000,0.133914,152.812690
48,2.018721,1.328852,2.137964,1.458712,0.064042,0.396501,0.546647,0.835550,0.902160,0.010000,0.133177,152.735961
49,2.010801,1.320069,2.127826,1.430884,0.059933,0.424927,0.592566,0.864892,0.905913,0.010000,0.133323,152.798667
50,2.007115,1.317516,2.118511,1.408642,0.059674,0.407434,0.582362,0.861502,0.902405,0.010000,0.133588,152.823829
51,2.000724,1.308578,2.109354,1.412273,0.060324,0.430029,0.591108,0.862562,0.907081,0.010000,0.133284,152.776634
52,2.000687,1.329066,2.118401,1.415700,0.060422,0.499271,0.553207,0.874790,0.897343,0.010000,0.133168,152.788500
53,2.014676,1.348423,2.131181,1.441223,0.062444,0.403790,0.566327,0.839125,0.900439,0.010000,0.133088,152.879260
54,1.990310,1.306046,2.090931,1.414518,0.059335,0.420554,0.573615,0.867569,0.903353,0.010000,0.133197,152.855017
55,1.987502,1.307381,2.102002,1.394425,0.056834,0.508017,0.629009,0.890733,0.913753,0.010000,0.132990,152.766159
56,1.984350,1.322134,2.113622,1.417756,0.058013,0.513848,0.618076,0.886663,0.909551,0.010000,0.133251,152.796301
57,1.979639,1.305825,2.109146,1.450213,0.059696,0.428571,0.613703,0.865066,0.905363,0.010000,0.133329,152.794615
58,1.981690,1.315064,2.089655,1.399375,0.057739,0.473032,0.619534,0.884914,0.909430,0.010000,0.133033,152.773228
59,1.974023,1.300959,2.086392,1.402583,0.056683,0.481050,0.615160,0.894748,0.913412,0.010000,0.133105,152.761099
60,1.964347,1.309992,2.077719,1.394462,0.056456,0.440233,0.620991,0.881562,0.925066,0.010000,0.133179,152.832812
61,1.962080,1.293554,2.098558,1.417869,0.056806,0.454810,0.618076,0.886768,0.920651,0.010000,0.133238,152.788570
62,1.960441,1.314990,2.071566,1.388645,0.057068,0.445335,0.618076,0.876333,0.920489,0.010000,0.133030,152.767285
63,1.956769,1.316400,2.091844,1.410900,0.060060,0.448251,0.569242,0.858010,0.907128,0.010000,0.133149,152.795110
64,1.954841,1.303363,2.086020,1.403718,0.057126,0.492711,0.607143,0.889058,0.911358,0.010000,0.133163,152.844403
65,1.950348,1.292355,2.084325,1.398209,0.058130,0.482507,0.587464,0.879903,0.910625,0.010000,0.133029,152.797541
66,1.944430,1.294859,2.064388,1.387754,0.056567,0.483965,0.637755,0.886555,0.914445,0.010000,0.133078,152.796683
67,1.942139,1.287152,2.080532,1.393303,0.056099,0.471574,0.635569,0.888736,0.924664,0.010000,0.132931,152.832097
68,1.938705,1.308605,2.071697,1.380720,0.056107,0.491254,0.639942,0.890786,0.917648,0.010000,0.133041,152.826435
69,1.939137,1.297695,2.076812,1.388791,0.056570,0.467930,0.642857,0.885166,0.919188,0.010000,0.133278,152.823245
70,1.935197,1.307430,2.053809,1.381041,0.056079,0.477405,0.643586,0.883531,0.921158,0.010000,0.132925,152.808417
71,1.931923,1.294377,2.064122,1.391773,0.056135,0.495627,0.628280,0.888582,0.921187,0.010000,0.133229,152.834109
72,1.924456,1.285672,2.081335,1.425241,0.059197,0.432945,0.604227,0.867790,0.916843,0.010000,0.132979,152.827750
73,1.921950,1.293290,2.056795,1.381841,0.055538,0.462828,0.628280,0.896605,0.923566,0.010000,0.133204,152.985480
74,1.915839,1.280755,2.049005,1.386455,0.056330,0.451895,0.655248,0.880743,0.925193,0.010000,0.132999,152.921478
75,1.912024,1.280208,2.070761,1.417273,0.056020,0.454082,0.650146,0.887217,0.926617,0.010000,0.133369,152.986368
76,1.909631,1.280306,2.048257,1.397317,0.056257,0.456268,0.645044,0.882404,0.923241,0.010000,0.133062,153.089865
77,1.909674,1.295004,2.087410,1.420999,0.057946,0.505831,0.602770,0.889094,0.900501,0.010000,0.133188,152.882789
78,1.907367,1.284306,2.050462,1.405960,0.058945,0.390671,0.600583,0.861614,0.918957,0.010000,0.133169,152.874983
79,1.902289,1.278446,2.043876,1.386228,0.055228,0.465015,0.645044,0.890775,0.927529,0.010000,0.133084,152.895432
80,1.899843,1.289571,2.066272,1.440518,0.057490,0.451895,0.638484,0.880168,0.924122,0.010000,0.132933,152.827436
81,1.894538,1.274219,2.042107,1.389630,0.056425,0.521137,0.645773,0.894910,0.918681,0.010000,0.133026,152.843191
82,1.894375,1.277081,2.037162,1.380868,0.054859,0.525510,0.674198,0.906339,0.926542,0.010000,0.133233,152.875485
