epoch,train_loss,has_valid_loss_improved,time
81,0.014185,nan,1,0.205059
82,0.014161,nan,1,0.205630
83,0.014138,nan,1,0.205077
84,0.014117,nan,1,0.205215
85,0.014095,nan,1,0.204537
86,0.014074,nan,1,0.204885
87,0.014052,nan,1,0.206751
88,0.014031,nan,1,0.205719
89,0.014010,nan,1,0.205346
90,0.013989,nan,1,0.205994
91,0.013968,nan,1,0.204982
92,0.013948,nan,1,0.205341
93,0.013928,nan,1,0.205388
94,0.013908,nan,1,0.205110
95,0.013888,nan,1,0.205224
96,0.013869,nan,1,0.205814
97,0.013850,nan,1,0.205469
98,0.013832,nan,1,0.205187
99,0.013814,nan,1,0.205538
100,0.013797,nan,1,0.208639
101,0.013778,nan,1,0.208411
102,0.013760,nan,1,0.207966
103,0.013742,nan,1,0.208034
104,0.013725,nan,1,0.205707
105,0.013708,nan,1,0.205727
106,0.013691,nan,1,0.205403
107,0.013675,nan,1,0.205640
108,0.013659,nan,1,0.204919
109,0.013643,nan,1,0.206469
110,0.013627,nan,1,0.205692
111,0.013611,nan,1,0.206113
112,0.013596,nan,1,0.207683
113,0.013580,nan,1,0.208070
114,0.013565,nan,1,0.207974
115,0.013549,nan,1,0.204939
116,0.013535,nan,1,0.205735
117,0.013520,nan,1,0.205332
118,0.013504,nan,1,0.205930
119,0.013489,nan,1,0.205874
120,0.013475,nan,1,0.206357
121,0.013460,nan,1,0.205262
122,0.013445,nan,1,0.205395
123,0.013431,nan,1,0.205059
124,0.013417,nan,1,0.205126
125,0.013403,nan,1,0.207508
126,0.013388,nan,1,0.205258
127,0.013375,nan,1,0.205360
128,0.013361,nan,1,0.205460
129,0.013347,nan,1,0.205513
130,0.013334,nan,1,0.205312
131,0.013321,nan,1,0.205797
132,0.013307,nan,1,0.205678
133,0.013294,nan,1,0.206023
134,0.013281,nan,1,0.205552
135,0.013267,nan,1,0.205153
136,0.013254,nan,1,0.205581
137,0.013241,nan,1,0.205027
138,0.013228,nan,1,0.205083
139,0.013215,nan,1,0.205872
140,0.013203,nan,1,0.205621
141,0.013190,nan,1,0.204995
142,0.013177,nan,1,0.205384
143,0.013164,nan,1,0.205908
144,0.013153,nan,1,0.206603
145,0.013141,nan,1,0.205099
146,0.013128,nan,1,0.205730
147,0.013115,nan,1,0.205714
148,0.013103,nan,1,0.205335
149,0.013091,nan,1,0.205083
150,0.013078,nan,1,0.207330
151,0.013067,nan,1,0.205812
152,0.013055,nan,1,0.205633
153,0.013042,nan,1,0.206074
154,0.013031,nan,1,0.205500
155,0.013019,nan,1,0.205610
156,0.013007,nan,1,0.205400
157,0.012994,nan,1,0.205429
158,0.012983,nan,1,0.205465
159,0.012971,nan,1,0.205882
160,0.012960,nan,1,0.208683
161,0.012948,nan,1,0.207859
162,0.012937,nan,1,0.207852
163,0.012925,nan,1,0.208060
164,0.012914,nan,1,0.207840
165,0.012902,nan,1,0.205134
166,0.012891,nan,1,0.206166
167,0.012880,nan,1,0.206469
168,0.012869,nan,1,0.209049
169,0.012858,nan,1,0.207983
170,0.012847,nan,1,0.208053
171,0.012837,nan,1,0.207834
172,0.012826,nan,1,0.207955
173,0.012815,nan,1,0.205219
174,0.012804,nan,1,0.205485
175,0.012792,nan,1,0.207608
176,0.012781,nan,1,0.205064
177,0.012770,nan,1,0.205095
178,0.012761,nan,1,0.205451
179,0.012750,nan,1,0.206188
180,0.012739,nan,1,0.204811
181,0.012729,nan,1,0.205652
182,0.012718,nan,1,0.206464
183,0.012707,nan,1,0.206938
184,0.012697,nan,1,0.205680
185,0.012686,nan,1,0.205068
186,0.012676,nan,1,0.205631
187,0.012665,nan,1,0.205924
188,0.012655,nan,1,0.205534
189,0.012644,nan,1,0.206033
190,0.012634,nan,1,0.206414
191,0.012624,nan,1,0.206005
192,0.012614,nan,1,0.205755
193,0.012604,nan,1,0.206157
194,0.012595,nan,1,0.205581
195,0.012584,nan,1,0.205940
196,0.012574,nan,1,0.206011
197,0.012564,nan,1,0.205679
198,0.012554,nan,1,0.205943
199,0.012544,nan,1,0.205759
200,0.012533,nan,1,0.207268
201,0.012524,nan,1,0.205412
202,0.012514,nan,1,0.205646
203,0.012504,nan,1,0.206231
204,0.012494,nan,1,0.205698
205,0.012485,nan,1,0.205400
206,0.012475,nan,1,0.205380
207,0.012465,nan,1,0.207032
208,0.012455,nan,1,0.205565
209,0.012445,nan,1,0.205688
210,0.012436,nan,1,0.208336
211,0.012426,nan,1,0.205999
212,0.012416,nan,1,0.205389
213,0.012407,nan,1,0.205393
214,0.012397,nan,1,0.206292
215,0.012387,nan,1,0.204902
216,0.012377,nan,1,0.206130
217,0.012367,nan,1,0.205998
218,0.012358,nan,1,0.205532
219,0.012348,nan,1,0.205733
220,0.012339,nan,1,0.205917
221,0.012329,nan,1,0.205067
222,0.012320,nan,1,0.205359
223,0.012310,nan,1,0.207272
224,0.012301,nan,1,0.205875
225,0.012291,nan,1,0.205971
226,0.012282,nan,1,0.208345
227,0.012272,nan,1,0.207897
228,0.012263,nan,1,0.208090
229,0.012254,nan,1,0.205335
230,0.012245,nan,1,0.205838
231,0.012236,nan,1,0.206058
232,0.012227,nan,1,0.205489
233,0.012217,nan,1,0.206540
234,0.012208,nan,1,0.207217
235,0.012199,nan,1,0.208325
236,0.012189,nan,1,0.207724
237,0.012181,nan,1,0.207886
238,0.012172,nan,1,0.208202
239,0.012163,nan,1,0.207780
240,0.012154,nan,1,0.208401
241,0.012145,nan,1,0.205658
242,0.012137,nan,1,0.206254
243,0.012127,nan,1,0.206026
244,0.012118,nan,1,0.205936
245,0.012109,nan,1,0.205685
246,0.012101,nan,1,0.205487
247,0.012092,nan,1,0.205633
248,0.012083,nan,1,0.205657
249,0.012074,nan,1,0.205681
250,0.012065,nan,1,0.207682
251,0.012056,nan,1,0.208473
252,0.012047,nan,1,0.207938
253,0.012039,nan,1,0.207993
254,0.012030,nan,1,0.205787
255,0.012021,nan,1,0.205365
256,0.012013,nan,1,0.206342
257,0.012004,nan,1,0.206628
258,0.011995,nan,1,0.205588
259,0.011986,nan,1,0.206299
260,0.011977,nan,1,0.205362
261,0.011968,nan,1,0.205115
262,0.011960,nan,1,0.205346
263,0.011951,nan,1,0.205571
264,0.011943,nan,1,0.206161
265,0.011934,nan,1,0.205669
266,0.011925,nan,1,0.204918
267,0.011917,nan,1,0.205372
268,0.011908,nan,1,0.205261
269,0.011900,nan,1,0.205573
270,0.011891,nan,1,0.205686
271,0.011882,nan,1,0.205803
272,0.011874,nan,1,0.206024
273,0.011865,nan,1,0.205076
274,0.011857,nan,1,0.204133
275,0.011848,nan,1,0.206110
276,0.011840,nan,1,0.205745
277,0.011832,nan,1,0.205411
278,0.011823,nan,1,0.205956
279,0.011813,nan,1,0.205065
280,0.011805,nan,1,0.205961
281,0.011797,nan,1,0.205737
282,0.011789,nan,1,0.204917
283,0.011780,nan,1,0.206283
284,0.011772,nan,1,0.205224
285,0.011763,nan,1,0.205200
286,0.011755,nan,1,0.205428
287,0.011747,nan,1,0.206553
288,0.011738,nan,1,0.206629
289,0.011730,nan,1,0.205687
290,0.011721,nan,1,0.205714
291,0.011713,nan,1,0.205614
292,0.011704,nan,1,0.205491
293,0.011696,nan,1,0.205242
294,0.011688,nan,1,0.206757
295,0.011679,nan,1,0.205444
296,0.011671,nan,1,0.205696
297,0.011662,nan,1,0.205753
298,0.011654,nan,1,0.206448
299,0.011645,nan,1,0.205535
300,0.011636,nan,1,0.207925
301,0.011628,nan,1,0.207513
302,0.011620,nan,1,0.205721
303,0.011612,nan,1,0.206726
304,0.011604,nan,1,0.208330
305,0.011596,nan,1,0.207922
306,0.011587,nan,1,0.205711
307,0.011579,nan,1,0.205913
308,0.011571,nan,1,0.205268
309,0.011563,nan,1,0.205407
310,0.011554,nan,1,0.205247
311,0.011546,nan,1,0.205189
312,0.011538,nan,1,0.205112
313,0.011530,nan,1,0.205166
314,0.011522,nan,1,0.205613
315,0.011514,nan,1,0.205149
316,0.011506,nan,1,0.205620
317,0.011497,nan,1,0.205616
318,0.011490,nan,1,0.205343
319,0.011482,nan,1,0.205477
320,0.011474,nan,1,0.205020
321,0.011466,nan,1,0.206337
322,0.011458,nan,1,0.205238
323,0.011450,nan,1,0.205438
324,0.011441,nan,1,0.205543
325,0.011433,nan,1,0.207692
326,0.011425,nan,1,0.205478
327,0.011418,nan,1,0.205609
328,0.011410,nan,1,0.205426
329,0.011402,nan,1,0.208237
330,0.011394,nan,1,0.208794
331,0.011386,nan,1,0.208004
332,0.011378,nan,1,0.205198
333,0.011371,nan,1,0.205927
334,0.011363,nan,1,0.205867
335,0.011355,nan,1,0.207535
336,0.011347,nan,1,0.207880
337,0.011339,nan,1,0.207878
338,0.011331,nan,1,0.207752
339,0.011324,nan,1,0.204921
340,0.011316,nan,1,0.205686
341,0.011308,nan,1,0.206083
342,0.011300,nan,1,0.205820
343,0.011293,nan,1,0.204975
344,0.011285,nan,1,0.205365
345,0.011277,nan,1,0.204965
346,0.011270,nan,1,0.205017
347,0.011262,nan,1,0.206538
348,0.011254,nan,1,0.205094
349,0.011246,nan,1,0.204606
350,0.011238,nan,1,0.207190
351,0.011230,nan,1,0.208177
352,0.011222,nan,1,0.205499
353,0.011214,nan,1,0.206232
354,0.011206,nan,1,0.205734
355,0.011198,nan,1,0.205663
356,0.011191,nan,1,0.205847
357,0.011183,nan,1,0.205805
358,0.011176,nan,1,0.205209
359,0.011169,nan,1,0.206721
360,0.011161,nan,1,0.208535
361,0.011153,nan,1,0.207693
362,0.011146,nan,1,0.207930
363,0.011138,nan,1,0.208179
364,0.011130,nan,1,0.207996
365,0.011123,nan,1,0.208878
366,0.011115,nan,1,0.207750
367,0.011108,nan,1,0.208149
368,0.011100,nan,1,0.207702
369,0.011093,nan,1,0.208088
370,0.011085,nan,1,0.208718
371,0.011078,nan,1,0.208116
372,0.011070,nan,1,0.207958
373,0.011063,nan,1,0.207874
374,0.011055,nan,1,0.207821
375,0.011047,nan,1,0.207837
376,0.011039,nan,1,0.208065
377,0.011031,nan,1,0.207833
378,0.011024,nan,1,0.210821
379,0.011016,nan,1,0.208180
380,0.011009,nan,1,0.207978
381,0.011001,nan,1,0.208564
382,0.010993,nan,1,0.208519
383,0.010986,nan,1,0.208729
384,0.010978,nan,1,0.207734
385,0.010971,nan,1,0.209578
386,0.010963,nan,1,0.209098
387,0.010956,nan,1,0.208708
388,0.010949,nan,1,0.208390
389,0.010942,nan,1,0.208279
390,0.010935,nan,1,0.208511
391,0.010927,nan,1,0.208942
392,0.010920,nan,1,0.208799
393,0.010912,nan,1,0.209547
394,0.010905,nan,1,0.208714
395,0.010898,nan,1,0.208255
396,0.010890,nan,1,0.208555
397,0.010883,nan,1,0.208673
398,0.010876,nan,1,0.208327
399,0.010868,nan,1,0.211115
400,0.010861,nan,1,0.209187
401,0.010854,nan,1,0.209123
402,0.010847,nan,1,0.207951
403,0.010839,nan,1,0.208240
404,0.010832,nan,1,0.208406
405,0.010825,nan,1,0.207838
406,0.010818,nan,1,0.208243
407,0.010810,nan,1,0.208827
408,0.010803,nan,1,0.208874
409,0.010796,nan,1,0.209022
410,0.010789,nan,1,0.208983
411,0.010782,nan,1,0.208854
412,0.010775,nan,1,0.208841
413,0.010767,nan,1,0.208098
414,0.010760,nan,1,0.208619
415,0.010753,nan,1,0.208425
416,0.010746,nan,1,0.208687
417,0.010739,nan,1,0.209042
418,0.010732,nan,1,0.208616
419,0.010725,nan,1,0.208753
420,0.010718,nan,1,0.208580
421,0.010711,nan,1,0.208645
422,0.010704,nan,1,0.208692
423,0.010697,nan,1,0.209733
424,0.010690,nan,1,0.209232
425,0.010683,nan,1,0.209324
426,0.010676,nan,1,0.208726
427,0.010669,nan,1,0.209251
428,0.010662,nan,1,0.208547
429,0.010655,nan,1,0.209034
430,0.010648,nan,1,0.209028
431,0.010641,nan,1,0.209581
432,0.010634,nan,1,0.208875
433,0.010627,nan,1,0.209699
434,0.010620,nan,1,0.208265
435,0.010613,nan,1,0.208043
436,0.010606,nan,1,0.209073
437,0.010599,nan,1,0.208686
438,0.010593,nan,1,0.208984
439,0.010585,nan,1,0.208988
440,0.010578,nan,1,0.208650
441,0.010571,nan,1,0.208757
442,0.010565,nan,1,0.207941
443,0.010558,nan,1,0.208031
444,0.010551,nan,1,0.208418
445,0.010544,nan,1,0.208208
446,0.010537,nan,1,0.208476
447,0.010530,nan,1,0.211333
448,0.010523,nan,1,0.208870
449,0.010517,nan,1,0.209685
450,0.010510,nan,1,0.208531
451,0.010503,nan,1,0.209066
452,0.010496,nan,1,0.208900
453,0.010489,nan,1,0.208886
454,0.010482,nan,1,0.208917
455,0.010476,nan,1,0.209083
456,0.010470,nan,1,0.208664
457,0.010463,nan,1,0.211657
458,0.010456,nan,1,0.208500
459,0.010450,nan,1,0.208658
460,0.010443,nan,1,0.209276
461,0.010437,nan,1,0.208705
462,0.010430,nan,1,0.208660
463,0.010423,nan,1,0.208732
464,0.010416,nan,1,0.208751
465,0.010409,nan,1,0.208713
466,0.010403,nan,1,0.209141
467,0.010396,nan,1,0.208221
468,0.010389,nan,1,0.208833
469,0.010382,nan,1,0.208280
470,0.010376,nan,1,0.208870
471,0.010369,nan,1,0.211710
472,0.010363,nan,1,0.208377
473,0.010356,nan,1,0.208677
474,0.010349,nan,1,0.208984
475,0.010343,nan,1,0.208890
476,0.010336,nan,1,0.208731
477,0.010328,nan,1,0.208079
478,0.010322,nan,1,0.209061
479,0.010315,nan,1,0.209320
480,0.010309,nan,1,0.208994
481,0.010302,nan,1,0.209558
482,0.010296,nan,1,0.208664
483,0.010289,nan,1,0.208827
484,0.010282,nan,1,0.208409
485,0.010276,nan,1,0.208683
486,0.010270,nan,1,0.208912
487,0.010263,nan,1,0.209345
488,0.010256,nan,1,0.209030
489,0.010250,nan,1,0.208393
490,0.010243,nan,1,0.208903
491,0.010237,nan,1,0.209594
492,0.010231,nan,1,0.208818
493,0.010224,nan,1,0.208254
494,0.010218,nan,1,0.208451
495,0.010212,nan,1,0.211020
496,0.010205,nan,1,0.207821
497,0.010199,nan,1,0.208684
498,0.010192,nan,1,0.208637
499,0.010186,nan,1,0.208338
500,0.010180,nan,1,0.208654
501,0.010173,nan,1,0.209017
502,0.010167,nan,1,0.209462
503,0.010160,nan,1,0.209187
504,0.010153,nan,1,0.209030
505,0.010147,nan,1,0.208744
506,0.010141,nan,1,0.208535
507,0.010135,nan,1,0.208751
508,0.010128,nan,1,0.208432
509,0.010122,nan,1,0.208617
510,0.010115,nan,1,0.208735
511,0.010109,nan,1,0.208575
512,0.010103,nan,1,0.209057
513,0.010096,nan,1,0.211044
514,0.010090,nan,1,0.208516
515,0.010084,nan,1,0.209197
516,0.010077,nan,1,0.208742
517,0.010071,nan,1,0.208522
518,0.010065,nan,1,0.208498
519,0.010059,nan,1,0.210786
520,0.010053,nan,1,0.208774
521,0.010047,nan,1,0.208282
522,0.010041,nan,1,0.208982
523,0.010035,nan,1,0.209092
524,0.010028,nan,1,0.209062
525,0.010023,nan,1,0.208434
526,0.010016,nan,1,0.209049
527,0.010010,nan,1,0.209200
528,0.010004,nan,1,0.209582
529,0.009998,nan,1,0.209270
530,0.009992,nan,1,0.208557
531,0.009986,nan,1,0.208698
532,0.009980,nan,1,0.208278
533,0.009974,nan,1,0.208489
534,0.009968,nan,1,0.208898
535,0.009962,nan,1,0.208763
536,0.009956,nan,1,0.209016
537,0.009950,nan,1,0.209148
538,0.009944,nan,1,0.208048
539,0.009939,nan,1,0.208759
540,0.009933,nan,1,0.208885
541,0.009927,nan,1,0.208910
542,0.009921,nan,1,0.208408
543,0.009915,nan,1,0.210485
544,0.009909,nan,1,0.209388
545,0.009903,nan,1,0.209279
546,0.009897,nan,1,0.207874
547,0.009892,nan,1,0.208964
548,0.009886,nan,1,0.208342
549,0.009880,nan,1,0.208536
550,0.009874,nan,1,0.209108
551,0.009868,nan,1,0.208983
552,0.009862,nan,1,0.208553
553,0.009856,nan,1,0.208494
554,0.009851,nan,1,0.208434
555,0.009845,nan,1,0.207902
556,0.009839,nan,1,0.207953
557,0.009834,nan,1,0.208243
558,0.009828,nan,1,0.208697
559,0.009822,nan,1,0.209082
560,0.009817,nan,1,0.209409
561,0.009811,nan,1,0.208661
562,0.009806,nan,1,0.207952
563,0.009800,nan,1,0.208081
564,0.009794,nan,1,0.208248
565,0.009788,nan,1,0.208838
566,0.009783,nan,1,0.208758
567,0.009777,nan,1,0.209906
568,0.009772,nan,1,0.208506
569,0.009766,nan,1,0.208335
570,0.009761,nan,1,0.208759
571,0.009756,nan,1,0.209291
572,0.009750,nan,1,0.208256
573,0.009745,nan,1,0.208935
574,0.009740,nan,1,0.208156
575,0.009734,nan,1,0.208735
576,0.009729,nan,1,0.208809
577,0.009723,nan,1,0.208333
578,0.009718,nan,1,0.208838
579,0.009712,nan,1,0.209001
580,0.009707,nan,1,0.208679
581,0.009701,nan,1,0.208911
582,0.009695,nan,1,0.207935
583,0.009690,nan,1,0.208299
584,0.009684,nan,1,0.209009
585,0.009679,nan,1,0.209339
586,0.009674,nan,1,0.208208
587,0.009669,nan,1,0.208217
588,0.009663,nan,1,0.211029
589,0.009658,nan,1,0.208830
590,0.009653,nan,1,0.209307
591,0.009647,nan,1,0.210457
592,0.009642,nan,1,0.208893
593,0.009636,nan,1,0.208722
594,0.009631,nan,1,0.208590
595,0.009626,nan,1,0.209110
596,0.009620,nan,1,0.209148
597,0.009615,nan,1,0.208703
598,0.009610,nan,1,0.208911
599,0.009605,nan,1,0.209012
600,0.009599,nan,1,0.208751
601,0.009594,nan,1,0.208773
602,0.009589,nan,1,0.208987
603,0.009584,nan,1,0.207926
604,0.009578,nan,1,0.208709
605,0.009573,nan,1,0.208216
606,0.009568,nan,1,0.208282
607,0.009562,nan,1,0.208539
608,0.009557,nan,1,0.209486
609,0.009552,nan,1,0.209636
610,0.009546,nan,1,0.208771
611,0.009542,nan,1,0.208290
612,0.009536,nan,1,0.208899
613,0.009531,nan,1,0.208265
614,0.009526,nan,1,0.208428
615,0.009521,nan,1,0.210172
616,0.009516,nan,1,0.208737
617,0.009511,nan,1,0.208177
618,0.009505,nan,1,0.209096
619,0.009500,nan,1,0.209338
620,0.009495,nan,1,0.208464
621,0.009490,nan,1,0.208477
622,0.009485,nan,1,0.209232
623,0.009480,nan,1,0.208650
624,0.009475,nan,1,0.209057
625,0.009470,nan,1,0.208817
626,0.009465,nan,1,0.209280
627,0.009460,nan,1,0.209149
628,0.009455,nan,1,0.208585
629,0.009450,nan,1,0.208712
630,0.009445,nan,1,0.209137
631,0.009440,nan,1,0.208447
632,0.009434,nan,1,0.208177
633,0.009430,nan,1,0.208766
634,0.009424,nan,1,0.208524
635,0.009420,nan,1,0.208319
636,0.009415,nan,1,0.208859
637,0.009410,nan,1,0.207937
638,0.009405,nan,1,0.208895
639,0.009400,nan,1,0.210699
640,0.009395,nan,1,0.208948
641,0.009391,nan,1,0.208069
642,0.009386,nan,1,0.210141
643,0.009381,nan,1,0.208494
644,0.009376,nan,1,0.209025
645,0.009371,nan,1,0.208869
646,0.009367,nan,1,0.208388
647,0.009362,nan,1,0.207828
648,0.009357,nan,1,0.208063
649,0.009352,nan,1,0.208937
650,0.009347,nan,1,0.208955
651,0.009342,nan,1,0.209724
652,0.009337,nan,1,0.208955
653,0.009333,nan,1,0.208031
654,0.009328,nan,1,0.208932
655,0.009323,nan,1,0.208768
656,0.009318,nan,1,0.209869
657,0.009313,nan,1,0.211763
658,0.009309,nan,1,0.209201
659,0.009304,nan,1,0.208811
660,0.009299,nan,1,0.208984
661,0.009295,nan,1,0.210314
662,0.009290,nan,1,0.208698
663,0.009286,nan,1,0.211640
664,0.009281,nan,1,0.208139
665,0.009277,nan,1,0.208133
666,0.009272,nan,1,0.208256
667,0.009267,nan,1,0.209098
668,0.009263,nan,1,0.208901
669,0.009258,nan,1,0.208855
670,0.009254,nan,1,0.208478
671,0.009250,nan,1,0.209224
672,0.009245,nan,1,0.209913
673,0.009240,nan,1,0.208821
674,0.009236,nan,1,0.208723
675,0.009231,nan,1,0.209145
676,0.009227,nan,1,0.208424
677,0.009222,nan,1,0.208789
678,0.009218,nan,1,0.209000
679,0.009213,nan,1,0.208706
680,0.009208,nan,1,0.208571
681,0.009204,nan,1,0.208755
682,0.009199,nan,1,0.208951
683,0.009195,nan,1,0.211386
684,0.009190,nan,1,0.208679
685,0.009186,nan,1,0.209159
686,0.009182,nan,1,0.208674
687,0.009177,nan,1,0.210279
688,0.009173,nan,1,0.209192
689,0.009169,nan,1,0.209607
690,0.009164,nan,1,0.208236
691,0.009160,nan,1,0.208115
692,0.009156,nan,1,0.208600
693,0.009151,nan,1,0.207950
694,0.009147,nan,1,0.208536
695,0.009143,nan,1,0.209296
696,0.009139,nan,1,0.209055
697,0.009134,nan,1,0.208449
698,0.009130,nan,1,0.208979
699,0.009126,nan,1,0.209266
700,0.009122,nan,1,0.208217
701,0.009118,nan,1,0.209024
702,0.009113,nan,1,0.210496
703,0.009109,nan,1,0.210475
704,0.009105,nan,1,0.211127
705,0.009101,nan,1,0.211600
706,0.009097,nan,1,0.210713
707,0.009092,nan,1,0.210890
708,0.009088,nan,1,0.210893
709,0.009084,nan,1,0.210907
710,0.009080,nan,1,0.211369
711,0.009076,nan,1,0.211554
712,0.009072,nan,1,0.211175
713,0.009068,nan,1,0.211684
714,0.009064,nan,1,0.211366
715,0.009060,nan,1,0.210832
716,0.009056,nan,1,0.211090
717,0.009052,nan,1,0.210904
718,0.009048,nan,1,0.210521
719,0.009044,nan,1,0.211523
720,0.009040,nan,1,0.212467
721,0.009037,nan,1,0.210519
722,0.009033,nan,1,0.210687
723,0.009028,nan,1,0.210750
724,0.009025,nan,1,0.210820
725,0.009021,nan,1,0.210531
726,0.009017,nan,1,0.210584
727,0.009013,nan,1,0.210353
728,0.009009,nan,1,0.210742
729,0.009005,nan,1,0.210199
730,0.009001,nan,1,0.210568
731,0.008997,nan,1,0.210982
732,0.008993,nan,1,0.210488
733,0.008989,nan,1,0.210658
734,0.008985,nan,1,0.209820
735,0.008982,nan,1,0.211351
736,0.008978,nan,1,0.211776
737,0.008974,nan,1,0.211304
738,0.008970,nan,1,0.211058
739,0.008966,nan,1,0.210143
740,0.008962,nan,1,0.211052
741,0.008959,nan,1,0.210357
742,0.008955,nan,1,0.210543
743,0.008951,nan,1,0.210222
744,0.008947,nan,1,0.211045
745,0.008944,nan,1,0.211189
746,0.008940,nan,1,0.211653
747,0.008936,nan,1,0.210452
748,0.008933,nan,1,0.210937
749,0.008929,nan,1,0.210766
750,0.008925,nan,1,0.210144
751,0.008921,nan,1,0.211523
752,0.008917,nan,1,0.210550
753,0.008914,nan,1,0.210788
754,0.008910,nan,1,0.210938
755,0.008906,nan,1,0.211318
756,0.008903,nan,1,0.211304
757,0.008899,nan,1,0.210745
758,0.008896,nan,1,0.211141
759,0.008892,nan,1,0.212389
760,0.008888,nan,1,0.211684
761,0.008884,nan,1,0.210473
762,0.008880,nan,1,0.211000
763,0.008877,nan,1,0.211362
764,0.008873,nan,1,0.211249
765,0.008869,nan,1,0.211725
766,0.008866,nan,1,0.210010
767,0.008862,nan,1,0.211437
768,0.008859,nan,1,0.210950
769,0.008855,nan,1,0.210754
770,0.008852,nan,1,0.210510
771,0.008848,nan,1,0.210313
772,0.008844,nan,1,0.210812
773,0.008841,nan,1,0.210632
774,0.008837,nan,1,0.210234
775,0.008834,nan,1,0.210028
776,0.008831,nan,1,0.210208
777,0.008827,nan,1,0.210587
778,0.008823,nan,1,0.209850
779,0.008820,nan,1,0.210688
780,0.008816,nan,1,0.210528
781,0.008813,nan,1,0.210962
782,0.008809,nan,1,0.209989
783,0.008806,nan,1,0.211396
784,0.008802,nan,1,0.210209
785,0.008799,nan,1,0.210781
786,0.008795,nan,1,0.210725
787,0.008792,nan,1,0.210754
788,0.008789,nan,1,0.209604
789,0.008785,nan,1,0.210352
790,0.008782,nan,1,0.210258
791,0.008778,nan,1,0.210375
792,0.008775,nan,1,0.210027
793,0.008772,nan,1,0.210334
794,0.008768,nan,1,0.210564
795,0.008765,nan,1,0.209891
796,0.008761,nan,1,0.209987
797,0.008758,nan,1,0.210796
798,0.008754,nan,1,0.210971
799,0.008751,nan,1,0.212333
800,0.008748,nan,1,0.210240
801,0.008744,nan,1,0.210687
802,0.008741,nan,1,0.210369
803,0.008738,nan,1,0.211045
804,0.008734,nan,1,0.210652
805,0.008731,nan,1,0.210365
806,0.008728,nan,1,0.210538
807,0.008724,nan,1,0.209539
808,0.008721,nan,1,0.210308
809,0.008717,nan,1,0.210910
810,0.008714,nan,1,0.210991
811,0.008710,nan,1,0.210424
812,0.008707,nan,1,0.210478
813,0.008704,nan,1,0.210419
814,0.008701,nan,1,0.210403
815,0.008697,nan,1,0.217469
816,0.008694,nan,1,0.211663
817,0.008691,nan,1,0.210039
818,0.008688,nan,1,0.210606
819,0.008685,nan,1,0.210325
820,0.008681,nan,1,0.210222
