epoch,train_loss,has_valid_loss_improved,time
1,0.024255,0.013718,1,674.471778
2,0.012739,0.012107,1,663.789567
3,0.011307,0.010791,1,663.332803
4,0.009902,0.008907,1,662.668686
5,0.008173,0.007772,1,663.057275
6,0.007386,0.007149,1,662.848070
7,0.006877,0.006717,1,662.742913
8,0.006508,0.006391,1,662.893314
9,0.006220,0.006131,1,663.259327
10,0.005989,0.005919,1,663.209481
11,0.005799,0.005742,1,663.016314
12,0.005640,0.005596,1,663.708214
13,0.005505,0.005474,1,663.570281
14,0.005390,0.005362,1,663.322464
15,0.005291,0.005267,1,663.093683
16,0.005204,0.005186,1,662.986713
17,0.005128,0.005114,1,663.213532
18,0.005060,0.005051,1,663.620312
19,0.005001,0.004993,1,664.158360
20,0.004946,0.004945,1,663.926303
21,0.004897,0.004894,1,664.074143
22,0.004852,0.004849,1,663.306562
23,0.004810,0.004812,1,663.292441
24,0.004772,0.004771,1,663.897944
25,0.004736,0.004742,1,663.644825
26,0.004703,0.004704,1,663.923209
27,0.004671,0.004672,1,663.527779
28,0.004642,0.004646,1,663.599587
29,0.004616,0.004620,1,662.785593
30,0.004590,0.004595,1,662.839877
31,0.004567,0.004572,1,663.333801
32,0.004547,0.004552,1,663.743775
33,0.004525,0.004531,1,663.296075
34,0.004508,0.004519,1,663.557823
35,0.004490,0.004503,1,663.616668
36,0.004477,0.004486,1,662.491090
37,0.004466,0.004471,1,662.985026
38,0.004452,0.004463,1,663.373471
39,0.004445,0.004457,1,663.457691
40,0.004441,0.004448,1,663.725274
41,0.004435,0.004452,0,663.651210
42,0.004437,0.004457,0,663.737732
43,0.004439,0.004458,0,663.459251
44,0.004444,0.004473,0,663.468542
45,0.004457,0.004486,0,663.255149
46,0.004476,0.004492,0,663.723944
47,0.004492,0.004538,0,663.570024
48,0.004521,0.004579,0,663.827313
49,0.004560,0.004592,0,663.719082
50,0.004593,0.004694,0,663.578456
51,0.004649,0.004646,0,663.599647
52,0.004677,0.004780,0,663.453113
53,0.004734,0.004702,0,664.060279
54,0.006044,0.004700,0,664.380532
55,0.004855,0.005341,0,664.368987
56,0.005035,0.005035,0,664.682013
57,0.004994,0.004911,0,664.176319
58,0.005190,0.005423,0,664.697706
59,0.004738,0.004592,0,665.032587
60,0.004683,0.005199,0,664.564102
61,0.004989,0.004901,0,664.197281
62,0.004809,0.004782,0,664.408323
63,0.004796,0.006371,0,664.575378
64,0.004829,0.004909,0,664.874992
65,0.004835,0.004821,0,664.821290
