epoch,train_loss,has_valid_loss_improved,time
1,0.102485,nan,1,0.193368
2,0.102485,nan,1,0.197277
3,0.102485,nan,1,0.297921
4,0.102484,nan,1,0.184109
5,0.102484,nan,1,0.183621
6,0.102484,nan,1,0.182501
7,0.102484,nan,1,0.187227
8,0.102484,nan,1,0.182638
9,0.102483,nan,1,0.182565
10,0.102483,nan,1,0.214371
11,0.102483,nan,1,0.183608
12,0.102483,nan,1,0.182889
13,0.102482,nan,1,0.209947
14,0.102482,nan,1,0.183355
15,0.102482,nan,1,0.182159
16,0.102482,nan,1,0.239804
17,0.102481,nan,1,0.183551
18,0.102481,nan,1,0.184563
19,0.102481,nan,1,0.269661
20,0.102481,nan,1,0.186261
21,0.102480,nan,1,0.186752
22,0.102480,nan,1,0.303570
23,0.102480,nan,1,0.185127
24,0.102479,nan,1,0.185366
25,0.102479,nan,1,0.183593
26,0.102479,nan,1,0.185841
27,0.102478,nan,1,0.184247
28,0.102478,nan,1,0.184382
29,0.102478,nan,1,0.240779
30,0.102477,nan,1,0.184247
31,0.102477,nan,1,0.184853
32,0.102477,nan,1,0.270277
33,0.102477,nan,1,0.183200
34,0.102476,nan,1,0.185555
35,0.102476,nan,1,0.300738
36,0.102476,nan,1,0.183154
37,0.102475,nan,1,0.184116
38,0.102475,nan,1,0.183466
39,0.102475,nan,1,0.185999
40,0.102475,nan,1,0.184983
41,0.102474,nan,1,0.185285
42,0.102474,nan,1,0.211862
43,0.102474,nan,1,0.184049
44,0.102473,nan,1,0.185127
45,0.102473,nan,1,0.241686
46,0.102473,nan,1,0.183786
47,0.102473,nan,1,0.184887
48,0.102472,nan,1,0.271736
49,0.102472,nan,1,0.183207
50,0.102472,nan,1,0.186816
51,0.102472,nan,1,0.301258
52,0.102471,nan,1,0.183797
53,0.102471,nan,1,0.184668
54,0.102471,nan,1,0.184567
55,0.102470,nan,1,0.210452
56,0.102470,nan,1,0.184507
57,0.102470,nan,1,0.299834
58,0.102470,nan,1,0.182642
59,0.102469,nan,1,0.185339
60,0.102469,nan,1,0.183565
61,0.102469,nan,1,0.185205
62,0.102469,nan,1,0.183398
63,0.102468,nan,1,0.183693
64,0.102468,nan,1,0.211392
65,0.102468,nan,1,0.182875
66,0.102468,nan,1,0.181897
67,0.102468,nan,1,0.241763
68,0.102467,nan,1,0.183600
69,0.102467,nan,1,0.183821
70,0.102467,nan,1,0.271137
71,0.102467,nan,1,0.183415
72,0.102466,nan,1,0.184135
73,0.102466,nan,1,0.302427
74,0.102466,nan,1,0.183449
75,0.102466,nan,1,0.184761
76,0.102465,nan,1,0.184571
77,0.102465,nan,1,0.183050
78,0.102465,nan,1,0.183617
79,0.102465,nan,1,0.184215
80,0.102465,nan,1,0.183566
81,0.102464,nan,1,0.232010
82,0.102464,nan,1,0.184318
83,0.102464,nan,1,0.188049
84,0.102464,nan,1,0.184393
85,0.102464,nan,1,0.184612
86,0.102463,nan,1,0.210876
87,0.102463,nan,1,0.184251
88,0.102463,nan,1,0.185319
89,0.102463,nan,1,0.241266
90,0.102463,nan,1,0.184284
91,0.102462,nan,1,0.185600
92,0.102462,nan,1,0.242710
93,0.102462,nan,1,0.184776
94,0.102462,nan,1,0.184474
95,0.102462,nan,1,0.271953
96,0.102461,nan,1,0.185207
97,0.102461,nan,1,0.184934
98,0.102461,nan,1,0.301678
99,0.102461,nan,1,0.184601
100,0.102461,nan,1,0.185865
101,0.102460,nan,1,0.185626
102,0.102460,nan,1,0.183957
103,0.102460,nan,1,0.185725
104,0.102460,nan,1,0.213841
105,0.102460,nan,1,0.184438
106,0.102460,nan,1,0.183660
107,0.102459,nan,1,0.240618
108,0.102459,nan,1,0.183269
109,0.102459,nan,1,0.185653
110,0.102459,nan,1,0.271886
111,0.102459,nan,1,0.184338
112,0.102458,nan,1,0.185400
113,0.102458,nan,1,0.302291
114,0.102458,nan,1,0.182613
115,0.102458,nan,1,0.185260
116,0.102458,nan,1,0.185057
117,0.102458,nan,1,0.184329
118,0.102457,nan,1,0.183435
119,0.102457,nan,1,0.241803
120,0.102457,nan,1,0.241872
121,0.102457,nan,1,0.183996
122,0.102457,nan,1,0.183391
123,0.102457,nan,1,0.271029
124,0.102456,nan,1,0.183551
125,0.102456,nan,1,0.184258
126,0.102456,nan,1,0.301431
127,0.102456,nan,1,0.183539
128,0.102456,nan,1,0.185084
129,0.102456,nan,1,0.185292
130,0.102456,nan,1,0.185610
131,0.102455,nan,1,0.184733
132,0.102455,nan,1,0.184570
133,0.102455,nan,1,0.212423
134,0.102455,nan,1,0.185139
135,0.102455,nan,1,0.183760
136,0.102455,nan,1,0.243133
137,0.102454,nan,1,0.184615
138,0.102454,nan,1,0.184339
139,0.102454,nan,1,0.271757
140,0.102454,nan,1,0.185788
141,0.102454,nan,1,0.185716
142,0.102454,nan,1,0.303319
143,0.102454,nan,1,0.184334
144,0.102453,nan,1,0.185421
145,0.102453,nan,1,0.183822
146,0.102453,nan,1,0.188564
147,0.102453,nan,1,0.186668
148,0.102453,nan,1,0.183854
149,0.102453,nan,1,0.211603
150,0.102453,nan,1,0.186912
151,0.102452,nan,1,0.185149
152,0.102452,nan,1,0.272919
153,0.102452,nan,1,0.183656
154,0.102452,nan,1,0.185080
155,0.102452,nan,1,0.299298
156,0.102452,nan,1,0.183318
157,0.102452,nan,1,0.184563
158,0.102452,nan,1,0.182960
159,0.102451,nan,1,0.185186
160,0.102451,nan,1,0.184776
161,0.102451,nan,1,0.184317
162,0.102451,nan,1,0.210952
163,0.102451,nan,1,0.184489
164,0.102451,nan,1,0.184697
165,0.102451,nan,1,0.241105
166,0.102450,nan,1,0.184041
167,0.102450,nan,1,0.184091
168,0.102450,nan,1,0.273184
169,0.102450,nan,1,0.185559
170,0.102450,nan,1,0.184429
171,0.102450,nan,1,0.302126
172,0.102450,nan,1,0.184463
