epoch,train_loss,has_valid_loss_improved,time
173,0.102450,nan,1,0.196898
174,0.102449,nan,1,0.183150
175,0.102449,nan,1,0.184169
176,0.102449,nan,1,0.185004
177,0.102449,nan,1,0.185577
178,0.102449,nan,1,0.241819
179,0.102449,nan,1,0.184124
180,0.102449,nan,1,0.183590
181,0.102449,nan,1,0.272427
182,0.102449,nan,1,0.184644
183,0.102448,nan,1,0.184260
184,0.102448,nan,1,0.300668
185,0.102448,nan,1,0.184315
186,0.102448,nan,1,0.184097
187,0.102448,nan,1,0.301907
188,0.102448,nan,1,0.184218
189,0.102448,nan,1,0.184171
190,0.102448,nan,1,0.185268
191,0.102447,nan,1,0.185716
192,0.102447,nan,1,0.185514
193,0.102447,nan,1,0.184364
194,0.102447,nan,1,0.215898
195,0.102447,nan,1,0.184597
196,0.102447,nan,1,0.184304
197,0.102447,nan,1,0.241889
198,0.102447,nan,1,0.185825
199,0.102447,nan,1,0.185461
200,0.102446,nan,1,0.272967
201,0.102446,nan,1,0.184147
202,0.102446,nan,1,0.184682
203,0.102446,nan,1,0.184639
204,0.102446,nan,1,0.212729
205,0.102446,nan,1,0.184316
206,0.102446,nan,1,0.186276
207,0.102446,nan,1,0.240951
208,0.102446,nan,1,0.184985
209,0.102446,nan,1,0.183551
210,0.102445,nan,1,0.275397
211,0.102445,nan,1,0.275768
212,0.102445,nan,1,0.184044
213,0.102445,nan,1,0.185199
214,0.102445,nan,1,0.303542
215,0.102445,nan,1,0.186493
216,0.102445,nan,1,0.185529
217,0.102445,nan,1,0.183324
218,0.102445,nan,1,0.188349
219,0.102445,nan,1,0.184922
220,0.102444,nan,1,0.184618
221,0.102444,nan,1,0.211923
222,0.102444,nan,1,0.184530
223,0.102444,nan,1,0.184863
224,0.102444,nan,1,0.242764
225,0.102444,nan,1,0.183552
226,0.102444,nan,1,0.274090
227,0.102444,nan,1,0.184998
228,0.102444,nan,1,0.184278
229,0.102444,nan,1,0.301610
230,0.102443,nan,1,0.183531
231,0.102443,nan,1,0.184021
232,0.102443,nan,1,0.185421
233,0.102443,nan,1,0.187020
234,0.102443,nan,1,0.184195
235,0.102443,nan,1,0.184439
236,0.102443,nan,1,0.210345
237,0.102443,nan,1,0.184049
238,0.102443,nan,1,0.185010
239,0.102443,nan,1,0.242001
240,0.102443,nan,1,0.182418
241,0.102442,nan,1,0.183729
242,0.102442,nan,1,0.273803
243,0.102442,nan,1,0.187060
244,0.102442,nan,1,0.184278
245,0.102442,nan,1,0.301499
246,0.102442,nan,1,0.183212
247,0.102442,nan,1,0.183161
248,0.102442,nan,1,0.185057
249,0.102442,nan,1,0.185787
250,0.102442,nan,1,0.184815
251,0.102442,nan,1,0.185139
252,0.102441,nan,1,0.241930
