epoch,train_loss,train_loss_best,valid_loss,valid_loss_best,valid_accuracy,valid_kappa,dur
1.000000,0.958950,1.000000,0.974811,1.000000,0.720313,0.000000,790.391955
2.000000,0.943121,1.000000,0.955407,1.000000,0.720313,0.000666,785.767957
3.000000,0.943194,0.000000,0.958329,0.000000,0.720313,0.000000,775.929159
4.000000,0.939308,1.000000,0.946059,1.000000,0.720313,0.000473,778.448757
5.000000,0.932182,1.000000,0.934397,1.000000,0.719531,0.041245,775.634970
6.000000,0.929761,1.000000,0.932010,1.000000,0.719141,0.071969,777.265600
7.000000,0.927877,1.000000,0.942642,0.000000,0.719141,0.073936,774.314132
8.000000,0.912182,1.000000,0.927922,1.000000,0.719922,0.100864,776.379560
9.000000,0.888943,1.000000,0.948096,0.000000,0.720117,0.090272,780.328963
10.000000,0.865435,1.000000,0.822208,1.000000,0.710352,0.283812,777.269197
11.000000,0.824069,1.000000,0.838247,0.000000,0.719727,0.237857,776.442781
12.000000,0.798844,1.000000,0.993604,0.000000,0.702846,0.305994,775.171938
13.000000,0.774414,1.000000,0.772728,1.000000,0.732338,0.374547,781.792904
14.000000,0.768096,1.000000,0.820965,0.000000,0.726674,0.362728,778.258697
15.000000,0.755037,1.000000,0.769343,1.000000,0.732729,0.355185,774.010394
16.000000,0.743840,1.000000,0.747780,1.000000,0.726869,0.380730,774.616898
17.000000,0.738622,1.000000,0.735917,1.000000,0.736049,0.405508,775.531095
18.000000,0.726704,1.000000,0.730566,1.000000,0.729213,0.400754,779.066354
19.000000,0.717545,1.000000,0.732517,0.000000,0.734180,0.436188,776.432615
20.000000,0.718024,0.000000,0.732768,0.000000,0.735296,0.430593,776.318882
21.000000,0.708279,1.000000,0.733392,0.000000,0.737416,0.441697,777.334880
22.000000,0.705806,1.000000,0.718299,1.000000,0.731641,0.456110,779.439982
23.000000,0.703240,1.000000,0.753485,0.000000,0.732422,0.382463,776.100178
24.000000,0.696716,1.000000,0.734015,0.000000,0.731557,0.448534,775.425745
25.000000,0.695311,1.000000,0.692508,1.000000,0.738588,0.449883,777.920578
26.000000,0.686868,1.000000,0.834438,0.000000,0.716350,0.460984,782.104144
