epoch,train_loss,train_loss_best,valid_loss,valid_loss_best,valid_accuracy,valid_kappa,dur
27.000000,0.683785,1.000000,0.697923,0.000000,0.731641,0.451598,777.950583
28.000000,0.678454,1.000000,0.692210,1.000000,0.727455,0.450066,780.112292
29.000000,0.677375,1.000000,0.804860,0.000000,0.725307,0.293208,779.101793
30.000000,0.672319,1.000000,0.686294,1.000000,0.709180,0.481252,784.601515
31.000000,0.664870,1.000000,0.682140,1.000000,0.721317,0.497428,784.418220
32.000000,0.662422,1.000000,0.713151,0.000000,0.729911,0.422261,778.399714
33.000000,0.657532,1.000000,0.705852,0.000000,0.735156,0.397889,775.362379
34.000000,0.650447,1.000000,0.728296,0.000000,0.732338,0.396102,774.629370
35.000000,0.650309,1.000000,0.758305,0.000000,0.730190,0.369441,775.235695
36.000000,0.650027,1.000000,0.680878,1.000000,0.725502,0.501272,775.966719
37.000000,0.643195,1.000000,0.650483,1.000000,0.742773,0.480895,780.857908
38.000000,0.647466,0.000000,0.663287,0.000000,0.705385,0.512283,786.911303
39.000000,0.636258,1.000000,0.646574,1.000000,0.735463,0.511552,787.418637
40.000000,0.639374,0.000000,0.657755,0.000000,0.737919,0.462592,782.757569
41.000000,0.632276,1.000000,0.651137,0.000000,0.741908,0.498057,783.885418
42.000000,0.631748,1.000000,0.663106,0.000000,0.743192,0.462018,784.169306
43.000000,0.633062,0.000000,0.649873,0.000000,0.727651,0.525763,782.891411
44.000000,0.627217,1.000000,0.747418,0.000000,0.696429,0.497375,785.886856
45.000000,0.619156,1.000000,0.656357,0.000000,0.741546,0.460925,781.199840
46.000000,0.620171,0.000000,0.640294,1.000000,0.736356,0.531944,780.396300
47.000000,0.619575,0.000000,0.685110,0.000000,0.730887,0.520245,777.323618
48.000000,0.615240,1.000000,0.642516,0.000000,0.726869,0.524646,775.348645
49.000000,0.619776,0.000000,0.634718,1.000000,0.720926,0.527542,781.766294
50.000000,0.606937,1.000000,0.655715,0.000000,0.738393,0.470658,779.248211
51.000000,0.605002,1.000000,0.626934,1.000000,0.741434,0.495935,774.958586
52.000000,0.613092,0.000000,0.870642,0.000000,0.679911,0.461862,778.690702
53.000000,0.606407,0.000000,0.622875,1.000000,0.729994,0.530480,774.900921
54.000000,0.601610,1.000000,0.634557,0.000000,0.726674,0.529724,777.586411
55.000000,0.603682,0.000000,0.637963,0.000000,0.727455,0.556613,774.688558
56.000000,0.600662,1.000000,0.637735,0.000000,0.737612,0.503132,782.187239
57.000000,0.596069,1.000000,0.660786,0.000000,0.741713,0.455095,780.237895
58.000000,0.594466,1.000000,0.648087,0.000000,0.736077,0.554271,779.955602
59.000000,0.591872,1.000000,0.597713,1.000000,0.742411,0.528553,780.515647
60.000000,0.592450,0.000000,0.618754,0.000000,0.727762,0.547182,783.224217
61.000000,0.590390,1.000000,0.642073,0.000000,0.741825,0.489931,771.527589
62.000000,0.583808,1.000000,0.608697,0.000000,0.734291,0.540728,782.453745
63.000000,0.581615,1.000000,0.607162,0.000000,0.742299,0.549861,783.475837
64.000000,0.585409,0.000000,0.609706,0.000000,0.737054,0.526284,781.288323
65.000000,0.580012,1.000000,0.618533,0.000000,0.718778,0.585166,781.341493
66.000000,0.576509,1.000000,0.587968,1.000000,0.737416,0.562243,784.372303
67.000000,0.569351,1.000000,0.603430,0.000000,0.738309,0.521571,781.501081
68.000000,0.569710,0.000000,0.577382,1.000000,0.744448,0.578980,779.981313
69.000000,0.560635,1.000000,0.578194,0.000000,0.739397,0.588107,781.096868
70.000000,0.562641,0.000000,0.588771,0.000000,0.724163,0.579875,781.481066
71.000000,0.550243,1.000000,0.585619,0.000000,0.748465,0.545467,780.716777
72.000000,0.554908,0.000000,0.563281,1.000000,0.749051,0.573068,780.335798
73.000000,0.547913,1.000000,0.590279,0.000000,0.748465,0.530860,779.609823
74.000000,0.543400,1.000000,0.550030,1.000000,0.750614,0.595596,785.833292
75.000000,0.536534,1.000000,0.544516,1.000000,0.751814,0.604436,786.519948
76.000000,0.540698,0.000000,0.541803,1.000000,0.750642,0.594064,785.947082
77.000000,0.531519,1.000000,0.561113,0.000000,0.749163,0.569585,782.724297
78.000000,0.531283,1.000000,0.541373,1.000000,0.750140,0.597820,778.570506
79.000000,0.523223,1.000000,0.544622,0.000000,0.748772,0.619875,785.515153
80.000000,0.526085,0.000000,0.784671,0.000000,0.688616,0.524768,779.875138
81.000000,0.517086,1.000000,0.531648,1.000000,0.757254,0.613606,780.720837
82.000000,0.512905,1.000000,0.556633,0.000000,0.748689,0.609238,784.093955
83.000000,0.517132,0.000000,0.539368,0.000000,0.758371,0.585642,777.727237
84.000000,0.510634,1.000000,0.560970,0.000000,0.722015,0.623239,781.668648
85.000000,0.509068,1.000000,0.553990,0.000000,0.751004,0.565905,778.122689
86.000000,0.508238,1.000000,0.524776,1.000000,0.763142,0.595875,779.087054
87.000000,0.505514,1.000000,0.531887,0.000000,0.748968,0.634665,783.111438
88.000000,0.502181,1.000000,0.631810,0.000000,0.732394,0.569600,777.457727
89.000000,0.496873,1.000000,0.522200,1.000000,0.754632,0.604532,779.385526
90.000000,0.498443,0.000000,0.542281,0.000000,0.755022,0.573169,780.609657
91.000000,0.502498,0.000000,0.501120,1.000000,0.756334,0.643167,775.212127
92.000000,0.497896,0.000000,0.512328,0.000000,0.756194,0.632959,780.438933
93.000000,0.496060,1.000000,0.498207,1.000000,0.760993,0.629557,780.416082
94.000000,0.487729,1.000000,0.510998,0.000000,0.757087,0.634972,778.639581
95.000000,0.492092,0.000000,0.534530,0.000000,0.757785,0.602271,782.745804
96.000000,0.492901,0.000000,0.493366,1.000000,0.764425,0.651537,780.789435
