epoch,train_loss,train_loss_best,valid_loss,valid_loss_best,valid_accuracy,valid_kappa,dur
30.000000,0.436937,0.000000,0.493988,0.000000,0.752204,0.667937,732.088990
31.000000,0.433759,1.000000,0.494062,0.000000,0.767439,0.657244,732.810663
32.000000,0.429332,1.000000,0.465620,0.000000,0.768331,0.675505,732.892364
33.000000,0.427797,1.000000,0.462331,0.000000,0.767913,0.678345,728.194000
34.000000,0.428186,0.000000,0.469727,0.000000,0.776060,0.647341,728.972245
35.000000,0.430487,0.000000,0.486097,0.000000,0.768331,0.648981,730.114586
36.000000,0.420013,1.000000,0.481889,0.000000,0.767857,0.671216,731.605149
37.000000,0.424012,0.000000,0.466854,0.000000,0.776897,0.677089,729.044437
38.000000,0.425632,0.000000,0.483619,0.000000,0.761496,0.661166,722.647171
39.000000,0.423471,0.000000,0.465218,0.000000,0.767132,0.674964,730.667326
40.000000,0.423647,0.000000,0.481373,0.000000,0.763923,0.665627,731.509414
41.000000,0.418723,1.000000,0.487058,0.000000,0.775949,0.669083,726.918974
42.000000,0.425134,0.000000,0.463733,0.000000,0.778097,0.676122,728.894329
43.000000,0.419448,0.000000,0.485180,0.000000,0.770257,0.664875,729.885690
44.000000,0.414599,1.000000,0.493382,0.000000,0.764509,0.664754,730.509834
45.000000,0.412298,1.000000,0.496114,0.000000,0.776032,0.646714,723.853712
46.000000,0.416118,0.000000,0.520989,0.000000,0.768248,0.661686,723.234885
47.000000,0.413913,0.000000,0.520531,0.000000,0.759821,0.663109,729.586258
48.000000,0.414409,0.000000,0.483168,0.000000,0.772015,0.671524,731.253919
49.000000,0.411040,1.000000,0.496455,0.000000,0.769392,0.659606,728.674811
50.000000,0.410696,1.000000,0.494540,0.000000,0.762249,0.663731,731.652480
51.000000,0.406720,1.000000,0.469247,0.000000,0.772517,0.668312,728.722879
52.000000,0.405645,1.000000,0.480696,0.000000,0.775446,0.669996,730.645311
53.000000,0.416191,0.000000,0.470239,0.000000,0.767634,0.675775,729.007838
54.000000,0.408287,0.000000,0.469989,0.000000,0.775279,0.678892,731.361880
55.000000,0.408815,0.000000,0.532812,0.000000,0.767829,0.655897,731.190402
56.000000,0.402102,1.000000,0.458244,1.000000,0.771233,0.668826,725.480257
57.000000,0.402412,0.000000,0.440582,1.000000,0.782980,0.692950,730.731286
58.000000,0.405512,0.000000,0.520378,0.000000,0.766769,0.662544,732.274174
59.000000,0.395524,1.000000,0.452809,0.000000,0.782785,0.683382,730.556384
60.000000,0.399352,0.000000,0.450587,0.000000,0.779046,0.690712,729.098402
61.000000,0.394008,1.000000,0.458477,0.000000,0.786021,0.661238,728.437617
62.000000,0.395018,0.000000,0.450775,0.000000,0.785240,0.687453,730.971431
63.000000,0.391604,1.000000,0.475069,0.000000,0.776646,0.677889,731.809760
64.000000,0.399422,0.000000,0.469052,0.000000,0.775865,0.671646,732.552903
65.000000,0.392063,0.000000,0.478788,0.000000,0.775949,0.676416,732.947995
66.000000,0.395231,0.000000,0.499342,0.000000,0.773884,0.678920,732.436534
67.000000,0.397209,0.000000,0.487081,0.000000,0.775753,0.678127,733.189940
68.000000,0.392889,0.000000,0.454415,0.000000,0.780804,0.697913,730.458489
69.000000,0.391726,0.000000,0.458205,0.000000,0.776228,0.690881,730.657760
70.000000,0.397572,0.000000,0.453421,0.000000,0.785910,0.682609,732.219096
71.000000,0.383833,1.000000,0.461563,0.000000,0.780720,0.676943,732.203488
72.000000,0.392583,0.000000,0.437575,1.000000,0.784152,0.698243,729.937305
73.000000,0.386738,0.000000,0.458118,0.000000,0.779855,0.673707,731.460542
74.000000,0.391818,0.000000,0.480642,0.000000,0.780804,0.645091,731.013747
75.000000,0.408313,0.000000,0.454262,0.000000,0.779967,0.683105,730.286293
76.000000,0.391859,0.000000,0.454390,0.000000,0.779632,0.680706,732.129068
77.000000,0.382025,1.000000,0.457007,0.000000,0.783064,0.687509,730.810789
78.000000,0.385766,0.000000,0.461247,0.000000,0.774749,0.684873,727.324863
79.000000,0.388169,0.000000,0.492621,0.000000,0.767355,0.682210,734.218596
80.000000,0.385587,0.000000,0.462570,0.000000,0.778878,0.690585,730.845756
81.000000,0.384179,0.000000,0.437604,0.000000,0.786775,0.691263,729.942455
82.000000,0.380025,1.000000,0.463624,0.000000,0.780273,0.672550,734.034207
83.000000,0.379040,1.000000,0.430359,1.000000,0.791964,0.688910,724.961626
84.000000,0.378693,1.000000,0.440223,0.000000,0.779743,0.697626,730.879891
85.000000,0.379372,0.000000,0.443759,0.000000,0.787584,0.677403,730.215009
86.000000,0.380252,0.000000,0.469125,0.000000,0.777400,0.649174,726.289524
87.000000,0.374552,1.000000,0.451269,0.000000,0.785128,0.693052,727.595598
88.000000,0.373922,1.000000,0.556265,0.000000,0.757310,0.654333,726.097844
89.000000,0.380906,0.000000,0.495400,0.000000,0.769699,0.664575,728.088124
90.000000,0.381762,0.000000,0.427521,1.000000,0.785993,0.704040,734.710711
